T,sigma,H,Best Beta,Average Error
1.3,0.35,97,0.6275999999999861,0.000506589987671631
1.3,0.35,98,0.6528999999999943,0.00382033274412223
1.3,0.35,99,0.6859999999999906,0.003650227814743399
1.3,0.4,90,0.5894999999999903,0.0008787660971780383
1.3,0.4,91,0.5894999999999903,0.00035402289533254726
1.3,0.4,92,0.5873999999999905,0.0006121601688860074
1.3,0.4,93,0.5899999999999902,0.00025590454063388737
1.3,0.4,94,0.5950999999999896,0.0023707368561931763
1.3,0.4,95,0.6047999999999886,0.002501447467512093
1.3,0.4,96,0.6166999999999873,0.000916486510045466
1.3,0.4,97,0.6353999999999852,0.0020917782170329848
1.3,0.4,98,0.6591999999999936,0.00356528222383742
1.3,0.4,99,0.69189999999999,0.0008779696023514402
1.3,0.45,90,0.5897999999999902,0.0007569497318755632
1.3,0.45,91,0.5864999999999906,0.0012177391800212076
1.3,0.45,92,0.5888999999999903,0.0005088913471552922
1.3,0.45,93,0.59219999999999,0.0019913277854939266
1.3,0.45,94,0.600399999999989,0.0016727122575623632
1.3,0.45,95,0.609599999999988,0.0012550966965794886
1.3,0.45,96,0.6234999999999865,0.0008017563616094837
1.3,0.45,97,0.6436999999999843,0.0014405509531810888
1.3,0.45,98,0.6660999999999928,0.0040594346616997
1.3,0.45,99,0.6951999999999896,0.0019343934701395863
1.3,0.5,90,0.5870999999999905,0.0008830662731596802
1.3,0.5,91,0.5883999999999904,0.00050856920224908
1.3,0.5,92,0.5901999999999902,0.00024501138691477924
1.3,0.5,93,0.5967999999999895,0.0002750131467306396
1.3,0.5,94,0.6053999999999885,0.0017721662091832622
1.3,0.5,95,0.6163999999999873,0.0008466002184882705
1.3,0.5,96,0.6310999999999857,0.0012075426316898496
1.3,0.5,97,0.6496999999999946,0.0012662227815786597
1.3,0.5,98,0.6714999999999922,0.002494863415063066
1.3,0.5,99,0.6981999999999893,0.005041097627088762
1.3,0.55,90,0.5876999999999905,0.0008138796812757998
1.3,0.55,91,0.5905999999999901,0.00039148771493201066
1.3,0.55,92,0.5960999999999895,0.0010496486137366373
1.3,0.55,93,0.6024999999999888,0.0024024813096273235
1.3,0.55,94,0.610399999999988,5.52210165421404e-05
1.3,0.55,95,0.6220999999999867,0.0002809303752079741
1.3,0.55,96,0.6388999999999848,0.00376065090892338
1.3,0.55,97,0.6558999999999939,0.001192572940720548
1.3,0.55,98,0.6753999999999918,0.0028823464661121134
1.3,0.55,99,0.700699999999989,0.00440006262575922
1.3,0.6,90,0.5893999999999903,0.001128544938855721
1.3,0.6,91,0.5940999999999897,0.002081562023632724
1.3,0.6,92,0.5991999999999892,0.0017502682327489962
1.3,0.6,93,0.6047999999999886,0.0015604073102448602
1.3,0.6,94,0.6164999999999873,0.002241548411546462
1.3,0.6,95,0.628399999999986,0.0008323893654174874
1.3,0.6,96,0.6443999999999842,0.00039772313260561366
1.3,0.6,97,0.6598999999999935,0.0014401458284499268
1.3,0.6,98,0.6791999999999914,0.0006156156774859612
1.3,0.6,99,0.7032999999999887,0.004990377045140159
1.4,0.2,90,0.5897999999999902,3.456286069512615e-05
1.4,0.2,91,0.5863999999999906,0.0002063761922575726
1.4,0.2,92,0.5887999999999903,0.00038291476705190294
1.4,0.2,93,0.5890999999999903,0.0005353122783367768
1.4,0.2,94,0.5868999999999905,6.686375593653945e-05
1.4,0.2,95,0.5896999999999902,0.0003829922896915818
1.4,0.2,96,0.5902999999999902,0.000701094749894474
1.4,0.2,97,0.600399999999989,0.0008958580051858702
1.4,0.2,98,0.6210999999999868,0.0012959465756226473
1.4,0.2,99,0.6635999999999931,0.0032099366787875392
1.4,0.25,90,0.5907999999999901,0.00028771233366992846
1.4,0.25,91,0.5887999999999903,0.00016120404517823612
1.4,0.25,92,0.5886999999999903,0.0007847255485267954
1.4,0.25,93,0.5903999999999902,0.0007277561690311329
1.4,0.25,94,0.5902999999999902,0.0007932023192650906
1.4,0.25,95,0.5902999999999902,0.001554149300319754
1.4,0.25,96,0.5952999999999896,0.0019124833969019115
1.4,0.25,97,0.609499999999988,0.0023273324229821286
1.4,0.25,98,0.6348999999999853,0.0018944422815922895
1.4,0.25,99,0.6741999999999919,0.0005153617936967722
1.4,0.3,90,0.5892999999999903,0.00027897716311754483
1.4,0.3,91,0.5894999999999903,0.0012127361161457955
1.4,0.3,92,0.5890999999999903,0.0009904518133598392
1.4,0.3,93,0.5893999999999903,0.0012385533877444358
1.4,0.3,94,0.5891999999999903,0.0005590578016422546
1.4,0.3,95,0.5932999999999898,0.00040580260244619143
1.4,0.3,96,0.6029999999999888,0.0011653327572847812
1.4,0.3,97,0.6199999999999869,0.0004071882225299873
1.4,0.3,98,0.6456999999999841,0.0017662308314366844
1.4,0.3,99,0.6812999999999911,0.0008542049101035729
1.4,0.35,90,0.5889999999999903,0.00121254534245103
1.4,0.35,91,0.5896999999999902,0.0013443158435978676
1.4,0.35,92,0.5895999999999902,0.00108330816571704
1.4,0.35,93,0.5884999999999904,0.0014148324906944085
1.4,0.35,94,0.59139999999999,0.0008704196546938975
1.4,0.35,95,0.6000000000000001,0.0003099114079375649
1.4,0.35,96,0.6117999999999878,0.0025382798644195724
1.4,0.35,97,0.6300999999999858,0.0024029499499517654
1.4,0.35,98,0.655399999999994,0.0027397013459587523
1.4,0.35,99,0.6874999999999905,0.004737735599933074
1.4,0.4,90,0.5898999999999902,0.0013232071553016397
1.4,0.4,91,0.5906999999999901,0.00036103901152426446
1.4,0.4,92,0.5875999999999905,0.0011230775080352015
1.4,0.4,93,0.5899999999999902,0.002066430046303898
1.4,0.4,94,0.5970999999999894,0.0007103648623758584
1.4,0.4,95,0.6066999999999884,0.0010012619227875198
1.4,0.4,96,0.619499999999987,0.002117408404930902
1.4,0.4,97,0.6377999999999849,0.0027652929318901873
1.4,0.4,98,0.6611999999999933,0.004214142365468457
1.4,0.4,99,0.6929999999999898,0.004077263970405247
1.4,0.45,90,0.5886999999999903,6.156593505908127e-05
1.4,0.45,91,0.5870999999999905,0.0010687130621554284
1.4,0.45,92,0.5902999999999902,0.001906127079403311
1.4,0.45,93,0.5943999999999897,0.002184137029800934
1.4,0.45,94,0.6016999999999889,0.0024527449659454714
1.4,0.45,95,0.6121999999999878,9.730986530160523e-05
1.4,0.45,96,0.6264999999999862,0.0020656662972335827
1.4,0.45,97,0.646199999999984,0.0024552719625924417
1.4,0.45,98,0.6683999999999926,0.002259540426251572
1.4,0.45,99,0.6960999999999895,0.004318554608170181
1.4,0.5,90,0.5869999999999905,0.0004355218567156175
1.4,0.5,91,0.5889999999999903,0.0006464093381781389
1.4,0.5,92,0.5927999999999899,0.0001877665784614566
1.4,0.5,93,0.5993999999999892,0.0010068282016177778
1.4,0.5,94,0.6066999999999884,0.0024435988472510093
1.4,0.5,95,0.619199999999987,0.0019214385537206723
1.4,0.5,96,0.6335999999999854,0.0035668675072813585
1.4,0.5,97,0.6517999999999944,0.002055461443960531
1.4,0.5,98,0.673499999999992,0.0030912321830763607
1.4,0.5,99,0.6990999999999892,0.002431160898025435
1.4,0.55,90,0.5878999999999904,0.0016368751044394275
1.4,0.55,91,0.5907999999999901,0.002004367021144225
1.4,0.55,92,0.5976999999999894,0.0011809531838702827
1.4,0.55,93,0.6034999999999887,0.0015533674844738718
1.4,0.55,94,0.6124999999999877,0.002522289665948872
1.4,0.55,95,0.6250999999999863,0.0008281206761499155
1.4,0.55,96,0.6411999999999846,0.0029744066675715594
1.4,0.55,97,0.6573999999999938,0.0009485086692877716
1.4,0.55,98,0.6770999999999916,0.001754032260551561
1.4,0.55,99,0.7014999999999889,0.0051089660333780125
1.4,0.6,90,0.5890999999999903,0.0015446931609700673
1.4,0.6,91,0.5966999999999895,0.0005387489476499936
1.4,0.6,92,0.600999999999989,0.0005677784970237635
1.4,0.6,93,0.6070999999999883,0.001176796420325424
1.4,0.6,94,0.618799999999987,0.0028755116104328764
1.4,0.6,95,0.6315999999999856,0.002539771324651431
1.4,0.6,96,0.646099999999984,0.0007929328397451512
1.4,0.6,97,0.6610999999999934,0.0003756336486685598
1.4,0.6,98,0.6807999999999912,0.004137284920101874
1.4,0.6,99,0.7041999999999886,0.0007414905465187892
1.5,0.2,90,0.5888999999999903,0.0003241321751957924
1.5,0.2,91,0.5868999999999905,0.00042342522479885884
1.5,0.2,92,0.5896999999999902,5.3533885250628164e-05
1.5,0.2,93,0.5876999999999905,0.0005412244676890778
1.5,0.2,94,0.5875999999999905,0.0004841464350848297
1.5,0.2,95,0.5891999999999903,0.001190014640947031
1.5,0.2,96,0.5906999999999901,0.0017363957763461841
1.5,0.2,97,0.6016999999999889,0.0018100162128083987
1.5,0.2,98,0.6227999999999866,0.0028595548791031876
1.5,0.2,99,0.6657999999999928,0.0035847931189777276
1.5,0.25,90,0.5907999999999901,0.00032814220294656403
1.5,0.25,91,0.5890999999999903,0.0003464059620949207
1.5,0.25,92,0.5893999999999903,0.00011256056564652587
1.5,0.25,93,0.5898999999999902,0.0006197627360904896
1.5,0.25,94,0.5898999999999902,0.0009258383716423768
1.5,0.25,95,0.5903999999999902,0.0019414737197642588
1.5,0.25,96,0.5972999999999894,0.002113006977887444
1.5,0.25,97,0.6108999999999879,0.0016270736692288402
1.5,0.25,98,0.6363999999999851,0.0007356304266893202
1.5,0.25,99,0.6758999999999917,0.004003136418674834
1.5,0.3,90,0.5900999999999902,0.0006025981624062782
1.5,0.3,91,0.5882999999999904,0.0008293751397366257
1.5,0.3,92,0.5870999999999905,0.0003182872495211324
1.5,0.3,93,0.5892999999999903,0.000705958162254632
1.5,0.3,94,0.5887999999999903,0.0003570812315063304
1.5,0.3,95,0.5940999999999897,0.0004669719245997585
1.5,0.3,96,0.6054999999999885,0.0013968388212830054
1.5,0.3,97,0.6218999999999867,0.002735797959488918
1.5,0.3,98,0.6479999999999838,0.000438152038421616
1.5,0.3,99,0.682499999999991,0.004899123492049209
1.5,0.35,90,0.5892999999999903,0.0013434009597549303
1.5,0.35,91,0.5891999999999903,0.00029937585702268703
1.5,0.35,92,0.5899999999999902,0.0016845178985849378
1.5,0.35,93,0.5881999999999904,1.3225695475154686e-05
1.5,0.35,94,0.59189999999999,0.0015850139780923843
1.5,0.35,95,0.601299999999989,0.0026624620512345604
1.5,0.35,96,0.6133999999999876,0.0011163129446715046
1.5,0.35,97,0.6319999999999856,0.0028982438688889096
1.5,0.35,98,0.6569999999999938,0.0003353012821603911
1.5,0.35,99,0.6885999999999903,0.0008680780762620184
1.5,0.4,90,0.5891999999999903,0.0006551652388745355
1.5,0.4,91,0.5890999999999903,0.0007937706545098392
1.5,0.4,92,0.5877999999999904,0.0005932235543160558
1.5,0.4,93,0.5905999999999901,0.0011312666468186784
1.5,0.4,94,0.5986999999999892,0.0008323423175281624
1.5,0.4,95,0.6078999999999882,0.0021319209083241293
1.5,0.4,96,0.6213999999999867,0.0007494141230893218
1.5,0.4,97,0.6401999999999847,0.0010484717821776218
1.5,0.4,98,0.6628999999999932,0.0035409049899116658
1.5,0.4,99,0.6937999999999898,0.001664193577103588
1.5,0.45,90,0.5866999999999906,0.0004902266347374128
1.5,0.45,91,0.5872999999999905,0.00035529370795880406
1.5,0.45,92,0.5908999999999901,0.000911241267676672
1.5,0.45,93,0.5960999999999895,1.648929047281112e-05
1.5,0.45,94,0.6045999999999886,0.0022628651801889026
1.5,0.45,95,0.6141999999999875,0.0002493621714461656
1.5,0.45,96,0.6292999999999859,0.0026663902941075923
1.5,0.45,97,0.6479999999999838,0.0007605309081351196
1.5,0.45,98,0.6696999999999924,0.0023037308531250827
1.5,0.45,99,0.6974999999999894,0.0005723988840123576
1.5,0.5,90,0.5874999999999905,0.0018952073028606269
1.5,0.5,91,0.5884999999999904,0.0011991380510813182
1.5,0.5,92,0.5946999999999897,0.0010349653045449345
1.5,0.5,93,0.6015999999999889,0.0005169681571585215
1.5,0.5,94,0.6085999999999882,0.0025412853903578245
1.5,0.5,95,0.6206999999999868,0.0033387718505536457
1.5,0.5,96,0.6365999999999851,0.0016847808530113318
1.5,0.5,97,0.6532999999999942,0.0023509553533733745
1.5,0.5,98,0.6745999999999919,0.0007880821712895129
1.5,0.5,99,0.6999999999999891,0.0031615637727116356
1.5,0.55,90,0.5889999999999903,0.0010811768447741448
1.5,0.55,91,0.5925999999999899,0.0013808291357334077
1.5,0.55,92,0.5996999999999891,0.001827189781832702
1.5,0.55,93,0.6054999999999885,0.0014861166378539335
1.5,0.55,94,0.6151999999999874,0.0008655278796145582
1.5,0.55,95,0.627899999999986,0.0018907985613200152
1.5,0.55,96,0.6433999999999843,0.0035897061834938866
1.5,0.55,97,0.6590999999999936,0.003049490761511445
1.5,0.55,98,0.6788999999999914,0.0022533078063847515
1.5,0.55,99,0.7020999999999888,0.0003278691292608324
1.5,0.6,90,0.59179999999999,0.0008655428669981223
1.5,0.6,91,0.5970999999999894,0.0019715972987516405
1.5,0.6,92,0.6014999999999889,0.002229846348785578
1.5,0.6,93,0.610399999999988,0.0005534703814773456
1.5,0.6,94,0.6208999999999868,0.0012615531953829027
1.5,0.6,95,0.6348999999999853,0.0005170778692975189
1.5,0.6,96,0.6476999999999838,0.0038998195678719362
1.5,0.6,97,0.663899999999993,0.0035397163648993486
1.5,0.6,98,0.6830999999999909,0.00211550618254117
1.5,0.6,99,0.7050999999999885,0.0016775438754236378
1.6,0.2,90,0.5869999999999905,0.00033364377642489373
1.6,0.2,91,0.5876999999999905,0.0005896659368689234
1.6,0.2,92,0.5896999999999902,5.9204974552963764e-05
1.6,0.2,93,0.5870999999999905,0.0007037954249292401
1.6,0.2,94,0.5879999999999904,0.0006785364590829365
1.6,0.2,95,0.5897999999999902,3.705334237228221e-05
1.6,0.2,96,0.5904999999999901,0.0013384190406371783
1.6,0.2,97,0.6028999999999888,5.560264813069786e-05
1.6,0.2,98,0.6245999999999864,0.0032760996579742734
1.6,0.2,99,0.6668999999999927,0.0018744861628555171
1.6,0.25,90,0.5907999999999901,0.0004726782818716205
1.6,0.25,91,0.5887999999999903,0.00010219034158759188
1.6,0.25,92,0.5893999999999903,0.0007671335418049965
1.6,0.25,93,0.5909999999999901,0.0008030589891577266
1.6,0.25,94,0.5888999999999903,0.0006606762951910444
1.6,0.25,95,0.5904999999999901,0.001291339769256583
1.6,0.25,96,0.5993999999999892,0.0010250308281015332
1.6,0.25,97,0.6130999999999877,0.0027375842639002414
1.6,0.25,98,0.6383999999999849,0.0018306252294497949
1.6,0.25,99,0.6772999999999916,0.0031122875652163807
1.6,0.3,90,0.5903999999999902,0.0004509110272671948
1.6,0.3,91,0.5900999999999902,0.0006249036850563118
1.6,0.3,92,0.5889999999999903,0.0003287819326779585
1.6,0.3,93,0.5899999999999902,0.0013572025439318675
1.6,0.3,94,0.5893999999999903,0.0015211257090623235
1.6,0.3,95,0.5961999999999895,0.00046751226200940333
1.6,0.3,96,0.6071999999999883,0.0009785849842007639
1.6,0.3,97,0.6236999999999865,0.0028833669112981546
1.6,0.3,98,0.6499999999999946,0.0030234943810085817
1.6,0.3,99,0.6837999999999909,0.001992340011715009
1.6,0.35,90,0.5890999999999903,0.0004706692608109801
1.6,0.35,91,0.5892999999999903,0.0012864553389510158
1.6,0.35,92,0.5898999999999902,0.0017893909322364643
1.6,0.35,93,0.5890999999999903,0.001797704756420583
1.6,0.35,94,0.5929999999999899,0.0019028716306595255
1.6,0.35,95,0.6029999999999888,0.0021927638610735314
1.6,0.35,96,0.6157999999999874,0.0006725112940240232
1.6,0.35,97,0.6342999999999853,0.0013851302456030382
1.6,0.35,98,0.6586999999999936,0.0005735418825657993
1.6,0.35,99,0.6895999999999902,0.0002795181939899617
1.6,0.4,90,0.5886999999999903,0.0007318820906190656
1.6,0.4,91,0.5875999999999905,0.0007877591777828486
1.6,0.4,92,0.5885999999999904,0.0015010290979473938
1.6,0.4,93,0.59229999999999,0.0020770454973509426
1.6,0.4,94,0.6002999999999891,0.00010671025885566404
1.6,0.4,95,0.610399999999988,0.002309797695938343
1.6,0.4,96,0.6236999999999865,0.000497925976920036
1.6,0.4,97,0.6423999999999844,0.003031225210159673
1.6,0.4,98,0.664699999999993,0.0015611859896609217
1.6,0.4,99,0.6947999999999896,0.0023996024620063384
1.6,0.45,90,0.5859999999999906,0.0003392020348256634
1.6,0.45,91,0.5885999999999904,0.00043519571200380117
1.6,0.45,92,0.59169999999999,0.0005690410875324707
1.6,0.45,93,0.5975999999999894,0.000460901484609066
1.6,0.45,94,0.6045999999999886,0.0027025313000878627
1.6,0.45,95,0.6166999999999873,0.00018879832724999707
1.6,0.45,96,0.6313999999999856,0.00031044720864185205
1.6,0.45,97,0.6495999999999946,0.0023439951943936086
1.6,0.45,98,0.6711999999999922,0.002179167580020187
1.6,0.45,99,0.6983999999999893,0.00013353158081000973
1.6,0.5,90,0.5883999999999904,0.0008749627199178648
1.6,0.5,91,0.5897999999999902,0.00018949070856573444
1.6,0.5,92,0.5951999999999896,0.00013973949369903114
1.6,0.5,93,0.6036999999999887,0.0015971418364404365
1.6,0.5,94,0.6109999999999879,0.0026634718834403796
1.6,0.5,95,0.6229999999999866,0.0012329408167578001
1.6,0.5,96,0.6396999999999847,0.002232990619078447
1.6,0.5,97,0.655699999999994,0.003608709796959024
1.6,0.5,98,0.6757999999999917,0.001848901986540675
1.6,0.5,99,0.7014999999999889,0.0027934527470598425
1.6,0.55,90,0.5900999999999902,0.00031302790266645846
1.6,0.55,91,0.5950999999999896,0.002391618220442429
1.6,0.55,92,0.600399999999989,0.00202812694069735
1.6,0.55,93,0.6068999999999883,0.00037785624696403005
1.6,0.55,94,0.6168999999999872,8.573344241121738e-05
1.6,0.55,95,0.6297999999999858,0.0028060448318937073
1.6,0.55,96,0.6454999999999841,0.0002275865261651135
1.6,0.55,97,0.6609999999999934,0.004313763654241588
1.6,0.55,98,0.6804999999999912,0.0015800479659351051
1.6,0.55,99,0.7033999999999887,0.0037942919636883257
1.6,0.6,90,0.5935999999999898,0.00039733680638902655
1.6,0.6,91,0.5981999999999893,0.0025758795935321922
1.6,0.6,92,0.6025999999999888,0.0006738438418391841
1.6,0.6,93,0.6132999999999876,1.6983926991730986e-05
1.6,0.6,94,0.6232999999999865,0.00012420816062160383
1.6,0.6,95,0.637499999999985,0.0035459456451652953
1.6,0.6,96,0.6495999999999946,0.00032031614763940007
1.6,0.6,97,0.6651999999999929,0.0028462727898526316
1.6,0.6,98,0.6847999999999907,0.0009010331213830373
1.6,0.6,99,0.7058999999999884,0.005055815614719229
1.7,0.2,90,0.5864999999999906,0.0001943180463605465
1.7,0.2,91,0.5865999999999906,0.00030976362736756145
1.7,0.2,92,0.5896999999999902,0.0007364447699850568
1.7,0.2,93,0.5874999999999905,0.00045507740553149865
1.7,0.2,94,0.5874999999999905,0.0011017717562270643
1.7,0.2,95,0.5901999999999902,0.0009606383462826286
1.7,0.2,96,0.5910999999999901,0.0016984853868104838
1.7,0.2,97,0.6047999999999886,0.0007568110092100023
1.7,0.2,98,0.6267999999999861,0.0031914064313834567
1.7,0.2,99,0.6686999999999925,0.00310346219572755
1.7,0.25,90,0.5887999999999903,0.0005851855896050021
1.7,0.25,91,0.5875999999999905,0.0003119892303193698
1.7,0.25,92,0.5887999999999903,4.404278605614331e-05
1.7,0.25,93,0.5909999999999901,0.0009161843918241854
1.7,0.25,94,0.5897999999999902,0.0014094510805727372
1.7,0.25,95,0.5905999999999901,0.0009651507883935467
1.7,0.25,96,0.600599999999989,0.0005585264527493907
1.7,0.25,97,0.6148999999999875,0.002762313116041605
1.7,0.25,98,0.6404999999999846,0.0025691137170348074
1.7,0.25,99,0.6788999999999914,0.0005587366190703884
1.7,0.3,90,0.5906999999999901,0.0009683155873845698
1.7,0.3,91,0.5895999999999902,0.00016331505571396483
1.7,0.3,92,0.5891999999999903,4.9625070364898966e-05
1.7,0.3,93,0.5894999999999903,0.0008685175735137597
1.7,0.3,94,0.5896999999999902,0.0018865527896227247
1.7,0.3,95,0.5974999999999894,0.0010819873810217432
1.7,0.3,96,0.6086999999999881,0.0022149170786436617
1.7,0.3,97,0.6252999999999863,0.002648526977417618
1.7,0.3,98,0.6519999999999944,0.003506392926209509
1.7,0.3,99,0.6851999999999907,0.002615667545679673
1.7,0.35,90,0.5885999999999904,0.0007702391961553397
1.7,0.35,91,0.5887999999999903,0.0004693981508619629
1.7,0.35,92,0.5887999999999903,0.0012950854099718085
1.7,0.35,93,0.5901999999999902,0.0016218805764503861
1.7,0.35,94,0.5942999999999897,0.0019438996512416372
1.7,0.35,95,0.6041999999999886,0.0010692735720117192
1.7,0.35,96,0.6167999999999872,0.0006362395988396697
1.7,0.35,97,0.6359999999999851,0.0010761529066688705
1.7,0.35,98,0.6603999999999934,0.004220168422151144
1.7,0.35,99,0.6909999999999901,0.0035699082629127464
1.7,0.4,90,0.5895999999999902,0.000657334172346436
1.7,0.4,91,0.5870999999999905,0.0011870331759088356
1.7,0.4,92,0.5898999999999902,0.0010501314598693012
1.7,0.4,93,0.5933999999999898,0.0007931729893114033
1.7,0.4,94,0.6013999999999889,0.0023075622045124924
1.7,0.4,95,0.6112999999999879,0.0013875412299367298
1.7,0.4,96,0.6252999999999863,0.0014737120711000463
1.7,0.4,97,0.6448999999999842,0.002280418209276519
1.7,0.4,98,0.6660999999999928,0.0037681451923691003
1.7,0.4,99,0.6958999999999895,0.002229486219633514
1.7,0.45,90,0.5873999999999905,0.0005976672044134707
1.7,0.45,91,0.5894999999999903,0.000635890341988775
1.7,0.45,92,0.59199999999999,0.002340966395971067
1.7,0.45,93,0.5990999999999892,0.0012044066554429916
1.7,0.45,94,0.6067999999999883,0.0024201660072030737
1.7,0.45,95,0.6183999999999871,0.0012330375048402158
1.7,0.45,96,0.6329999999999855,0.001595412285677281
1.7,0.45,97,0.6517999999999944,0.0037976729081557648
1.7,0.45,98,0.6728999999999921,0.003889842375052368
1.7,0.45,99,0.6990999999999892,0.003482798409259613
1.7,0.5,90,0.5879999999999904,0.0003899267413251023
1.7,0.5,91,0.5903999999999902,0.0004073188581995201
1.7,0.5,92,0.5965999999999895,0.0009081234927782414
1.7,0.5,93,0.6040999999999886,0.0005900477822060365
1.7,0.5,94,0.6131999999999876,0.0010506121872188299
1.7,0.5,95,0.6244999999999864,0.0022700084891031777
1.7,0.5,96,0.6409999999999846,0.00036750936738272344
1.7,0.5,97,0.6573999999999938,0.0032888969869544786
1.7,0.5,98,0.6769999999999916,0.001790420317985686
1.7,0.5,99,0.7024999999999888,0.0011997988614802504
1.7,0.55,90,0.5899999999999902,0.0013763432946626594
1.7,0.55,91,0.5964999999999895,0.0021930800360035934
1.7,0.55,92,0.6015999999999889,0.001448521736995873
1.7,0.55,93,0.6084999999999882,0.0015399195291624032
1.7,0.55,94,0.619299999999987,0.002135153597291137
1.7,0.55,95,0.6319999999999856,0.0035115211844578024
1.7,0.55,96,0.6467999999999839,0.002748576809348131
1.7,0.55,97,0.6624999999999932,0.0034221187801070758
1.7,0.55,98,0.6818999999999911,0.004600654813787462
1.7,0.55,99,0.7040999999999886,0.004570693998857884
1.7,0.6,90,0.5958999999999895,0.000277249807103336
1.7,0.6,91,0.5985999999999893,0.001037749141687222
1.7,0.6,92,0.6039999999999887,0.0022094116451364487
1.7,0.6,93,0.6144999999999875,0.00011900857503301514
1.7,0.6,94,0.6261999999999862,0.0029180098881136218
1.7,0.6,95,0.6395999999999847,0.00134477925655684
1.7,0.6,96,0.6511999999999944,0.0040920905303406235
1.7,0.6,97,0.6666999999999927,0.0011157895542034722
1.7,0.6,98,0.6855999999999907,0.0008624538001971234
1.7,0.6,99,0.7070999999999883,0.003312762228725453
1.8,0.2,90,0.5870999999999905,0.0001645359232808225
1.8,0.2,91,0.5880999999999904,0.0004078532535629246
1.8,0.2,92,0.5888999999999903,0.000789695249452882
1.8,0.2,93,0.5860999999999906,5.789064650646324e-05
1.8,0.2,94,0.5870999999999905,0.00013983841835179362
1.8,0.2,95,0.5898999999999902,0.00011788589470294861
1.8,0.2,96,0.59199999999999,0.0010224247943012455
1.8,0.2,97,0.6060999999999884,0.0016979090248225972
1.8,0.2,98,0.6286999999999859,0.0024422346296655755
1.8,0.2,99,0.6702999999999923,0.001423735874175113
1.8,0.25,90,0.5888999999999903,0.0008070068872239022
1.8,0.25,91,0.5870999999999905,0.0001226190588404702
1.8,0.25,92,0.5886999999999903,0.001114716182821834
1.8,0.25,93,0.5895999999999902,0.0009005393326657568
1.8,0.25,94,0.5903999999999902,0.0012346701666500518
1.8,0.25,95,0.59149999999999,0.00040823601389579334
1.8,0.25,96,0.6018999999999889,0.0006568476400133778
1.8,0.25,97,0.6167999999999872,0.0002667197292508084
1.8,0.25,98,0.6424999999999844,0.001352059411359637
1.8,0.25,99,0.6801999999999913,0.003638320058998667
1.8,0.3,90,0.5902999999999902,0.000399208992227971
1.8,0.3,91,0.5901999999999902,0.000159522038615587
1.8,0.3,92,0.5887999999999903,0.0006592951495403634
1.8,0.3,93,0.5896999999999902,0.0014681668007270735
1.8,0.3,94,0.5911999999999901,0.0005188575579431932
1.8,0.3,95,0.5990999999999892,0.0022531772738708196
1.8,0.3,96,0.609999999999988,0.0009747613333354304
1.8,0.3,97,0.6270999999999861,0.002370456837204041
1.8,0.3,98,0.6532999999999942,0.0027851242603432426
1.8,0.3,99,0.6869999999999905,0.004297126335810092
1.8,0.35,90,0.5896999999999902,0.0006009266158128951
1.8,0.35,91,0.5892999999999903,0.00092709622881243
1.8,0.35,92,0.5876999999999905,0.00021324063598743818
1.8,0.35,93,0.59169999999999,0.0014661964589572126
1.8,0.35,94,0.5964999999999895,0.0014533152172408138
1.8,0.35,95,0.6058999999999884,0.0008097183022904612
1.8,0.35,96,0.6181999999999871,0.0013425997051850732
1.8,0.35,97,0.6378999999999849,0.0026729198302328145
1.8,0.35,98,0.6618999999999933,0.0011108093842899923
1.8,0.35,99,0.6921999999999899,0.00023289458106874852
1.8,0.4,90,0.5909999999999901,0.0014088717958370082
1.8,0.4,91,0.5875999999999905,0.0018677498510123037
1.8,0.4,92,0.5903999999999902,0.0020678777265937726
1.8,0.4,93,0.5953999999999896,0.0021953217340163252
1.8,0.4,94,0.6020999999999889,6.356027486531465e-05
1.8,0.4,95,0.6126999999999877,0.00021579175008858522
1.8,0.4,96,0.6271999999999861,0.002124919680696597
1.8,0.4,97,0.6471999999999839,0.00015282155303970025
1.8,0.4,98,0.6676999999999926,0.0006222636808107842
1.8,0.4,99,0.6969999999999894,0.0016078594300706192
1.8,0.45,90,0.5877999999999904,0.0013359208265100774
1.8,0.45,91,0.5896999999999902,0.0004507966033659293
1.8,0.45,92,0.5932999999999898,0.0012590910645169091
1.8,0.45,93,0.600399999999989,5.3035262767329085e-05
1.8,0.45,94,0.6084999999999882,6.01322569051406e-05
1.8,0.45,95,0.6201999999999869,0.0009477301591300043
1.8,0.45,96,0.6348999999999853,0.0007145545899339768
1.8,0.45,97,0.6533999999999942,0.0015355266969836554
1.8,0.45,98,0.6744999999999919,0.0017436141173034912
1.8,0.45,99,0.6998999999999891,0.0004477260058784993
1.8,0.5,90,0.5883999999999904,0.0014627992300786372
1.8,0.5,91,0.5925999999999899,0.0006512413905576906
1.8,0.5,92,0.5982999999999893,0.0024578876554788467
1.8,0.5,93,0.6050999999999885,0.0004955306249985777
1.8,0.5,94,0.6152999999999874,0.0030557796214330394
1.8,0.5,95,0.6273999999999861,0.0007451748381817828
1.8,0.5,96,0.6430999999999844,0.0005332668683239191
1.8,0.5,97,0.6592999999999936,0.002055631602371656
1.8,0.5,98,0.6784999999999914,0.0037656885268494895
1.8,0.5,99,0.7031999999999887,0.0010794692294954957
1.8,0.55,90,0.5902999999999902,0.0002387196195849744
1.8,0.55,91,0.5984999999999893,0.0004216709580287134
1.8,0.55,92,0.6025999999999888,0.002487299867179935
