S0,K,r,m,T,H,sigma,trading_days,price_mc
100,100,0.1,50,1.7,92,0.25,250,14.513
100,100,0.1,50,1.7,92,0.3,250,14.47
100,100,0.1,50,1.7,92,0.35,250,14.538
100,100,0.1,50,1.7,92,0.39999999999999997,250,14.697
100,100,0.1,50,1.7,92,0.44999999999999996,250,14.924
100,100,0.1,50,1.7,92,0.49999999999999994,250,15.218
100,100,0.1,50,1.7,92,0.5499999999999999,250,15.555
100,100,0.1,50,1.7,92,0.5999999999999999,250,15.901
100,100,0.1,50,1.8,92,0.2,250,15.193
100,100,0.1,50,1.8,92,0.25,250,14.924
100,100,0.1,50,1.8,92,0.3,250,14.839
100,100,0.1,50,1.8,92,0.35,250,14.877
100,100,0.1,50,1.8,92,0.39999999999999997,250,15.03
100,100,0.1,50,1.8,92,0.44999999999999996,250,15.254
100,100,0.1,50,1.8,92,0.49999999999999994,250,15.549
100,100,0.1,50,1.8,92,0.5499999999999999,250,15.881
100,100,0.1,50,1.8,92,0.5999999999999999,250,16.244
100,100,0.1,50,1.9,92,0.2,250,15.661
100,100,0.1,50,1.9,92,0.25,250,15.326
100,100,0.1,50,1.9,92,0.3,250,15.203
100,100,0.1,50,1.9,92,0.35,250,15.218
100,100,0.1,50,1.9,92,0.39999999999999997,250,15.346
100,100,0.1,50,1.9,92,0.44999999999999996,250,15.577
100,100,0.1,50,1.9,92,0.49999999999999994,250,15.875
100,100,0.1,50,1.9,92,0.5499999999999999,250,16.205
100,100,0.1,50,1.9,92,0.5999999999999999,250,16.581
100,100,0.1,50,2.0,92,0.2,250,16.119
100,100,0.1,50,2.0,92,0.25,250,15.722
100,100,0.1,50,2.0,92,0.3,250,15.557
100,100,0.1,50,2.0,92,0.35,250,15.542
100,100,0.1,50,2.0,92,0.39999999999999997,250,15.664
100,100,0.1,50,2.0,92,0.44999999999999996,250,15.893
100,100,0.1,50,2.0,92,0.49999999999999994,250,16.191
100,100,0.1,50,2.0,92,0.5499999999999999,250,16.504
100,100,0.1,50,2.0,92,0.5999999999999999,250,16.9
100,100,0.1,50,2.1,92,0.2,250,16.565
100,100,0.1,50,2.1,92,0.25,250,16.109
100,100,0.1,50,2.1,92,0.3,250,15.905
100,100,0.1,50,2.1,92,0.35,250,15.865
100,100,0.1,50,2.1,92,0.39999999999999997,250,15.979
100,100,0.1,50,2.1,92,0.44999999999999996,250,16.196
100,100,0.1,50,2.1,92,0.49999999999999994,250,16.493
100,100,0.1,50,2.1,92,0.5499999999999999,250,16.816
100,100,0.1,50,2.1,92,0.5999999999999999,250,17.214
100,100,0.1,50,2.2,92,0.2,250,17.004
100,100,0.1,50,2.2,92,0.25,250,16.489
100,100,0.1,50,2.2,92,0.3,250,16.244
100,100,0.1,50,2.2,92,0.35,250,16.182
100,100,0.1,50,2.2,92,0.39999999999999997,250,16.281
100,100,0.1,50,2.2,92,0.44999999999999996,250,16.491
100,100,0.1,50,2.2,92,0.49999999999999994,250,16.782
100,100,0.1,50,2.2,92,0.5499999999999999,250,17.107
100,100,0.1,50,2.2,92,0.5999999999999999,250,17.512
100,100,0.1,50,2.3,92,0.2,250,17.442
100,100,0.1,50,2.3,92,0.25,250,16.86
100,100,0.1,50,2.3,92,0.3,250,16.568
100,100,0.1,50,2.3,92,0.35,250,16.492
100,100,0.1,50,2.3,92,0.39999999999999997,250,16.581
100,100,0.1,50,2.3,92,0.44999999999999996,250,16.796
100,100,0.1,50,2.3,92,0.49999999999999994,250,17.061
100,100,0.1,50,2.3,92,0.5499999999999999,250,17.398
100,100,0.1,50,2.3,92,0.5999999999999999,250,17.81
100,100,0.1,50,2.4,92,0.2,250,17.865
100,100,0.1,50,2.4,92,0.25,250,17.222
100,100,0.1,50,2.4,92,0.3,250,16.898
100,100,0.1,50,2.4,92,0.35,250,16.801
100,100,0.1,50,2.4,92,0.39999999999999997,250,16.879
100,100,0.1,50,2.4,92,0.44999999999999996,250,17.074
100,100,0.1,50,2.4,92,0.49999999999999994,250,17.349
100,100,0.1,50,2.4,92,0.5499999999999999,250,17.694
100,100,0.1,50,2.4,92,0.5999999999999999,250,18.1
100,100,0.1,50,2.5,92,0.2,250,18.283
100,100,0.1,50,2.5,92,0.25,250,17.578
100,100,0.1,50,2.5,92,0.3,250,17.215
100,100,0.1,50,2.5,92,0.35,250,17.107
100,100,0.1,50,2.5,92,0.39999999999999997,250,17.168
100,100,0.1,50,2.5,92,0.44999999999999996,250,17.349
100,100,0.1,50,2.5,92,0.49999999999999994,250,17.625
100,100,0.1,50,2.5,92,0.5499999999999999,250,17.973
100,100,0.1,50,2.5,92,0.5999999999999999,250,18.383
100,100,0.1,50,2.6,92,0.2,250,18.698
100,100,0.1,50,2.6,92,0.25,250,17.929
100,100,0.1,50,2.6,92,0.3,250,17.523
100,100,0.1,50,2.6,92,0.35,250,17.396
100,100,0.1,50,2.6,92,0.39999999999999997,250,17.448
100,100,0.1,50,2.6,92,0.44999999999999996,250,17.635
100,100,0.1,50,2.6,92,0.49999999999999994,250,17.907
100,100,0.1,50,2.6,92,0.5499999999999999,250,18.257
100,100,0.1,50,2.6,92,0.5999999999999999,250,18.657
100,100,0.1,50,2.7,92,0.2,250,19.102
100,100,0.1,50,2.7,92,0.25,250,18.274
100,100,0.1,50,2.7,92,0.3,250,17.829
100,100,0.1,50,2.7,92,0.35,250,17.684
100,100,0.1,50,2.7,92,0.39999999999999997,250,17.723
100,100,0.1,50,2.7,92,0.44999999999999996,250,17.91
100,100,0.1,50,2.7,92,0.49999999999999994,250,18.169
100,100,0.1,50,2.7,92,0.5499999999999999,250,18.528
100,100,0.1,50,2.7,92,0.5999999999999999,250,18.937
100,100,0.1,50,2.8,92,0.2,250,19.503
100,100,0.1,50,2.8,92,0.25,250,18.614
100,100,0.1,50,2.8,92,0.3,250,18.136
100,100,0.1,50,2.8,92,0.35,250,17.961
100,100,0.1,50,2.8,92,0.39999999999999997,250,17.992
100,100,0.1,50,2.8,92,0.44999999999999996,250,18.166
100,100,0.1,50,2.8,92,0.49999999999999994,250,18.43
100,100,0.1,50,2.8,92,0.5499999999999999,250,18.794
100,100,0.1,50,2.8,92,0.5999999999999999,250,19.206
100,100,0.1,50,2.9,92,0.2,250,19.897
100,100,0.1,50,2.9,92,0.25,250,18.952
100,100,0.1,50,2.9,92,0.3,250,18.433
100,100,0.1,50,2.9,92,0.35,250,18.233
100,100,0.1,50,2.9,92,0.39999999999999997,250,18.259
100,100,0.1,50,2.9,92,0.44999999999999996,250,18.42
100,100,0.1,50,2.9,92,0.49999999999999994,250,18.692
100,100,0.1,50,2.9,92,0.5499999999999999,250,19.054
100,100,0.1,50,2.9,92,0.5999999999999999,250,19.472
100,100,0.1,50,3.0,92,0.2,250,20.287
100,100,0.1,50,3.0,92,0.25,250,19.28
100,100,0.1,50,3.0,92,0.3,250,18.726
100,100,0.1,50,3.0,92,0.35,250,18.51
100,100,0.1,50,3.0,92,0.39999999999999997,250,18.532
100,100,0.1,50,3.0,92,0.44999999999999996,250,18.68
100,100,0.1,50,3.0,92,0.49999999999999994,250,18.952
100,100,0.1,50,3.0,92,0.5499999999999999,250,19.309
100,100,0.1,50,3.0,92,0.5999999999999999,250,19.748
100,100,0.1,50,3.1,92,0.2,250,20.676
100,100,0.1,50,3.1,92,0.25,250,19.605
100,100,0.1,50,3.1,92,0.3,250,19.013
100,100,0.1,50,3.1,92,0.35,250,18.781
100,100,0.1,50,3.1,92,0.39999999999999997,250,18.789
100,100,0.1,50,3.1,92,0.44999999999999996,250,18.934
100,100,0.1,50,3.1,92,0.49999999999999994,250,19.213
100,100,0.1,50,3.1,92,0.5499999999999999,250,19.559
100,100,0.1,50,3.1,92,0.5999999999999999,250,20.006
100,100,0.1,50,3.2,92,0.2,250,21.058
100,100,0.1,50,3.2,92,0.25,250,19.924
100,100,0.1,50,3.2,92,0.3,250,19.301
100,100,0.1,50,3.2,92,0.35,250,19.055
100,100,0.1,50,3.2,92,0.39999999999999997,250,19.038
100,100,0.1,50,3.2,92,0.44999999999999996,250,19.182
100,100,0.1,50,3.2,92,0.49999999999999994,250,19.458
100,100,0.1,50,3.2,92,0.5499999999999999,250,19.807
100,100,0.1,50,3.2,92,0.5999999999999999,250,20.244
100,100,0.1,50,3.3,92,0.2,250,21.438
100,100,0.1,50,3.3,92,0.25,250,20.242
100,100,0.1,50,3.3,92,0.3,250,19.583
100,100,0.1,50,3.3,92,0.35,250,19.32
100,100,0.1,50,3.3,92,0.39999999999999997,250,19.288
100,100,0.1,50,3.3,92,0.44999999999999996,250,19.43
100,100,0.1,50,3.3,92,0.49999999999999994,250,19.699
100,100,0.1,50,3.3,92,0.5499999999999999,250,20.048
100,100,0.1,50,3.3,92,0.5999999999999999,250,20.491
100,100,0.1,50,3.4,92,0.2,250,21.809
100,100,0.1,50,3.4,92,0.25,250,20.556
100,100,0.1,50,3.4,92,0.3,250,19.869
100,100,0.1,50,3.4,92,0.35,250,19.585
100,100,0.1,50,3.4,92,0.39999999999999997,250,19.536
100,100,0.1,50,3.4,92,0.44999999999999996,250,19.67
100,100,0.1,50,3.4,92,0.49999999999999994,250,19.939
100,100,0.1,50,3.4,92,0.5499999999999999,250,20.298
100,100,0.1,50,3.4,92,0.5999999999999999,250,20.733
100,100,0.1,50,3.5,92,0.2,250,22.177
100,100,0.1,50,3.5,92,0.25,250,20.869
100,100,0.1,50,3.5,92,0.3,250,20.148
100,100,0.1,50,3.5,92,0.35,250,19.837
100,100,0.1,50,3.5,92,0.39999999999999997,250,19.784
100,100,0.1,50,3.5,92,0.44999999999999996,250,19.907
100,100,0.1,50,3.5,92,0.49999999999999994,250,20.177
100,100,0.1,50,3.5,92,0.5499999999999999,250,20.532
100,100,0.1,50,3.5,92,0.5999999999999999,250,20.983
100,100,0.1,50,3.6,92,0.2,250,22.542
100,100,0.1,50,3.6,92,0.25,250,21.179
100,100,0.1,50,3.6,92,0.3,250,20.425
100,100,0.1,50,3.6,92,0.35,250,20.089
100,100,0.1,50,3.6,92,0.39999999999999997,250,20.028
100,100,0.1,50,3.6,92,0.44999999999999996,250,20.148
100,100,0.1,50,3.6,92,0.49999999999999994,250,20.401
100,100,0.1,50,3.6,92,0.5499999999999999,250,20.774
100,100,0.1,50,3.6,92,0.5999999999999999,250,21.218
100,100,0.1,50,3.7,92,0.2,250,22.906
100,100,0.1,50,3.7,92,0.25,250,21.478
100,100,0.1,50,3.7,92,0.3,250,20.697
100,100,0.1,50,3.7,92,0.35,250,20.335
100,100,0.1,50,3.7,92,0.39999999999999997,250,20.262
100,100,0.1,50,3.7,92,0.44999999999999996,250,20.379
100,100,0.1,50,3.7,92,0.49999999999999994,250,20.629
100,100,0.1,50,3.7,92,0.5499999999999999,250,21.004
100,100,0.1,50,3.7,92,0.5999999999999999,250,21.448
100,100,0.1,50,3.8,92,0.2,250,23.266
100,100,0.1,50,3.8,92,0.25,250,21.778
100,100,0.1,50,3.8,92,0.3,250,20.962
100,100,0.1,50,3.8,92,0.35,250,20.579
100,100,0.1,50,3.8,92,0.39999999999999997,250,20.498
100,100,0.1,50,3.8,92,0.44999999999999996,250,20.601
100,100,0.1,50,3.8,92,0.49999999999999994,250,20.857
100,100,0.1,50,3.8,92,0.5499999999999999,250,21.237
100,100,0.1,50,3.8,92,0.5999999999999999,250,21.687
100,100,0.1,50,3.9,92,0.2,250,23.62
100,100,0.1,50,3.9,92,0.25,250,22.073
100,100,0.1,50,3.9,92,0.3,250,21.227
100,100,0.1,50,3.9,92,0.35,250,20.82
100,100,0.1,50,3.9,92,0.39999999999999997,250,20.732
100,100,0.1,50,3.9,92,0.44999999999999996,250,20.835
100,100,0.1,50,3.9,92,0.49999999999999994,250,21.077
100,100,0.1,50,3.9,92,0.5499999999999999,250,21.457
100,100,0.1,50,3.9,92,0.5999999999999999,250,21.918
100,100,0.1,50,4.0,92,0.2,250,23.965
100,100,0.1,50,4.0,92,0.25,250,22.364
100,100,0.1,50,4.0,92,0.3,250,21.488
100,100,0.1,50,4.0,92,0.35,250,21.066
100,100,0.1,50,4.0,92,0.39999999999999997,250,20.955
100,100,0.1,50,4.0,92,0.44999999999999996,250,21.059
100,100,0.1,50,4.0,92,0.49999999999999994,250,21.297
100,100,0.1,50,4.0,92,0.5499999999999999,250,21.666
100,100,0.1,50,4.0,92,0.5999999999999999,250,22.144
100,100,0.1,50,4.1,92,0.2,250,24.307
100,100,0.1,50,4.1,92,0.25,250,22.652
100,100,0.1,50,4.1,92,0.3,250,21.742
100,100,0.1,50,4.1,92,0.35,250,21.303
100,100,0.1,50,4.1,92,0.39999999999999997,250,21.19
100,100,0.1,50,4.1,92,0.44999999999999996,250,21.283
100,100,0.1,50,4.1,92,0.49999999999999994,250,21.515
100,100,0.1,50,4.1,92,0.5499999999999999,250,21.893
100,100,0.1,50,4.1,92,0.5999999999999999,250,22.364
100,100,0.1,50,4.2,92,0.2,250,24.649
100,100,0.1,50,4.2,92,0.25,250,22.934
100,100,0.1,50,4.2,92,0.3,250,21.996
100,100,0.1,50,4.2,92,0.35,250,21.532
100,100,0.1,50,4.2,92,0.39999999999999997,250,21.411
100,100,0.1,50,4.2,92,0.44999999999999996,250,21.501
100,100,0.1,50,4.2,92,0.49999999999999994,250,21.729
100,100,0.1,50,4.2,92,0.5499999999999999,250,22.114
100,100,0.1,50,4.2,92,0.5999999999999999,250,22.571
100,100,0.1,50,4.3,92,0.2,250,24.994
100,100,0.1,50,4.3,92,0.25,250,23.217
100,100,0.1,50,4.3,92,0.3,250,22.249
100,100,0.1,50,4.3,92,0.35,250,21.765
100,100,0.1,50,4.3,92,0.39999999999999997,250,21.642
100,100,0.1,50,4.3,92,0.44999999999999996,250,21.714
100,100,0.1,50,4.3,92,0.49999999999999994,250,21.947
100,100,0.1,50,4.3,92,0.5499999999999999,250,22.323
100,100,0.1,50,4.3,92,0.5999999999999999,250,22.776
100,100,0.1,50,4.4,92,0.2,250,25.329
100,100,0.1,50,4.4,92,0.25,250,23.496
100,100,0.1,50,4.4,92,0.3,250,22.5
100,100,0.1,50,4.4,92,0.35,250,21.999
100,100,0.1,50,4.4,92,0.39999999999999997,250,21.855
100,100,0.1,50,4.4,92,0.44999999999999996,250,21.928
100,100,0.1,50,4.4,92,0.49999999999999994,250,22.155
100,100,0.1,50,4.4,92,0.5499999999999999,250,22.542
100,100,0.1,50,4.4,92,0.5999999999999999,250,22.984
100,100,0.1,50,4.5,92,0.2,250,25.659
100,100,0.1,50,4.5,92,0.25,250,23.773
100,100,0.1,50,4.5,92,0.3,250,22.749
100,100,0.1,50,4.5,92,0.35,250,22.232
100,100,0.1,50,4.5,92,0.39999999999999997,250,22.062
100,100,0.1,50,4.5,92,0.44999999999999996,250,22.14
100,100,0.1,50,4.5,92,0.49999999999999994,250,22.369
100,100,0.1,50,4.5,92,0.5499999999999999,250,22.745
100,100,0.1,50,4.5,92,0.5999999999999999,250,23.197
100,100,0.1,50,4.6,92,0.2,250,25.985
100,100,0.1,50,4.6,92,0.25,250,24.053
100,100,0.1,50,4.6,92,0.3,250,22.993
100,100,0.1,50,4.6,92,0.35,250,22.462
100,100,0.1,50,4.6,92,0.39999999999999997,250,22.277
100,100,0.1,50,4.6,92,0.44999999999999996,250,22.344
100,100,0.1,50,4.6,92,0.49999999999999994,250,22.577
100,100,0.1,50,4.6,92,0.5499999999999999,250,22.955
100,100,0.1,50,4.6,92,0.5999999999999999,250,23.398
100,100,0.1,50,4.7,92,0.2,250,26.307
100,100,0.1,50,4.7,92,0.25,250,24.323
100,100,0.1,50,4.7,92,0.3,250,23.238
100,100,0.1,50,4.7,92,0.35,250,22.682
100,100,0.1,50,4.7,92,0.39999999999999997,250,22.495
100,100,0.1,50,4.7,92,0.44999999999999996,250,22.551
100,100,0.1,50,4.7,92,0.49999999999999994,250,22.786
100,100,0.1,50,4.7,92,0.5499999999999999,250,23.166
100,100,0.1,50,4.7,92,0.5999999999999999,250,23.599
100,100,0.1,50,4.8,92,0.2,250,26.633
100,100,0.1,50,4.8,92,0.25,250,24.586
100,100,0.1,50,4.8,92,0.3,250,23.478
100,100,0.1,50,4.8,92,0.35,250,22.905
100,100,0.1,50,4.8,92,0.39999999999999997,250,22.703
100,100,0.1,50,4.8,92,0.44999999999999996,250,22.758
100,100,0.1,50,4.8,92,0.49999999999999994,250,22.988
100,100,0.1,50,4.8,92,0.5499999999999999,250,23.373
100,100,0.1,50,4.8,92,0.5999999999999999,250,23.805
100,100,0.1,50,4.9,92,0.2,250,26.958
100,100,0.1,50,4.9,92,0.25,250,24.855
100,100,0.1,50,4.9,92,0.3,250,23.719
100,100,0.1,50,4.9,92,0.35,250,23.129
100,100,0.1,50,4.9,92,0.39999999999999997,250,22.912
100,100,0.1,50,4.9,92,0.44999999999999996,250,22.962
100,100,0.1,50,4.9,92,0.49999999999999994,250,23.185
100,100,0.1,50,4.9,92,0.5499999999999999,250,23.573
100,100,0.1,50,4.9,92,0.5999999999999999,250,23.981
100,100,0.1,50,5.0,92,0.2,250,27.273
100,100,0.1,50,5.0,92,0.25,250,25.119
100,100,0.1,50,5.0,92,0.3,250,23.953
100,100,0.1,50,5.0,92,0.35,250,23.337
100,100,0.1,50,5.0,92,0.39999999999999997,250,23.109
100,100,0.1,50,5.0,92,0.44999999999999996,250,23.15
100,100,0.1,50,5.0,92,0.49999999999999994,250,23.378
100,100,0.1,50,5.0,92,0.5499999999999999,250,23.777
100,100,0.1,50,5.0,92,0.5999999999999999,250,24.161
100,100,0.1,50,0.2,93,0.2,250,4.459
100,100,0.1,50,0.2,93,0.25,250,5.076
100,100,0.1,50,0.2,93,0.3,250,5.588
100,100,0.1,50,0.2,93,0.35,250,6.022
100,100,0.1,50,0.2,93,0.39999999999999997,250,6.399
100,100,0.1,50,0.2,93,0.44999999999999996,250,6.736
100,100,0.1,50,0.2,93,0.49999999999999994,250,7.039
100,100,0.1,50,0.2,93,0.5499999999999999,250,7.318
100,100,0.1,50,0.2,93,0.5999999999999999,250,7.578
100,100,0.1,50,0.3,93,0.2,250,5.555
100,100,0.1,50,0.3,93,0.25,250,6.139
100,100,0.1,50,0.3,93,0.3,250,6.615
100,100,0.1,50,0.3,93,0.35,250,7.018
100,100,0.1,50,0.3,93,0.39999999999999997,250,7.373
100,100,0.1,50,0.3,93,0.44999999999999996,250,7.693
100,100,0.1,50,0.3,93,0.49999999999999994,250,7.989
100,100,0.1,50,0.3,93,0.5499999999999999,250,8.269
100,100,0.1,50,0.3,93,0.5999999999999999,250,8.53
100,100,0.1,50,0.4,93,0.2,250,6.467
100,100,0.1,50,0.4,93,0.25,250,6.995
100,100,0.1,50,0.4,93,0.3,250,7.433
100,100,0.1,50,0.4,93,0.35,250,7.805
100,100,0.1,50,0.4,93,0.39999999999999997,250,8.142
100,100,0.1,50,0.4,93,0.44999999999999996,250,8.446
100,100,0.1,50,0.4,93,0.49999999999999994,250,8.74
100,100,0.1,50,0.4,93,0.5499999999999999,250,9.019
100,100,0.1,50,0.4,93,0.5999999999999999,250,9.283
100,100,0.1,50,0.5,93,0.2,250,7.27
100,100,0.1,50,0.5,93,0.25,250,7.739
100,100,0.1,50,0.5,93,0.3,250,8.132
100,100,0.1,50,0.5,93,0.35,250,8.474
100,100,0.1,50,0.5,93,0.39999999999999997,250,8.791
100,100,0.1,50,0.5,93,0.44999999999999996,250,9.092
100,100,0.1,50,0.5,93,0.49999999999999994,250,9.377
100,100,0.1,50,0.5,93,0.5499999999999999,250,9.652
100,100,0.1,50,0.5,93,0.5999999999999999,250,9.924
100,100,0.1,50,0.6,93,0.2,250,7.989
100,100,0.1,50,0.6,93,0.25,250,8.401
100,100,0.1,50,0.6,93,0.3,250,8.752
100,100,0.1,50,0.6,93,0.35,250,9.064
100,100,0.1,50,0.6,93,0.39999999999999997,250,9.364
100,100,0.1,50,0.6,93,0.44999999999999996,250,9.656
100,100,0.1,50,0.6,93,0.49999999999999994,250,9.936
100,100,0.1,50,0.6,93,0.5499999999999999,250,10.219
100,100,0.1,50,0.6,93,0.5999999999999999,250,10.507
100,100,0.1,50,0.7,93,0.2,250,8.652
100,100,0.1,50,0.7,93,0.25,250,9.006
100,100,0.1,50,0.7,93,0.3,250,9.312
100,100,0.1,50,0.7,93,0.35,250,9.602
100,100,0.1,50,0.7,93,0.39999999999999997,250,9.887
100,100,0.1,50,0.7,93,0.44999999999999996,250,10.163
100,100,0.1,50,0.7,93,0.49999999999999994,250,10.449
100,100,0.1,50,0.7,93,0.5499999999999999,250,10.736
100,100,0.1,50,0.7,93,0.5999999999999999,250,11.035
100,100,0.1,50,0.8,93,0.2,250,9.278
100,100,0.1,50,0.8,93,0.25,250,9.568
100,100,0.1,50,0.8,93,0.3,250,9.835
100,100,0.1,50,0.8,93,0.35,250,10.097
100,100,0.1,50,0.8,93,0.39999999999999997,250,10.37
100,100,0.1,50,0.8,93,0.44999999999999996,250,10.64
100,100,0.1,50,0.8,93,0.49999999999999994,250,10.927
100,100,0.1,50,0.8,93,0.5499999999999999,250,11.223
100,100,0.1,50,0.8,93,0.5999999999999999,250,11.541
100,100,0.1,50,0.9,93,0.2,250,9.872
100,100,0.1,50,0.9,93,0.25,250,10.096
100,100,0.1,50,0.9,93,0.3,250,10.321
100,100,0.1,50,0.9,93,0.35,250,10.564
100,100,0.1,50,0.9,93,0.39999999999999997,250,10.816
100,100,0.1,50,0.9,93,0.44999999999999996,250,11.083
100,100,0.1,50,0.9,93,0.49999999999999994,250,11.367
100,100,0.1,50,0.9,93,0.5499999999999999,250,11.676
100,100,0.1,50,0.9,93,0.5999999999999999,250,12.008
100,100,0.1,50,1.0,93,0.2,250,10.438
100,100,0.1,50,1.0,93,0.25,250,10.598
100,100,0.1,50,1.0,93,0.3,250,10.783
100,100,0.1,50,1.0,93,0.35,250,11.0
100,100,0.1,50,1.0,93,0.39999999999999997,250,11.233
100,100,0.1,50,1.0,93,0.44999999999999996,250,11.508
100,100,0.1,50,1.0,93,0.49999999999999994,250,11.788
100,100,0.1,50,1.0,93,0.5499999999999999,250,12.114
100,100,0.1,50,1.0,93,0.5999999999999999,250,12.441
100,100,0.1,50,1.1,93,0.2,250,10.983
100,100,0.1,50,1.1,93,0.25,250,11.075
100,100,0.1,50,1.1,93,0.3,250,11.222
100,100,0.1,50,1.1,93,0.35,250,11.422
100,100,0.1,50,1.1,93,0.39999999999999997,250,11.641
100,100,0.1,50,1.1,93,0.44999999999999996,250,11.908
100,100,0.1,50,1.1,93,0.49999999999999994,250,12.205
100,100,0.1,50,1.1,93,0.5499999999999999,250,12.532
100,100,0.1,50,1.1,93,0.5999999999999999,250,12.865
100,100,0.1,50,1.2,93,0.2,250,11.503
100,100,0.1,50,1.2,93,0.25,250,11.54
100,100,0.1,50,1.2,93,0.3,250,11.647
100,100,0.1,50,1.2,93,0.35,250,11.817
100,100,0.1,50,1.2,93,0.39999999999999997,250,12.029
100,100,0.1,50,1.2,93,0.44999999999999996,250,12.294
100,100,0.1,50,1.2,93,0.49999999999999994,250,12.589
100,100,0.1,50,1.2,93,0.5499999999999999,250,12.921
100,100,0.1,50,1.2,93,0.5999999999999999,250,13.259
100,100,0.1,50,1.3,93,0.2,250,12.008
100,100,0.1,50,1.3,93,0.25,250,11.982
100,100,0.1,50,1.3,93,0.3,250,12.055
100,100,0.1,50,1.3,93,0.35,250,12.196
100,100,0.1,50,1.3,93,0.39999999999999997,250,12.405
100,100,0.1,50,1.3,93,0.44999999999999996,250,12.659
100,100,0.1,50,1.3,93,0.49999999999999994,250,12.962
100,100,0.1,50,1.3,93,0.5499999999999999,250,13.301
100,100,0.1,50,1.3,93,0.5999999999999999,250,13.638
100,100,0.1,50,1.4,93,0.2,250,12.498
100,100,0.1,50,1.4,93,0.25,250,12.413
100,100,0.1,50,1.4,93,0.3,250,12.445
100,100,0.1,50,1.4,93,0.35,250,12.565
100,100,0.1,50,1.4,93,0.39999999999999997,250,12.761
100,100,0.1,50,1.4,93,0.44999999999999996,250,13.023
100,100,0.1,50,1.4,93,0.49999999999999994,250,13.329
100,100,0.1,50,1.4,93,0.5499999999999999,250,13.66
100,100,0.1,50,1.4,93,0.5999999999999999,250,14.012
100,100,0.1,50,1.5,93,0.2,250,12.972
100,100,0.1,50,1.5,93,0.25,250,12.828
100,100,0.1,50,1.5,93,0.3,250,12.824
100,100,0.1,50,1.5,93,0.35,250,12.92
100,100,0.1,50,1.5,93,0.39999999999999997,250,13.108
100,100,0.1,50,1.5,93,0.44999999999999996,250,13.372
100,100,0.1,50,1.5,93,0.49999999999999994,250,13.682
100,100,0.1,50,1.5,93,0.5499999999999999,250,14.015
100,100,0.1,50,1.5,93,0.5999999999999999,250,14.384
100,100,0.1,50,1.6,93,0.2,250,13.436
100,100,0.1,50,1.6,93,0.25,250,13.237
100,100,0.1,50,1.6,93,0.3,250,13.195
100,100,0.1,50,1.6,93,0.35,250,13.27
100,100,0.1,50,1.6,93,0.39999999999999997,250,13.451
100,100,0.1,50,1.6,93,0.44999999999999996,250,13.71
100,100,0.1,50,1.6,93,0.49999999999999994,250,14.025
100,100,0.1,50,1.6,93,0.5499999999999999,250,14.355
100,100,0.1,50,1.6,93,0.5999999999999999,250,14.743
100,100,0.1,50,1.7,93,0.2,250,13.892
100,100,0.1,50,1.7,93,0.25,250,13.632
100,100,0.1,50,1.7,93,0.3,250,13.551
100,100,0.1,50,1.7,93,0.35,250,13.612
100,100,0.1,50,1.7,93,0.39999999999999997,250,13.782
100,100,0.1,50,1.7,93,0.44999999999999996,250,14.039
100,100,0.1,50,1.7,93,0.49999999999999994,250,14.345
100,100,0.1,50,1.7,93,0.5499999999999999,250,14.687
100,100,0.1,50,1.7,93,0.5999999999999999,250,15.077
100,100,0.1,50,1.8,93,0.2,250,14.333
100,100,0.1,50,1.8,93,0.25,250,14.012
100,100,0.1,50,1.8,93,0.3,250,13.901
100,100,0.1,50,1.8,93,0.35,250,13.948
100,100,0.1,50,1.8,93,0.39999999999999997,250,14.11
100,100,0.1,50,1.8,93,0.44999999999999996,250,14.358
100,100,0.1,50,1.8,93,0.49999999999999994,250,14.661
100,100,0.1,50,1.8,93,0.5499999999999999,250,15.012
100,100,0.1,50,1.8,93,0.5999999999999999,250,15.417
100,100,0.1,50,1.9,93,0.2,250,14.77
100,100,0.1,50,1.9,93,0.25,250,14.385
100,100,0.1,50,1.9,93,0.3,250,14.244
100,100,0.1,50,1.9,93,0.35,250,14.273
100,100,0.1,50,1.9,93,0.39999999999999997,250,14.426
100,100,0.1,50,1.9,93,0.44999999999999996,250,14.664
100,100,0.1,50,1.9,93,0.49999999999999994,250,14.969
100,100,0.1,50,1.9,93,0.5499999999999999,250,15.329
100,100,0.1,50,1.9,93,0.5999999999999999,250,15.732
100,100,0.1,50,2.0,93,0.2,250,15.198
100,100,0.1,50,2.0,93,0.25,250,14.755
100,100,0.1,50,2.0,93,0.3,250,14.574
100,100,0.1,50,2.0,93,0.35,250,14.581
100,100,0.1,50,2.0,93,0.39999999999999997,250,14.733
100,100,0.1,50,2.0,93,0.44999999999999996,250,14.978
100,100,0.1,50,2.0,93,0.49999999999999994,250,15.278
100,100,0.1,50,2.0,93,0.5499999999999999,250,15.643
100,100,0.1,50,2.0,93,0.5999999999999999,250,16.045
100,100,0.1,50,2.1,93,0.2,250,15.62
100,100,0.1,50,2.1,93,0.25,250,15.118
100,100,0.1,50,2.1,93,0.3,250,14.899
100,100,0.1,50,2.1,93,0.35,250,14.892
100,100,0.1,50,2.1,93,0.39999999999999997,250,15.036
100,100,0.1,50,2.1,93,0.44999999999999996,250,15.276
100,100,0.1,50,2.1,93,0.49999999999999994,250,15.576
100,100,0.1,50,2.1,93,0.5499999999999999,250,15.943
100,100,0.1,50,2.1,93,0.5999999999999999,250,16.36
