H,T,S0,K,m,sigma,price_iter,accuracy,price,price_adj,best_beta,H_log,error_percent,Product
850,0.5,1000,1000,50,0.3,104.643511,0.02023,102.47803544326756,104.64637643985262,0.581889,0.16251892949777494,0.0027382871859229704,0.21213203435596426
850,0.5,1000,1000,50,0.35,113.887048,0.02366,110.05027069884547,113.87892197497898,0.584001,0.16251892949777494,0.007135161691971822,0.24748737341529164
850,0.5,1000,1000,50,0.4,121.931323,0.02717,116.16312194020549,121.96088516034554,0.579001,0.16251892949777494,0.024244927077133816,0.28284271247461906
850,1.0,1000,1000,50,0.3,149.032903,0.03094,141.4313063410201,149.07460636001136,0.578899,0.16251892949777494,0.027982652938964833,0.3
850,1.0,1000,1000,50,0.35,156.621461,0.0361,145.39401935529122,156.57166120536746,0.585889,0.16251892949777494,0.03179627767139036,0.35
850,1.0,1000,1000,50,0.4,162.957539,0.04132,148.13006228919645,163.00693989318793,0.580001,0.16251892949777494,0.030315193449218934,0.4
850,1.5,1000,1000,50,0.3,181.526821,0.03989,167.92256009309332,181.55862797919463,0.581001,0.16251892949777494,0.017521917157692607,0.36742346141747667
850,1.5,1000,1000,50,0.35,186.913863,0.04644,168.28872492312533,186.831884652655,0.585889,0.16251892949777494,0.04385889095074783,0.4286607049870561
850,1.5,1000,1000,50,0.4,191.525458,0.05317,168.05810665651728,191.5066648689592,0.583001,0.16251892949777494,0.009812341000004558,0.4898979485566356
850,2.0,1000,1000,50,0.3,208.121323,0.04786,188.56334257936467,208.20940673618566,0.579889,0.16251892949777494,0.04232326362141488,0.4242640687119285
850,2.0,1000,1000,50,0.35,211.211275,0.05566,185.63673966919973,211.2695195858232,0.581001,0.16251892949777494,0.02757645671292371,0.4949747468305833
850,2.0,1000,1000,50,0.4,214.226984,0.06384,182.8163149009096,214.28033586043875,0.581001,0.16251892949777494,0.024904360525734057,0.5656854249492381
850,2.5,1000,1000,50,0.3,231.248192,0.05524,205.7025901753337,231.26358169415,0.582001,0.16251892949777494,0.006655054907414041,0.4743416490252569
850,2.5,1000,1000,50,0.35,232.108044,0.06428,199.75372410136583,232.1867674907058,0.580991,0.16251892949777494,0.033916743835807624,0.5533985905294664
850,2.5,1000,1000,50,0.4,233.458547,0.07383,194.62124274207883,233.63033705936246,0.579889,0.16251892949777494,0.07358482333159154,0.632455532033676
850,3.0,1000,1000,50,0.3,251.622989,0.06211,220.452350381819,251.80078120499144,0.578889,0.16251892949777494,0.07065817225128344,0.5196152422706631
850,3.0,1000,1000,50,0.35,250.558526,0.07239,211.70747647601897,250.67193714813044,0.580889,0.16251892949777494,0.04526333625160244,0.606217782649107
850,3.0,1000,1000,50,0.4,250.437301,0.0835,204.4769186930161,250.63235725077652,0.579889,0.16251892949777494,0.07788626135071278,0.6928203230275509
850,3.5,1000,1000,50,0.3,270.367021,0.06872,233.4337560319666,270.43242184891903,0.581001,0.16251892949777494,0.024189654743065676,0.5612486080160912
850,3.5,1000,1000,50,0.35,267.290221,0.08029,222.0850894727993,267.3347018112035,0.581901,0.16251892949777494,0.016641391157938227,0.6547900426854397
850,3.5,1000,1000,50,0.4,265.583379,0.09284,212.9293615679031,265.8857304384942,0.578889,0.16251892949777494,0.11384426225491062,0.7483314773547883
850,4.0,1000,1000,50,0.3,287.361627,0.07501,245.03346235103126,287.543230866101,0.579889,0.16251892949777494,0.06319697866305572,0.6
850,4.0,1000,1000,50,0.35,282.366647,0.08783,231.2479907016244,282.55620092494587,0.580001,0.16251892949777494,0.06713042314302416,0.7
850,4.0,1000,1000,50,0.4,279.738713,0.10216,220.312033560583,279.76405083406235,0.582001,0.16251892949777494,0.00905767878553411,0.8
851,0.5,1000,1000,50,0.3,104.497178,0.02022,102.30373433677481,104.52312139401451,0.574001,0.16134315040876293,0.02482688481262566,0.21213203435596426
851,0.5,1000,1000,50,0.35,113.685177,0.02367,109.7909494918327,113.68979277778803,0.581889,0.16134315040876293,0.004060140389307272,0.24748737341529164
851,0.5,1000,1000,50,0.4,121.661638,0.02716,115.82378647825409,121.70769106896212,0.577001,0.16134315040876293,0.0378534020412611,0.28284271247461906
851,1.0,1000,1000,50,0.3,148.735265,0.03093,141.00926296349596,148.76031588293392,0.580001,0.16134315040876293,0.016842598111433304,0.3
851,1.0,1000,1000,50,0.35,156.171139,0.03607,144.87119974907603,156.17373793734933,0.582001,0.16134315040876293,0.0016641598223337093,0.35
851,1.0,1000,1000,50,0.4,162.540155,0.0413,147.5264554817131,162.54005081032236,0.582889,0.16134315040876293,6.41008848815282e-05,0.4
851,1.5,1000,1000,50,0.3,181.127773,0.03988,167.31383386045727,181.09726441729856,0.584001,0.16134315040876293,0.016843680124874905,0.36742346141747667
851,1.5,1000,1000,50,0.35,186.241677,0.04636,167.58615579111836,186.28949114644934,0.580899,0.16134315040876293,0.025673172202657003,0.4286607049870561
851,1.5,1000,1000,50,0.4,190.82535,0.05311,167.28634327593016,190.9026801583288,0.580001,0.16134315040876293,0.040524048994961086,0.4898979485566356
851,2.0,1000,1000,50,0.3,207.651083,0.04786,187.80709793794705,207.63193583663906,0.583001,0.16134315040876293,0.009220834817866575,0.4242640687119285
851,2.0,1000,1000,50,0.35,210.583124,0.05564,184.79848367427084,210.618610147512,0.581889,0.16134315040876293,0.016851372910579945,0.4949747468305833
851,2.0,1000,1000,50,0.4,213.438717,0.06378,181.92181973966996,213.57714230227006,0.579889,0.16134315040876293,0.06485482306851797,0.5656854249492381
851,2.5,1000,1000,50,0.3,230.578631,0.05521,204.82420718081985,230.5908006549136,0.582001,0.16134315040876293,0.005277876297915096,0.4743416490252569
851,2.5,1000,1000,50,0.35,231.38699,0.06423,198.8063396516659,231.44956255064992,0.581001,0.16134315040876293,0.027042380667088483,0.5533985905294664
851,2.5,1000,1000,50,0.4,232.668955,0.07381,193.6302340162376,232.85021899079746,0.579889,0.16134315040876293,0.07790639314017941,0.632455532033676
851,3.0,1000,1000,50,0.3,250.875314,0.06208,219.46956810052882,251.0475025446224,0.578989,0.16134315040876293,0.06863510876259461,0.5196152422706631
851,3.0,1000,1000,50,0.35,249.807209,0.07237,210.6687887214462,249.86354616772877,0.581889,0.16134315040876293,0.022552258581444905,0.606217782649107
851,3.0,1000,1000,50,0.4,249.734681,0.08344,203.4065458196141,249.79002979502843,0.581889,0.16134315040876293,0.022163039112872103,0.6928203230275509
851,3.5,1000,1000,50,0.3,269.46586,0.06868,232.35975721165389,269.60977333256363,0.580001,0.16134315040876293,0.053406888933393445,0.5612486080160912
851,3.5,1000,1000,50,0.35,266.327755,0.08018,220.9679836503641,266.4661253643141,0.580889,0.16134315040876293,0.05195491709607389,0.6547900426854397
851,3.5,1000,1000,50,0.4,264.931041,0.09288,211.7917941189994,264.991686127869,0.581889,0.16134315040876293,0.022890910646068376,0.7483314773547883
851,4.0,1000,1000,50,0.3,286.472009,0.07495,243.878507812385,286.6599275989584,0.579889,0.16134315040876293,0.06559754288538194,0.6
851,4.0,1000,1000,50,0.35,281.389029,0.08777,230.06228531238295,281.6358525968211,0.579001,0.16134315040876293,0.0877161407814219,0.7
851,4.0,1000,1000,50,0.4,278.604171,0.10195,219.1164080942861,278.8261835600705,0.580001,0.16134315040876293,0.07968745021785113,0.8
852,0.5,1000,1000,50,0.3,104.441326,0.02023,102.1256760017713,104.39702091505558,0.596001,0.16016875215282134,0.042421028764443494,0.21213203435596426
852,0.5,1000,1000,50,0.35,113.519069,0.02367,109.52735258106391,113.49730394018881,0.586001,0.16016875215282134,0.019173042910691395,0.24748737341529164
852,0.5,1000,1000,50,0.4,121.462074,0.02716,115.4800013234138,121.45090054514306,0.583889,0.16016875215282134,0.009199130633109748,0.28284271247461906
852,1.0,1000,1000,50,0.3,148.421236,0.03093,140.58197933767795,148.44181784402616,0.580889,0.16016875215282134,0.013867182743423608,0.3
852,1.0,1000,1000,50,0.35,155.769413,0.03606,144.3433730583352,155.7716798030008,0.582001,0.16016875215282134,0.0014552298536439484,0.35
852,1.0,1000,1000,50,0.4,162.035451,0.04127,146.91822839275338,162.06926140995165,0.581001,0.16016875215282134,0.020866057238088983,0.4
852,1.5,1000,1000,50,0.3,180.557587,0.03985,166.69947587385124,180.63129376122367,0.579001,0.16016875215282134,0.040821746927566925,0.36742346141747667
852,1.5,1000,1000,50,0.35,185.763438,0.04637,166.8785670593063,185.74288705511762,0.583001,0.16016875215282134,0.0110629654057046,0.4286607049870561
852,1.5,1000,1000,50,0.4,190.253443,0.05304,166.51017550211398,190.2949265749622,0.581001,0.16016875215282134,0.021804375420527874,0.4898979485566356
852,2.0,1000,1000,50,0.3,206.962556,0.04782,187.04509304318356,207.04972183770846,0.579889,0.16016875215282134,0.0421167187887138,0.4242640687119285
852,2.0,1000,1000,50,0.35,209.963007,0.0556,183.95530302234965,209.96354817661484,0.582889,0.16016875215282134,0.0002577485541685584,0.4949747468305833
852,2.0,1000,1000,50,0.4,212.883272,0.06375,181.0231365172275,212.87034954592534,0.582889,0.16016875215282134,0.006070206434383006,0.5656854249492381
852,2.5,1000,1000,50,0.3,229.989341,0.05519,203.94001918616758,229.91323378977802,0.584889,0.16016875215282134,0.033091624981862564,0.4743416490252569
852,2.5,1000,1000,50,0.35,230.751838,0.06421,197.85413687939408,230.70829229321114,0.583001,0.16016875215282134,0.01887122857450342,0.5533985905294664
852,2.5,1000,1000,50,0.4,232.005292,0.07376,192.63521985396534,232.06665817973737,0.581889,0.16016875215282134,0.026450336200683117,0.632455532033676
852,3.0,1000,1000,50,0.3,250.167747,0.06206,218.4809669580526,250.28943388597412,0.580001,0.16016875215282134,0.04864211611344457,0.5196152422706631
852,3.0,1000,1000,50,0.35,248.902297,0.07229,209.62538062791472,249.0511797578576,0.580001,0.16016875215282134,0.059815742824419246,0.606217782649107
852,3.0,1000,1000,50,0.4,248.733083,0.08331,202.33231878405545,248.9443964866207,0.579889,0.16016875215282134,0.08495592306098512,0.6928203230275509
852,3.5,1000,1000,50,0.3,268.681552,0.06862,231.2799377298785,268.7823480415566,0.580889,0.16016875215282134,0.037515058553993175,0.5612486080160912
852,3.5,1000,1000,50,0.35,265.520798,0.08015,219.84624367037745,265.59365857499245,0.581889,0.16016875215282134,0.02744062820737406,0.6547900426854397
852,3.5,1000,1000,50,0.4,263.902221,0.09266,210.6504986220075,264.0944549336093,0.580001,0.16016875215282134,0.07284286311835017,0.7483314773547883
852,4.0,1000,1000,50,0.3,285.577106,0.0749,242.717735367929,285.7718689435152,0.579889,0.16016875215282134,0.06819977492004298,0.6
852,4.0,1000,1000,50,0.35,280.599859,0.08769,228.87202069543486,280.71169235616276,0.581001,0.16016875215282134,0.039855100626681524,0.7
852,4.0,1000,1000,50,0.4,277.844761,0.10196,217.9171609254653,277.8852332899377,0.582001,0.16016875215282134,0.01456651181472806,0.8
853,0.5,1000,1000,50,0.3,104.273192,0.02023,101.94380205997828,104.26802584866745,0.584001,0.15899573149045795,0.004954438656242162,0.21213203435596426
853,0.5,1000,1000,50,0.35,113.299296,0.02366,109.25943369363061,113.3014141209238,0.582001,0.15899573149045795,0.0018694916902189716,0.24748737341529164
853,0.5,1000,1000,50,0.4,121.170508,0.02715,115.13173205804328,121.19048110283869,0.580001,0.15899573149045795,0.016483468765098097,0.28284271247461906
853,1.0,1000,1000,50,0.3,148.049484,0.03092,140.14941598996998,148.11907587051547,0.576889,0.15899573149045795,0.047005817673411665,0.3
853,1.0,1000,1000,50,0.35,155.366492,0.03605,143.81051442086954,155.3654623149576,0.582889,0.15899573149045795,0.0006627458914351863,0.35
853,1.0,1000,1000,50,0.4,161.607784,0.04125,146.3053659631521,161.59455568658865,0.583001,0.15899573149045795,0.008185443228007296,0.4
853,1.5,1000,1000,50,0.3,180.148629,0.03985,166.079457797406,180.16068902811273,0.582001,0.15899573149045795,0.006694487867974896,0.36742346141747667
853,1.5,1000,1000,50,0.35,185.257865,0.04636,166.16594299263588,185.19205616812943,0.584901,0.15899573149045795,0.03552282753047144,0.4286607049870561
853,1.5,1000,1000,50,0.4,189.720024,0.05305,165.7295951288521,189.68339470301925,0.583889,0.15899573149045795,0.01930702738090994,0.4898979485566356
853,2.0,1000,1000,50,0.3,206.456502,0.04781,186.27730569455457,206.46274336634792,0.582001,0.15899573149045795,0.003023090233274387,0.4242640687119285
853,2.0,1000,1000,50,0.35,209.286357,0.05557,183.107186503621,209.30432186089632,0.582001,0.15899573149045795,0.008583866217478017,0.4949747468305833
853,2.0,1000,1000,50,0.4,211.945019,0.06362,180.12026015218134,212.1599513997379,0.578001,0.15899573149045795,0.10140950740526922,0.5656854249492381
853,2.5,1000,1000,50,0.3,229.156529,0.05513,203.0500076881346,229.23086329005687,0.580889,0.15899573149045795,0.03243821608803813,0.4743416490252569
853,2.5,1000,1000,50,0.35,229.86981,0.0641,196.89710714088423,229.96294752620787,0.580889,0.15899573149045795,0.040517511285135206,0.5533985905294664
853,2.5,1000,1000,50,0.4,231.254892,0.07365,191.63619683932967,231.27965025112022,0.582001,0.15899573149045795,0.01070604427265652,0.632455532033676
853,3.0,1000,1000,50,0.3,249.389452,0.06201,217.48653085228386,249.52655983280192,0.579889,0.15899573149045795,0.05497739848352392,0.5196152422706631
853,3.0,1000,1000,50,0.35,248.131124,0.07226,208.57724514632608,248.23483042128038,0.580889,0.15899573149045795,0.041795007256074185,0.606217782649107
853,3.0,1000,1000,50,0.4,247.925447,0.08323,201.2542351491423,248.09545407260282,0.580001,0.15899573149045795,0.0685718528130066,0.6928203230275509
853,3.5,1000,1000,50,0.3,268.100173,0.0686,230.19428313478235,267.95013229733286,0.585001,0.15899573149045795,0.05596441844411897,0.5612486080160912
