S0,K,r,m,T,H,sigma,trading_days,price_mc,price,price_adj,best_beta
100,100,0.1,50,2.8,94,0.45,250,16.236,8.679,15.806,0.611
100,100,0.1,50,2.8,94,0.5,250,16.591,8.334,16.04,0.611
100,100,0.1,50,2.8,94,0.55,250,17.043,8.057,16.334,0.611
100,100,0.1,50,2.8,94,0.6,250,17.495,7.83,16.673,0.611
100,100,0.1,50,2.9,94,0.2,250,17.522,13.486,17.482,0.589
100,100,0.1,50,2.9,94,0.25,250,16.598,11.74,16.516,0.591
100,100,0.1,50,2.9,94,0.3,250,16.211,10.586,16.047,0.601
100,100,0.1,50,2.9,94,0.35,250,16.112,9.778,15.875,0.6089
100,100,0.1,50,2.9,94,0.4,250,16.23,9.184,15.893,0.611
100,100,0.1,50,2.9,94,0.45,250,16.483,8.733,16.037,0.611
100,100,0.1,50,2.9,94,0.5,250,16.848,8.378,16.267,0.611
100,100,0.1,50,2.9,94,0.55,250,17.305,8.094,16.561,0.611
100,100,0.1,50,2.9,94,0.6,250,17.756,7.861,16.901,0.611
100,100,0.1,50,3.0,94,0.2,250,17.872,13.691,17.828,0.5899
100,100,0.1,50,3.0,94,0.25,250,16.898,11.883,16.81,0.591
100,100,0.1,50,3.0,94,0.3,250,16.482,10.692,16.31,0.601
100,100,0.1,50,3.0,94,0.35,250,16.371,9.859,16.12,0.6089
100,100,0.1,50,3.0,94,0.4,250,16.489,9.249,16.126,0.611
100,100,0.1,50,3.0,94,0.45,250,16.735,8.785,16.263,0.611
100,100,0.1,50,3.0,94,0.5,250,17.095,8.421,16.491,0.611
100,100,0.1,50,3.0,94,0.55,250,17.541,8.13,16.784,0.611
100,100,0.1,50,3.0,94,0.6,250,17.992,7.891,17.124,0.611
100,100,0.1,50,3.1,94,0.2,250,18.219,13.892,18.17,0.59
100,100,0.1,50,3.1,94,0.25,250,17.195,12.023,17.1,0.5989
100,100,0.1,50,3.1,94,0.3,250,16.753,10.795,16.569,0.601
100,100,0.1,50,3.1,94,0.35,250,16.632,9.938,16.361,0.61
100,100,0.1,50,3.1,94,0.4,250,16.733,9.311,16.356,0.611
100,100,0.1,50,3.1,94,0.45,250,16.986,8.835,16.487,0.611
100,100,0.1,50,3.1,94,0.5,250,17.345,8.463,16.711,0.611
100,100,0.1,50,3.1,94,0.55,250,17.792,8.165,17.002,0.611
100,100,0.1,50,3.1,94,0.6,250,18.244,7.921,17.343,0.611
100,100,0.1,50,3.2,94,0.2,250,18.56,14.09,18.509,0.59
100,100,0.1,50,3.2,94,0.25,250,17.497,12.16,17.386,0.5989
100,100,0.1,50,3.2,94,0.3,250,17.022,10.896,16.825,0.601
100,100,0.1,50,3.2,94,0.35,250,16.884,10.015,16.598,0.611
100,100,0.1,50,3.2,94,0.4,250,16.982,9.372,16.582,0.611
100,100,0.1,50,3.2,94,0.45,250,17.232,8.884,16.706,0.611
100,100,0.1,50,3.2,94,0.5,250,17.592,8.503,16.927,0.611
100,100,0.1,50,3.2,94,0.55,250,18.042,8.198,17.218,0.611
100,100,0.1,50,3.2,94,0.6,250,18.499,7.949,17.559,0.611
100,100,0.1,50,3.3,94,0.2,250,18.896,14.284,18.843,0.59
100,100,0.1,50,3.3,94,0.25,250,17.787,12.295,17.669,0.5989
100,100,0.1,50,3.3,94,0.3,250,17.282,10.994,17.077,0.601
100,100,0.1,50,3.3,94,0.35,250,17.141,10.09,16.832,0.611
100,100,0.1,50,3.3,94,0.4,250,17.229,9.431,16.805,0.611
100,100,0.1,50,3.3,94,0.45,250,17.479,8.932,16.923,0.611
100,100,0.1,50,3.3,94,0.5,250,17.838,8.542,17.14,0.611
100,100,0.1,50,3.3,94,0.55,250,18.276,8.231,17.429,0.611
100,100,0.1,50,3.3,94,0.6,250,18.74,7.976,17.77,0.611
100,100,0.1,50,3.4,94,0.2,250,19.234,14.475,19.174,0.591
100,100,0.1,50,3.4,94,0.25,250,18.074,12.427,17.949,0.5989
100,100,0.1,50,3.4,94,0.3,250,17.544,11.091,17.326,0.6089
100,100,0.1,50,3.4,94,0.35,250,17.388,10.164,17.063,0.611
100,100,0.1,50,3.4,94,0.4,250,17.472,9.489,17.025,0.611
100,100,0.1,50,3.4,94,0.45,250,17.717,8.978,17.136,0.611
100,100,0.1,50,3.4,94,0.5,250,18.082,8.58,17.35,0.611
100,100,0.1,50,3.4,94,0.55,250,18.514,8.262,17.637,0.611
100,100,0.1,50,3.4,94,0.6,250,18.989,8.003,17.979,0.611
100,100,0.1,50,3.5,94,0.2,250,19.562,14.663,19.502,0.5909
100,100,0.1,50,3.5,94,0.25,250,18.36,12.556,18.225,0.5989
100,100,0.1,50,3.5,94,0.3,250,17.804,11.185,17.573,0.6089
100,100,0.1,50,3.5,94,0.35,250,17.633,10.236,17.291,0.611
100,100,0.1,50,3.5,94,0.4,250,17.711,9.545,17.241,0.611
100,100,0.1,50,3.5,94,0.45,250,17.948,9.024,17.346,0.611
100,100,0.1,50,3.5,94,0.5,250,18.321,8.617,17.556,0.611
100,100,0.1,50,3.5,94,0.55,250,18.747,8.293,17.842,0.611
100,100,0.1,50,3.5,94,0.6,250,19.221,8.028,18.184,0.6889
100,100,0.1,50,3.6,94,0.2,250,19.892,14.848,19.826,0.591
100,100,0.1,50,3.6,94,0.25,250,18.644,12.684,18.498,0.599
100,100,0.1,50,3.6,94,0.3,250,18.065,11.278,17.816,0.6089
100,100,0.1,50,3.6,94,0.35,250,17.875,10.306,17.515,0.611
100,100,0.1,50,3.6,94,0.4,250,17.948,9.6,17.455,0.611
100,100,0.1,50,3.6,94,0.45,250,18.178,9.068,17.552,0.611
100,100,0.1,50,3.6,94,0.5,250,18.549,8.653,17.759,0.611
100,100,0.1,50,3.6,94,0.55,250,18.96,8.322,18.044,0.611
100,100,0.1,50,3.6,94,0.6,250,19.443,8.053,18.385,0.6889
100,100,0.1,50,3.7,94,0.2,250,20.216,15.03,20.147,0.591
100,100,0.1,50,3.7,94,0.25,250,18.925,12.808,18.768,0.6
100,100,0.1,50,3.7,94,0.3,250,18.318,11.368,18.056,0.6089
100,100,0.1,50,3.7,94,0.35,250,18.114,10.375,17.737,0.611
100,100,0.1,50,3.7,94,0.4,250,18.174,9.654,17.665,0.611
100,100,0.1,50,3.7,94,0.45,250,18.403,9.11,17.756,0.611
100,100,0.1,50,3.7,94,0.5,250,18.77,8.688,17.959,0.611
100,100,0.1,50,3.7,94,0.55,250,19.183,8.351,18.242,0.611
100,100,0.1,50,3.7,94,0.6,250,19.678,8.077,18.584,0.6889
100,100,0.1,50,3.8,94,0.2,250,20.538,15.21,20.465,0.591
100,100,0.1,50,3.8,94,0.25,250,19.212,12.931,19.036,0.601
100,100,0.1,50,3.8,94,0.3,250,18.569,11.457,18.293,0.609
100,100,0.1,50,3.8,94,0.35,250,18.347,10.442,17.956,0.611
100,100,0.1,50,3.8,94,0.4,250,18.402,9.706,17.873,0.611
100,100,0.1,50,3.8,94,0.45,250,18.624,9.152,17.957,0.611
100,100,0.1,50,3.8,94,0.5,250,18.992,8.722,18.157,0.611
100,100,0.1,50,3.8,94,0.55,250,19.412,8.379,18.438,0.611
100,100,0.1,50,3.8,94,0.6,250,19.904,8.1,18.779,0.6889
100,100,0.1,50,3.9,94,0.2,250,20.854,15.386,20.78,0.591
100,100,0.1,50,3.9,94,0.25,250,19.487,13.052,19.3,0.601
100,100,0.1,50,3.9,94,0.3,250,18.813,11.544,18.528,0.6099
100,100,0.1,50,3.9,94,0.35,250,18.586,10.507,18.173,0.611
100,100,0.1,50,3.9,94,0.4,250,18.624,9.757,18.079,0.611
100,100,0.1,50,3.9,94,0.45,250,18.846,9.193,18.156,0.611
100,100,0.1,50,3.9,94,0.5,250,19.219,8.755,18.351,0.611
100,100,0.1,50,3.9,94,0.55,250,19.628,8.406,18.631,0.611
100,100,0.1,50,3.9,94,0.6,250,20.132,8.123,18.972,0.6889
100,100,0.1,50,4.0,94,0.2,250,21.167,15.56,21.092,0.591
100,100,0.1,50,4.0,94,0.25,250,19.762,13.17,19.562,0.601
100,100,0.1,50,4.0,94,0.3,250,19.056,11.63,18.76,0.61
100,100,0.1,50,4.0,94,0.35,250,18.815,10.572,18.387,0.611
100,100,0.1,50,4.0,94,0.4,250,18.844,9.807,18.281,0.611
100,100,0.1,50,4.0,94,0.45,250,19.065,9.233,18.352,0.611
100,100,0.1,50,4.0,94,0.5,250,19.437,8.787,18.543,0.611
100,100,0.1,50,4.0,94,0.55,250,19.845,8.432,18.821,0.611
100,100,0.1,50,4.0,94,0.6,250,20.349,8.145,19.162,0.6889
100,100,0.1,50,4.1,94,0.2,250,21.478,15.732,21.401,0.591
100,100,0.1,50,4.1,94,0.25,250,20.029,13.286,19.821,0.601
100,100,0.1,50,4.1,94,0.3,250,19.302,11.714,18.989,0.611
100,100,0.1,50,4.1,94,0.35,250,19.043,10.635,18.598,0.611
100,100,0.1,50,4.1,94,0.4,250,19.069,9.856,18.481,0.611
100,100,0.1,50,4.1,94,0.45,250,19.277,9.271,18.545,0.611
100,100,0.1,50,4.1,94,0.5,250,19.65,8.818,18.733,0.611
100,100,0.1,50,4.1,94,0.55,250,20.073,8.458,19.009,0.611
100,100,0.1,50,4.1,94,0.6,250,20.552,8.166,19.349,0.6889
100,100,0.1,50,4.2,94,0.2,250,21.789,15.901,21.707,0.591
100,100,0.1,50,4.2,94,0.25,250,20.292,13.401,20.077,0.601
100,100,0.1,50,4.2,94,0.3,250,19.541,11.796,19.216,0.611
100,100,0.1,50,4.2,94,0.35,250,19.27,10.696,18.807,0.611
100,100,0.1,50,4.2,94,0.4,250,19.287,9.904,18.679,0.611
100,100,0.1,50,4.2,94,0.45,250,19.494,9.309,18.736,0.611
100,100,0.1,50,4.2,94,0.5,250,19.862,8.849,18.92,0.611
100,100,0.1,50,4.2,94,0.55,250,20.286,8.483,19.193,0.6889
100,100,0.1,50,4.2,94,0.6,250,20.762,8.187,19.533,0.6889
100,100,0.1,50,4.3,94,0.2,250,22.096,16.067,22.011,0.591
100,100,0.1,50,4.3,94,0.25,250,20.553,13.514,20.331,0.601
100,100,0.1,50,4.3,94,0.3,250,19.78,11.877,19.441,0.611
100,100,0.1,50,4.3,94,0.35,250,19.485,10.757,19.014,0.611
100,100,0.1,50,4.3,94,0.4,250,19.508,9.951,18.874,0.611
100,100,0.1,50,4.3,94,0.45,250,19.714,9.346,18.924,0.611
100,100,0.1,50,4.3,94,0.5,250,20.076,8.879,19.104,0.611
100,100,0.1,50,4.3,94,0.55,250,20.502,8.508,19.376,0.6889
100,100,0.1,50,4.3,94,0.6,250,20.975,8.207,19.715,0.6889
100,100,0.1,50,4.4,94,0.2,250,22.4,16.231,22.311,0.591
100,100,0.1,50,4.4,94,0.25,250,20.817,13.624,20.583,0.6089
100,100,0.1,50,4.4,94,0.3,250,20.013,11.956,19.663,0.611
100,100,0.1,50,4.4,94,0.35,250,19.707,10.816,19.218,0.611
100,100,0.1,50,4.4,94,0.4,250,19.718,9.996,19.067,0.611
100,100,0.1,50,4.4,94,0.45,250,19.919,9.382,19.11,0.611
100,100,0.1,50,4.4,94,0.5,250,20.283,8.908,19.286,0.611
100,100,0.1,50,4.4,94,0.55,250,20.708,8.531,19.556,0.6889
100,100,0.1,50,4.4,94,0.6,250,21.17,8.226,19.895,0.6889
100,100,0.1,50,4.5,94,0.2,250,22.705,16.393,22.609,0.591
100,100,0.1,50,4.5,94,0.25,250,21.072,13.734,20.832,0.6089
100,100,0.1,50,4.5,94,0.3,250,20.243,12.034,19.883,0.611
100,100,0.1,50,4.5,94,0.35,250,19.926,10.874,19.42,0.611
100,100,0.1,50,4.5,94,0.4,250,19.933,10.041,19.258,0.611
100,100,0.1,50,4.5,94,0.45,250,20.133,9.418,19.294,0.611
100,100,0.1,50,4.5,94,0.5,250,20.495,8.936,19.466,0.611
100,100,0.1,50,4.5,94,0.55,250,20.905,8.554,19.734,0.6889
100,100,0.1,50,4.5,94,0.6,250,21.37,8.245,20.072,0.6889
100,100,0.1,50,4.6,94,0.2,250,23.01,16.553,22.905,0.591
100,100,0.1,50,4.6,94,0.25,250,21.333,13.841,21.079,0.6089
100,100,0.1,50,4.6,94,0.3,250,20.475,12.111,20.101,0.611
100,100,0.1,50,4.6,94,0.35,250,20.146,10.931,19.619,0.611
100,100,0.1,50,4.6,94,0.4,250,20.137,10.085,19.447,0.611
100,100,0.1,50,4.6,94,0.45,250,20.345,9.452,19.476,0.611
100,100,0.1,50,4.6,94,0.5,250,20.689,8.964,19.643,0.611
100,100,0.1,50,4.6,94,0.55,250,21.108,8.577,19.909,0.6889
100,100,0.1,50,4.6,94,0.6,250,21.575,8.264,20.247,0.6889
100,100,0.1,50,4.7,94,0.2,250,23.31,16.711,23.197,0.591
100,100,0.1,50,4.7,94,0.25,250,21.588,13.947,21.323,0.6089
100,100,0.1,50,4.7,94,0.3,250,20.708,12.186,20.316,0.611
100,100,0.1,50,4.7,94,0.35,250,20.358,10.987,19.817,0.611
100,100,0.1,50,4.7,94,0.4,250,20.345,10.128,19.633,0.611
100,100,0.1,50,4.7,94,0.45,250,20.545,9.486,19.655,0.611
100,100,0.1,50,4.7,94,0.5,250,20.879,8.991,19.819,0.611
100,100,0.1,50,4.7,94,0.55,250,21.315,8.599,20.083,0.6889
100,100,0.1,50,4.7,94,0.6,250,21.78,8.282,20.419,0.6889
100,100,0.1,50,4.8,94,0.2,250,23.604,16.866,23.488,0.591
100,100,0.1,50,4.8,94,0.25,250,21.843,14.051,21.565,0.6089
100,100,0.1,50,4.8,94,0.3,250,20.932,12.26,20.53,0.611
100,100,0.1,50,4.8,94,0.35,250,20.571,11.042,20.013,0.611
100,100,0.1,50,4.8,94,0.4,250,20.551,10.17,19.817,0.611
100,100,0.1,50,4.8,94,0.45,250,20.746,9.519,19.833,0.611
100,100,0.1,50,4.8,94,0.5,250,21.079,9.017,19.992,0.611
100,100,0.1,50,4.8,94,0.55,250,21.512,8.62,20.254,0.6889
100,100,0.1,50,4.8,94,0.6,250,21.986,8.299,20.59,0.6889
100,100,0.1,50,4.9,94,0.2,250,23.901,17.019,23.775,0.5989
100,100,0.1,50,4.9,94,0.25,250,22.093,14.153,21.805,0.6089
100,100,0.1,50,4.9,94,0.3,250,21.155,12.333,20.741,0.611
100,100,0.1,50,4.9,94,0.35,250,20.781,11.096,20.206,0.611
100,100,0.1,50,4.9,94,0.4,250,20.757,10.211,20.0,0.611
100,100,0.1,50,4.9,94,0.45,250,20.952,9.551,20.008,0.611
100,100,0.1,50,4.9,94,0.5,250,21.276,9.043,20.163,0.611
100,100,0.1,50,4.9,94,0.55,250,21.706,8.641,20.423,0.6889
100,100,0.1,50,4.9,94,0.6,250,22.166,8.317,20.758,0.6889
100,100,0.1,50,5.0,94,0.2,250,24.191,17.17,24.061,0.5989
100,100,0.1,50,5.0,94,0.25,250,22.344,14.254,22.043,0.6089
100,100,0.1,50,5.0,94,0.3,250,21.377,12.404,20.95,0.611
100,100,0.1,50,5.0,94,0.35,250,20.991,11.149,20.398,0.611
100,100,0.1,50,5.0,94,0.4,250,20.959,10.252,20.18,0.611
100,100,0.1,50,5.0,94,0.45,250,21.144,9.583,20.182,0.611
100,100,0.1,50,5.0,94,0.5,250,21.46,9.068,20.333,0.611
100,100,0.1,50,5.0,94,0.55,250,21.903,8.661,20.59,0.6889
100,100,0.1,50,5.0,94,0.6,250,22.367,8.333,20.924,0.6889
100,100,0.1,50,0.2,95,0.2,250,4.15,3.951,4.146,0.5989
100,100,0.1,50,0.2,95,0.25,250,4.568,4.219,4.565,0.5889
100,100,0.1,50,0.2,95,0.3,250,4.913,4.398,4.907,0.59
100,100,0.1,50,0.2,95,0.35,250,5.208,4.522,5.2,0.5899
100,100,0.1,50,0.2,95,0.4,250,5.473,4.611,5.462,0.591
100,100,0.1,50,0.2,95,0.45,250,5.711,4.678,5.702,0.5889
100,100,0.1,50,0.2,95,0.5,250,5.941,4.73,5.927,0.59
100,100,0.1,50,0.2,95,0.55,250,6.155,4.77,6.14,0.589
100,100,0.1,50,0.2,95,0.6,250,6.358,4.803,6.346,0.5889
100,100,0.1,50,0.3,95,0.2,250,5.031,4.672,5.028,0.5889
100,100,0.1,50,0.3,95,0.25,250,5.402,4.827,5.395,0.591
100,100,0.1,50,0.3,95,0.3,250,5.709,4.916,5.701,0.589
100,100,0.1,50,0.3,95,0.35,250,5.982,4.97,5.974,0.5889
100,100,0.1,50,0.3,95,0.4,250,6.238,5.005,6.225,0.589
100,100,0.1,50,0.3,95,0.45,250,6.48,5.027,6.464,0.5899
100,100,0.1,50,0.3,95,0.5,250,6.707,5.042,6.695,0.5889
100,100,0.1,50,0.3,95,0.55,250,6.937,5.053,6.919,0.5889
100,100,0.1,50,0.3,95,0.6,250,7.159,5.06,7.14,0.5889
100,100,0.1,50,0.4,95,0.2,250,5.764,5.238,5.758,0.5899
100,100,0.1,50,0.4,95,0.25,250,6.079,5.289,6.071,0.5899
100,100,0.1,50,0.4,95,0.3,250,6.357,5.302,6.344,0.59
100,100,0.1,50,0.4,95,0.35,250,6.614,5.3,6.599,0.59
100,100,0.1,50,0.4,95,0.4,250,6.862,5.29,6.844,0.59
100,100,0.1,50,0.4,95,0.45,250,7.1,5.278,7.084,0.5889
100,100,0.1,50,0.4,95,0.5,250,7.344,5.266,7.32,0.59
100,100,0.1,50,0.4,95,0.55,250,7.584,5.253,7.555,0.5909
100,100,0.1,50,0.4,95,0.6,250,7.836,5.241,7.789,0.591
100,100,0.1,50,0.5,95,0.2,250,6.409,5.716,6.4,0.591
100,100,0.1,50,0.5,95,0.25,250,6.672,5.672,6.66,0.5909
100,100,0.1,50,0.5,95,0.3,250,6.916,5.618,6.902,0.589
100,100,0.1,50,0.5,95,0.35,250,7.158,5.565,7.141,0.5899
100,100,0.1,50,0.5,95,0.4,250,7.393,5.519,7.38,0.5889
100,100,0.1,50,0.5,95,0.45,250,7.645,5.478,7.621,0.5899
100,100,0.1,50,0.5,95,0.5,250,7.894,5.442,7.863,0.5909
100,100,0.1,50,0.5,95,0.55,250,8.161,5.41,8.107,0.5989
100,100,0.1,50,0.5,95,0.6,250,8.438,5.383,8.354,0.6009
100,100,0.1,50,0.6,95,0.2,250,6.992,6.137,6.984,0.589
100,100,0.1,50,0.6,95,0.25,250,7.205,6.003,7.191,0.59
100,100,0.1,50,0.6,95,0.3,250,7.42,5.888,7.405,0.589
100,100,0.1,50,0.6,95,0.35,250,7.647,5.791,7.629,0.589
100,100,0.1,50,0.6,95,0.4,250,7.882,5.712,7.862,0.5889
100,100,0.1,50,0.6,95,0.45,250,8.14,5.645,8.103,0.591
100,100,0.1,50,0.6,95,0.5,250,8.41,5.589,8.351,0.5989
100,100,0.1,50,0.6,95,0.55,250,8.694,5.541,8.604,0.601
100,100,0.1,50,0.6,95,0.6,250,8.973,5.5,8.861,0.601
100,100,0.1,50,0.7,95,0.2,250,7.537,6.518,7.526,0.5899
100,100,0.1,50,0.7,95,0.25,250,7.698,6.299,7.682,0.59
100,100,0.1,50,0.7,95,0.3,250,7.885,6.127,7.868,0.589
100,100,0.1,50,0.7,95,0.35,250,8.097,5.99,8.077,0.5889
100,100,0.1,50,0.7,95,0.4,250,8.334,5.88,8.305,0.59
100,100,0.1,50,0.7,95,0.45,250,8.599,5.79,8.546,0.591
100,100,0.1,50,0.7,95,0.5,250,8.88,5.716,8.799,0.5999
100,100,0.1,50,0.7,95,0.55,250,9.171,5.653,9.06,0.601
100,100,0.1,50,0.7,95,0.6,250,9.475,5.6,9.327,0.6089
100,100,0.1,50,0.8,95,0.2,250,8.045,6.868,8.037,0.5889
100,100,0.1,50,0.8,95,0.25,250,8.157,6.569,8.143,0.5889
100,100,0.1,50,0.8,95,0.3,250,8.324,6.342,8.3,0.59
100,100,0.1,50,0.8,95,0.35,250,8.518,6.168,8.495,0.5889
