S0,K,r,m,T,H,sigma,trading_days,price_iter,price,price_adj,H_percent,H_log,best_beta,error_percent,q,Product
300,300,0.1,50,5,277.0,0.5,250,68.8522,34.36500937746993,66.7236097750328,7.6667,0.07976496846886255,0.611,3.09153552822887,0,0.15811388300841897
300,300,0.1,50,4,278.0,0.3,250,61.8244,41.60710364962321,61.549202886420076,7.3333,0.07616136096556403,0.591,0.4451270268371726,0,0.0848528137423857
300,300,0.1,50,4,278.0,0.4,250,60.5164,35.41808674211718,59.63821908838406,7.3333,0.07616136096556403,0.6089,1.4511453285653726,0,0.1131370849898476
300,300,0.1,50,4,278.0,0.5,250,61.594,31.89107345125403,60.09119924664978,7.3333,0.07616136096556403,0.611,2.439849260236747,0,0.1414213562373095
300,300,0.1,50,5,278.0,0.3,250,69.0697,44.463963789261285,68.4866667094299,7.3333,0.07616136096556403,0.5989,0.8441230967705086,0,0.09486832980505137
300,300,0.1,50,5,278.0,0.4,250,66.818,37.07535126222676,65.55258077811804,7.3333,0.07616136096556403,0.611,1.8938298390882038,0,0.1264911064067352
300,300,0.1,50,5,278.0,0.5,250,68.0142,32.946910038839434,65.59068171762625,7.3333,0.07616136096556403,0.611,3.5632533829314297,0,0.15811388300841897
300,300,0.1,50,4,279.0,0.3,250,60.5644,39.961701032898944,60.260359053000144,7.0,0.07257069283483537,0.591,0.5020126460426506,0,0.0848528137423857
300,300,0.1,50,4,279.0,0.4,250,59.4388,33.937457669856,58.45553317378247,7.0,0.07257069283483537,0.609,1.6542508028720808,0,0.1131370849898476
300,300,0.1,50,4,279.0,0.5,250,60.7057,30.51986287380197,58.98596637567374,7.0,0.07257069283483537,0.611,2.83290304588574,0,0.1414213562373095
300,300,0.1,50,5,279.0,0.3,250,67.7586,42.684617470031824,67.1051701191547,7.0,0.07257069283483537,0.6,0.9643497369268175,0,0.09486832980505137
300,300,0.1,50,5,279.0,0.4,250,65.8629,35.51277374180519,64.3144959900054,7.0,0.07257069283483537,0.611,2.350950246640519,0,0.1264911064067352
300,300,0.1,50,5,279.0,0.5,250,66.8368,31.52179551006401,64.45162404908895,7.0,0.07257069283483537,0.611,3.5686567144313432,0,0.15811388300841897
300,300,0.1,50,4,280.0,0.3,250,59.4415,38.29368767099723,58.95262705931245,6.6667,0.06899287148695143,0.5989,0.8224438156633831,0,0.0848528137423857
300,300,0.1,50,4,280.0,0.4,250,58.4485,32.444530578747404,57.26219290940976,6.6667,0.06899287148695143,0.611,2.0296621651372413,0,0.1131370849898476
300,300,0.1,50,4,280.0,0.5,250,59.8297,29.141073356751136,57.87400850542963,6.6667,0.06899287148695143,0.611,3.2687636651535503,0,0.1414213562373095
300,300,0.1,50,5,280.0,0.3,250,66.5548,40.883000122142846,65.70534291256273,6.6667,0.06899287148695143,0.6089,1.2763273083793696,0,0.09486832980505137
300,300,0.1,50,5,280.0,0.4,250,64.8068,33.93852819389694,63.066445843003876,6.6667,0.06899287148695143,0.611,2.6854499172866415,0,0.1264911064067352
300,300,0.1,50,5,280.0,0.5,250,65.8401,30.08968056157721,63.3064473682462,6.6667,0.06899287148695143,0.611,3.8481907405271407,0,0.15811388300841897
300,300,0.1,50,4,281.0,0.3,250,58.2157,36.602939416373545,57.62588902129592,6.3333,0.06542780532245532,0.601,1.0131476194636146,0,0.0848528137423857
300,300,0.1,50,4,281.0,0.4,250,57.437,30.939301594304965,56.058188311019336,6.3333,0.06542780532245532,0.611,2.400563554817734,0,0.1131370849898476
300,300,0.1,50,4,281.0,0.5,250,58.8096,27.754721777340706,56.75533707844555,6.3333,0.06542780532245532,0.611,3.4930741265957486,0,0.1414213562373095
300,300,0.1,50,5,281.0,0.3,250,65.2688,39.0589965244843,64.28707990435166,6.3333,0.06542780532245532,0.6089,1.5041185001843789,0,0.09486832980505137
300,300,0.1,50,5,281.0,0.4,250,63.7012,32.352611437733245,61.808423062081744,6.3333,0.06542780532245532,0.611,2.971336392278727,0,0.1264911064067352
300,300,0.1,50,5,281.0,0.5,250,65.0298,28.650579966063674,62.15516231975356,6.3333,0.06542780532245532,0.611,4.420492882103954,0,0.15811388300841897
300,300,0.1,50,4,282.0,0.3,250,56.9363,34.88933298579724,56.280027862402875,6.0,0.06187540371808753,0.601,1.1526427561979402,0,0.0848528137423857
300,300,0.1,50,4,282.0,0.4,250,56.279,29.421767221831658,54.8435098136363,6.0,0.06187540371808753,0.611,2.5506675427134473,0,0.1131370849898476
300,300,0.1,50,4,282.0,0.5,250,57.8523,26.3608250660954,55.6299636456592,6.0,0.06187540371808753,0.611,3.8413967194749334,0,0.1414213562373095
300,300,0.1,50,5,282.0,0.3,250,63.9037,37.2124919910822,62.85027642421251,6.0,0.06187540371808753,0.61,1.6484547464192072,0,0.09486832980505137
300,300,0.1,50,5,282.0,0.4,250,62.675,30.755020525825785,60.54042063992425,6.0,0.06187540371808753,0.611,3.405790761987631,0,0.1264911064067352
300,300,0.1,50,5,282.0,0.5,250,63.8766,27.204508496546737,60.997779591987964,6.0,0.06187540371808753,0.611,4.506846651218192,0,0.15811388300841897
300,300,0.1,50,4,283.0,0.3,250,55.7377,33.1527459494727,54.91492730838698,5.6667,0.05833557701296341,0.6089,1.4761511357896326,0,0.0848528137423857
