H,T,S0,K,m,sigma,price_iter,accuracy,price,price_adj,best_beta,H_log,error_percent,Product
170.0,0.2,200.0,200.0,75.0,0.3,12.641485,0.00258,12.61515,12.640154,0.620901,0.162519,0.010534,0.015492
170.0,0.2,200.0,200.0,75.0,0.4,15.8212,0.00347,15.660431,15.81441,0.612999,0.162519,0.042917,0.020656
170.0,0.2,200.0,200.0,75.0,0.5,18.552228,0.0044,18.143033,18.554192,0.579001,0.162519,0.010589,0.02582
170.0,0.4,200.0,200.0,75.0,0.2,14.267654,0.00261,14.252657,14.269022,0.523889,0.162519,0.009594,0.014606
170.0,0.4,200.0,200.0,75.0,0.3,18.532687,0.00388,18.314636,18.533071,0.581001,0.162519,0.002075,0.021909
170.0,0.4,200.0,200.0,75.0,0.4,21.958687,0.00521,21.282507,21.95544,0.585889,0.162519,0.014787,0.029212
170.0,0.4,200.0,200.0,75.0,0.5,24.603463,0.00658,23.338525,24.621363,0.573889,0.162519,0.072756,0.036515
170.0,0.6,200.0,200.0,75.0,0.2,18.545145,0.00334,18.461305,18.537622,0.652999,0.162519,0.040566,0.017889
170.0,0.6,200.0,200.0,75.0,0.3,22.925188,0.00495,22.396365,22.926696,0.580889,0.162519,0.006574,0.026833
170.0,0.6,200.0,200.0,75.0,0.4,26.137658,0.00663,24.865991,26.142578,0.580001,0.162519,0.018824,0.035777
170.0,0.6,200.0,200.0,75.0,0.5,28.567764,0.00837,26.40921,28.559374,0.585001,0.162519,0.029367,0.044721
170.0,0.8,200.0,200.0,75.0,0.2,22.320722,0.00399,22.142289,22.322599,0.575001,0.162519,0.008407,0.020656
170.0,0.8,200.0,200.0,75.0,0.3,26.503378,0.0059,25.610033,26.504085,0.582001,0.162519,0.002665,0.030984
170.0,0.8,200.0,200.0,75.0,0.4,29.413716,0.00788,27.512943,29.39968,0.587001,0.162519,0.04772,0.041312
170.0,0.8,200.0,200.0,75.0,0.5,31.542584,0.00993,28.588793,31.558534,0.579001,0.162519,0.050568,0.05164
170.0,1.0,200.0,200.0,75.0,0.2,25.759548,0.00459,25.441042,25.759648,0.582001,0.162519,0.000388,0.023094
170.0,1.0,200.0,200.0,75.0,0.3,29.570535,0.00678,28.286261,29.567346,0.584001,0.162519,0.010784,0.034641
170.0,1.0,200.0,200.0,75.0,0.4,32.122891,0.00903,29.626012,32.111527,0.585889,0.162519,0.035374,0.046188
170.0,1.0,200.0,200.0,75.0,0.5,34.020312,0.01138,30.282117,34.025237,0.581889,0.162519,0.014474,0.057735
170.0,1.2,200.0,200.0,75.0,0.2,28.935166,0.00515,28.448527,28.930976,0.588001,0.162519,0.014482,0.025298
170.0,1.2,200.0,200.0,75.0,0.3,32.263556,0.00759,30.596788,32.275479,0.577901,0.162519,0.036954,0.037947
170.0,1.2,200.0,200.0,75.0,0.4,34.442591,0.01009,31.393863,34.462569,0.578001,0.162519,0.058003,0.050596
170.0,1.2,200.0,200.0,75.0,0.5,36.139553,0.01273,31.669296,36.145752,0.581889,0.162519,0.017152,0.063246
170.0,1.4,200.0,200.0,75.0,0.2,31.895276,0.00569,31.225879,31.891287,0.586889,0.162519,0.012509,0.027325
170.0,1.4,200.0,200.0,75.0,0.3,34.72007,0.00836,32.641372,34.721995,0.581991,0.162519,0.005543,0.040988
170.0,1.4,200.0,200.0,75.0,0.4,36.548312,0.0111,32.919359,36.555236,0.581001,0.162519,0.018945,0.05465
170.0,1.4,200.0,200.0,75.0,0.5,38.023644,0.01404,32.845545,38.020974,0.582901,0.162519,0.007023,0.068313
170.0,1.6,200.0,200.0,75.0,0.2,34.682135,0.0062,33.815988,34.6789,0.585001,0.162519,0.009327,0.029212
170.0,1.6,200.0,200.0,75.0,0.3,36.9727,0.00909,34.482879,36.966446,0.584001,0.162519,0.016913,0.043818
170.0,1.6,200.0,200.0,75.0,0.4,38.445553,0.01206,34.264617,38.452337,0.581889,0.162519,0.017648,0.058424
170.0,1.6,200.0,200.0,75.0,0.5,39.718948,0.0153,33.86718,39.711827,0.583001,0.162519,0.017927,0.07303
170.0,1.8,200.0,200.0,75.0,0.2,37.326365,0.0067,36.250005,37.321682,0.585889,0.162519,0.012546,0.030984
170.0,1.8,200.0,200.0,75.0,0.3,39.047255,0.00978,36.163438,39.0491,0.582001,0.162519,0.004727,0.046476
170.0,1.8,200.0,200.0,75.0,0.4,40.192483,0.01299,35.470007,40.19523,0.582001,0.162519,0.006834,0.061968
170.0,1.8,200.0,200.0,75.0,0.5,41.237822,0.01653,34.77026,41.25804,0.580889,0.162519,0.049028,0.07746
