H,T,S0,K,m,sigma,price_iter,accuracy,best_beta,Average Error,price,price_adj,H_log,error_percent,Product,q
172,5.0,200,200,50,0.25,64.27453,0.01453,0.5889,0.17597,55.21884,64.38763,0.15082289,0.17596395,0.07905694,0
172,5.0,200,200,50,0.3,61.57113,0.01728,0.5889,0.25526,50.37098,61.72829,0.15082289,0.2552495,0.09486833,0
172,5.0,200,200,50,0.35,59.8713,0.02032,0.5889,0.22753,46.72238,60.00752,0.15082289,0.22752137,0.11067972,0
172,5.0,200,200,50,0.4,58.85194,0.02383,0.5889,0.19271,43.92255,58.96535,0.15082289,0.19270393,0.12649111,0
172,5.0,200,200,50,0.45,58.35003,0.02799,0.5889,0.10849,41.72724,58.41333,0.15082289,0.10848323,0.14230249,0
172,5.0,200,200,50,0.5,58.24984,0.03287,0.59,0.00115,39.97097,58.25051,0.15082289,0.00115022,0.15811388,0
172,5.0,200,200,50,0.55,58.4713,0.03893,0.591,0.19478,38.54074,58.35742,0.15082289,0.19476222,0.17392527,0
173,0.2,200,200,50,0.2,9.21861,0.00159,1.01,0.00286,9.21629,9.21834,0.14502577,0.00292886,0.01264911,0
173,0.2,200,200,50,0.25,10.92431,0.00197,0.411,0.00448,10.91245,10.92383,0.14502577,0.00439387,0.01581139,0
173,0.2,200,200,50,0.3,12.58887,0.00236,0.5889,0.01799,12.53063,12.59113,0.14502577,0.01795237,0.01897367,0
173,0.2,200,200,50,0.35,14.16404,0.00276,0.591,0.00043,14.01375,14.16398,0.14502577,0.00042361,0.02213594,0
173,0.2,200,200,50,0.4,15.61206,0.00317,0.5889,0.05467,15.3362,15.6206,0.14502577,0.0547013,0.02529822,0
173,0.2,200,200,50,0.45,16.94989,0.00359,0.5889,0.0406,16.49743,16.95677,0.14502577,0.04059023,0.0284605,0
173,0.2,200,200,50,0.5,18.17321,0.00401,0.5889,0.02538,17.51017,18.17783,0.14502577,0.02542204,0.03162278,0
173,0.2,200,200,50,0.55,19.28957,0.00444,0.5889,0.02644,18.39207,19.29467,0.14502577,0.02643916,0.03478505,0
173,0.8,200,200,50,0.2,22.0909,0.00365,0.5889,0.01994,21.75641,22.0953,0.14502577,0.0199177,0.02529822,0
173,0.8,200,200,50,0.25,24.16114,0.0045,0.5889,0.02839,23.37397,24.168,0.14502577,0.0283927,0.03162278,0
173,0.8,200,200,50,0.3,25.86378,0.00538,0.5889,0.03474,24.50901,25.87276,0.14502577,0.03472037,0.03794733,0
173,0.8,200,200,50,0.35,27.28017,0.00626,0.5889,0.07118,25.30427,27.29959,0.14502577,0.07118724,0.04427189,0
173,0.8,200,200,50,0.4,28.49655,0.00715,0.5889,0.11119,25.8698,28.52823,0.14502577,0.11117135,0.05059644,0
173,0.8,200,200,50,0.45,29.5854,0.00806,0.5889,0.10472,26.27963,29.61638,0.14502577,0.10471381,0.056921,0
173,0.8,200,200,50,0.5,30.55638,0.00899,0.5889,0.15468,26.58223,30.60364,0.14502577,0.15466492,0.06324555,0
173,0.8,200,200,50,0.55,31.45846,0.00994,0.5889,0.18647,26.80943,31.51712,0.14502577,0.18646812,0.06957011,0
173,1.4,200,200,50,0.2,31.31603,0.0052,0.5889,0.04465,30.24969,31.33001,0.14502577,0.04464167,0.0334664,0
173,1.4,200,200,50,0.25,32.65946,0.0064,0.5889,0.06802,30.69404,32.68167,0.14502577,0.0680048,0.041833,0
173,1.4,200,200,50,0.3,33.74322,0.0076,0.5889,0.02587,30.796,33.75195,0.14502577,0.02587186,0.0501996,0
173,1.4,200,200,50,0.35,34.63692,0.00881,0.5889,0.0884,30.73352,34.66754,0.14502577,0.08840278,0.0585662,0
173,1.4,200,200,50,0.4,35.45528,0.01006,0.5889,0.1267,30.597,35.50021,0.14502577,0.12672302,0.0669328,0
173,1.4,200,200,50,0.45,36.20825,0.01135,0.5889,0.22212,30.43096,36.28868,0.14502577,0.2221317,0.0752994,0
173,1.4,200,200,50,0.5,36.97071,0.01271,0.5889,0.22479,30.25724,37.05381,0.14502577,0.22477253,0.083666,0
173,1.4,200,200,50,0.55,37.70115,0.01414,0.5889,0.28058,30.08642,37.80693,0.14502577,0.280575,0.0920326,0
173,2.0,200,200,50,0.2,38.97994,0.00655,0.5889,0.0513,37.02804,38.99993,0.14502577,0.05128279,0.04,0
173,2.0,200,200,50,0.25,39.42555,0.00803,0.5889,0.08154,36.20072,39.4577,0.14502577,0.0815461,0.05,0
173,2.0,200,200,50,0.3,39.81719,0.0095,0.5889,0.08306,35.32097,39.85026,0.14502577,0.08305458,0.06,0
173,2.0,200,200,50,0.35,40.20154,0.01101,0.5889,0.16328,34.50816,40.26718,0.14502577,0.16327733,0.07,0
173,2.0,200,200,50,0.4,40.65433,0.01258,0.5889,0.20134,33.79138,40.73618,0.14502577,0.20133157,0.08,0
173,2.0,200,200,50,0.45,41.15726,0.01426,0.5889,0.25184,33.16872,41.26091,0.14502577,0.25183892,0.09,0
173,2.0,200,200,50,0.5,41.72503,0.01605,0.5889,0.26748,32.62922,41.83664,0.14502577,0.26748932,0.1,0
173,2.0,200,200,50,0.55,42.30458,0.018,0.5889,0.35874,32.16047,42.45634,0.14502577,0.35873184,0.11,0
173,2.6,200,200,50,0.2,45.7013,0.00777,0.5889,0.0772,42.80726,45.73658,0.14502577,0.07719693,0.04560702,0
173,2.6,200,200,50,0.25,45.21866,0.00949,0.5889,0.10833,40.72952,45.26765,0.14502577,0.10834023,0.05700877,0
173,2.6,200,200,50,0.3,44.94165,0.01122,0.5889,0.11741,38.93869,44.99442,0.14502577,0.11741892,0.06841053,0
173,2.6,200,200,50,0.35,44.85673,0.01302,0.5889,0.18149,37.45671,44.93814,0.14502577,0.18148893,0.07981228,0
173,2.6,200,200,50,0.4,44.97247,0.01493,0.5889,0.21673,36.23743,45.06994,0.14502577,0.21673259,0.09121403,0
173,2.6,200,200,50,0.45,45.21376,0.017,0.5889,0.30989,35.22831,45.35387,0.14502577,0.30988354,0.10261579,0
173,2.6,200,200,50,0.5,45.64189,0.01929,0.5889,0.25505,34.38494,45.7583,0.14502577,0.25505079,0.11401754,0
173,2.6,200,200,50,0.55,46.18294,0.02188,0.5889,0.16222,33.6726,46.25786,0.14502577,0.16222441,0.1254193,0
173,3.2,200,200,50,0.2,51.7829,0.0089,0.5889,0.07102,47.90139,51.81968,0.14502577,0.07102731,0.05059644,0
173,3.2,200,200,50,0.25,50.37274,0.01085,0.5889,0.11423,44.61945,50.43028,0.14502577,0.11422845,0.06324555,0
173,3.2,200,200,50,0.3,49.44346,0.01283,0.5889,0.14146,41.98075,49.5134,0.14502577,0.1414545,0.07589466,0
173,3.2,200,200,50,0.35,48.92557,0.01491,0.5889,0.16813,39.89161,49.00783,0.14502577,0.16813294,0.08854377,0
173,3.2,200,200,50,0.4,48.69019,0.01718,0.5889,0.27332,38.22531,48.82327,0.14502577,0.27331994,0.10119289,0
173,3.2,200,200,50,0.45,48.74979,0.01968,0.5889,0.27311,36.87791,48.88293,0.14502577,0.27310887,0.113842,0
173,3.2,200,200,50,0.5,49.04753,0.02253,0.5889,0.16486,35.77221,49.12839,0.14502577,0.16486049,0.12649111,0
173,3.2,200,200,50,0.55,49.51065,0.02579,0.5889,0.0116,34.85208,49.5164,0.14502577,0.01161366,0.13914022,0
173,3.8,200,200,50,0.2,57.35188,0.00995,0.5889,0.08325,52.47846,57.39963,0.14502577,0.08325795,0.0551362,0
173,3.8,200,200,50,0.25,55.03764,0.01212,0.5889,0.13344,48.04467,55.11108,0.14502577,0.13343595,0.06892024,0
173,3.8,200,200,50,0.3,53.46074,0.01435,0.5889,0.21399,44.61371,53.57514,0.14502577,0.21398881,0.08270429,0
173,3.8,200,200,50,0.35,52.50749,0.01671,0.5889,0.25638,41.96751,52.64211,0.14502577,0.25638247,0.09648834,0
173,3.8,200,200,50,0.4,52.02746,0.01935,0.5889,0.25222,39.89717,52.15869,0.14502577,0.25223219,0.11027239,0
173,3.8,200,200,50,0.45,51.89488,0.02235,0.5889,0.21681,38.24786,52.0074,0.14502577,0.21682293,0.12405644,0
173,3.8,200,200,50,0.5,52.07833,0.02582,0.5889,0.04849,36.91062,52.10358,0.14502577,0.04848466,0.13784049,0
173,3.8,200,200,50,0.55,52.44793,0.02986,0.591,0.0164,35.80894,52.43933,0.14502577,0.01639722,0.15162454,0
173,4.4,200,200,50,0.2,62.50577,0.01094,0.5889,0.09984,56.64076,62.56818,0.14502577,0.09984678,0.05932959,0
173,4.4,200,200,50,0.25,59.31213,0.01333,0.5889,0.16296,51.10851,59.40879,0.14502577,0.16296835,0.07416198,0
173,4.4,200,200,50,0.3,57.1808,0.0158,0.5889,0.17165,46.93486,57.27895,0.14502577,0.17164853,0.08899438,0
173,4.4,200,200,50,0.35,55.82353,0.0185,0.5889,0.2062,43.77384,55.93864,0.14502577,0.20620337,0.10382678,0
173,4.4,200,200,50,0.4,55.02304,0.02151,0.5889,0.27046,41.33456,55.17186,0.14502577,0.27046852,0.11865918,0
173,4.4,200,200,50,0.45,54.75676,0.02506,0.5889,0.11756,39.41248,54.82113,0.14502577,0.11755626,0.13349157,0
173,4.4,200,200,50,0.5,54.81497,0.02925,0.59,0.01939,37.86803,54.80434,0.14502577,0.01939251,0.14832397,0
173,4.4,200,200,50,0.55,55.06425,0.0341,0.591,0.08319,36.60528,55.01844,0.14502577,0.08319372,0.16315637,0
173,5.0,200,200,50,0.2,67.3042,0.01188,0.5889,0.12249,60.45656,67.38664,0.14502577,0.12248864,0.06324555,0
173,5.0,200,200,50,0.25,63.27183,0.01448,0.5889,0.18406,53.87845,63.38829,0.14502577,0.18406296,0.07905694,0
173,5.0,200,200,50,0.3,60.55405,0.0172,0.5889,0.22381,49.00702,60.68958,0.14502577,0.22381657,0.09486833,0
173,5.0,200,200,50,0.35,58.80583,0.02023,0.5889,0.26387,45.36784,58.961,0.14502577,0.2638684,0.11067972,0
173,5.0,200,200,50,0.4,57.81195,0.02369,0.5889,0.19553,42.58937,57.92499,0.14502577,0.19553051,0.12649111,0
173,5.0,200,200,50,0.45,57.36216,0.02777,0.5889,0.04015,40.41878,57.38519,0.14502577,0.04014842,0.14230249,0
173,5.0,200,200,50,0.5,57.29939,0.03273,0.591,0.05943,38.68712,57.26533,0.14502577,0.05944217,0.15811388,0
173,5.0,200,200,50,0.55,57.52822,0.03873,0.5989,0.12092,37.28002,57.59779,0.14502577,0.12093195,0.17392527,0
174,0.2,200,200,50,0.2,9.21773,0.00159,1.01,0.00058,9.21441,9.21767,0.13926207,0.00065092,0.01264911,0
174,0.2,200,200,50,0.25,10.91808,0.00197,0.5889,0.00979,10.89854,10.91915,0.13926207,0.00980026,0.01581139,0
174,0.2,200,200,50,0.3,12.56124,0.00236,0.5889,0.0157,12.48769,12.56322,0.13926207,0.01576278,0.01897367,0
174,0.2,200,200,50,0.35,14.10692,0.00276,0.5989,9e-05,13.92687,14.10693,0.13926207,7.089e-05,0.02213594,0
174,0.2,200,200,50,0.4,15.52511,0.00317,0.591,0.01085,15.19654,15.52343,0.13926207,0.01082118,0.02529822,0
174,0.2,200,200,50,0.45,16.81586,0.00359,0.589,0.00044,16.3017,16.81579,0.13926207,0.00041627,0.0284605,0
174,0.2,200,200,50,0.5,17.98388,0.004,0.5889,0.0507,17.25877,17.993,0.13926207,0.05071208,0.03162278,0
174,0.2,200,200,50,0.55,19.0506,0.00443,0.5889,0.0867,18.0875,19.06712,0.13926207,0.08671643,0.03478505,0
174,0.8,200,200,50,0.2,21.97151,0.00365,0.5889,0.03411,21.58807,21.97901,0.13926207,0.03413511,0.02529822,0
174,0.8,200,200,50,0.25,23.94512,0.0045,0.5889,0.01808,23.07195,23.94945,0.13926207,0.01808302,0.03162278,0
174,0.8,200,200,50,0.3,25.5445,0.00537,0.5889,0.05615,24.0882,25.55884,0.13926207,0.05613733,0.03794733,0
174,0.8,200,200,50,0.35,26.88249,0.00625,0.5889,0.08209,24.78601,26.90456,0.13926207,0.08209805,0.04427189,0
174,0.8,200,200,50,0.4,28.04512,0.00713,0.5889,0.07562,25.27338,28.06633,0.13926207,0.07562813,0.05059644,0
174,0.8,200,200,50,0.45,29.0609,0.00803,0.5889,0.13355,25.62062,29.09971,0.13926207,0.13354714,0.056921,0
174,0.8,200,200,50,0.5,29.98249,0.00895,0.5889,0.19857,25.87273,30.04202,0.13926207,0.19854922,0.06324555,0
174,0.8,200,200,50,0.55,30.86685,0.00989,0.5889,0.1668,26.0588,30.91833,0.13926207,0.16678087,0.06957011,0
174,1.4,200,200,50,0.2,31.03985,0.00521,0.5889,0.03443,29.86076,31.05053,0.13926207,0.03440738,0.0334664,0
174,1.4,200,200,50,0.25,32.24403,0.00639,0.5889,0.07508,30.13926,32.26823,0.13926207,0.07505265,0.041833,0
174,1.4,200,200,50,0.3,33.2209,0.00758,0.5889,0.04926,30.12186,33.23727,0.13926207,0.04927621,0.0501996,0
174,1.4,200,200,50,0.35,34.03566,0.00878,0.5889,0.12505,29.97474,34.07822,0.13926207,0.12504532,0.0585662,0
174,1.4,200,200,50,0.4,34.79382,0.01001,0.5889,0.17749,29.77744,34.85558,0.13926207,0.17750279,0.0669328,0
174,1.4,200,200,50,0.45,35.5415,0.01129,0.5889,0.17152,29.5669,35.60246,0.13926207,0.1715178,0.0752994,0
174,1.4,200,200,50,0.5,36.25741,0.01263,0.5889,0.21628,29.35994,36.33583,0.13926207,0.21628682,0.083666,0
174,1.4,200,200,50,0.55,36.97114,0.01406,0.5889,0.25204,29.1638,37.06432,0.13926207,0.25203442,0.0920326,0
174,2.0,200,200,50,0.2,38.55036,0.00656,0.5889,0.06197,36.44336,38.57425,0.13926207,0.06197089,0.04,0
174,2.0,200,200,50,0.25,38.8694,0.00801,0.5889,0.05755,35.44846,38.89177,0.13926207,0.0575517,0.05,0
174,2.0,200,200,50,0.3,39.14458,0.00947,0.5889,0.11904,34.4638,39.19118,0.13926207,0.11904586,0.06,0
174,2.0,200,200,50,0.35,39.46794,0.01095,0.5889,0.19796,33.58469,39.54607,0.13926207,0.19795814,0.07,0
174,2.0,200,200,50,0.4,39.87493,0.01251,0.5889,0.24589,32.82503,39.97298,0.13926207,0.24589385,0.08,0
174,2.0,200,200,50,0.45,40.35157,0.01417,0.5889,0.28992,32.17398,40.46856,0.13926207,0.28992676,0.09,0
174,2.0,200,200,50,0.5,40.91896,0.01596,0.5889,0.25611,31.61532,41.02376,0.13926207,0.25611599,0.1,0
174,2.0,200,200,50,0.55,41.50152,0.01789,0.5889,0.30683,31.13348,41.62886,0.13926207,0.30683214,0.11,0
174,2.6,200,200,50,0.2,45.14944,0.00777,0.5889,0.07577,42.05082,45.18365,0.13926207,0.0757706,0.04560702,0
174,2.6,200,200,50,0.25,44.53611,0.00947,0.5889,0.09314,39.81465,44.57759,0.13926207,0.09313791,0.05700877,0
174,2.6,200,200,50,0.3,44.15104,0.01117,0.5889,0.16293,37.937,44.22297,0.13926207,0.16291802,0.06841053,0
174,2.6,200,200,50,0.35,44.03386,0.01295,0.5889,0.19087,36.40717,44.11791,0.13926207,0.19087584,0.07981228,0
174,2.6,200,200,50,0.4,44.09728,0.01483,0.5889,0.27833,35.16142,44.22002,0.13926207,0.27833916,0.09121403,0
174,2.6,200,200,50,0.45,44.37323,0.0169,0.5889,0.25362,34.13793,44.48577,0.13926207,0.25362138,0.10261579,0
174,2.6,200,200,50,0.5,44.75632,0.01917,0.5889,0.2746,33.28725,44.87922,0.13926207,0.27459809,0.11401754,0
174,2.6,200,200,50,0.55,45.31172,0.02171,0.5889,0.134,32.57182,45.37244,0.13926207,0.13400507,0.1254193,0
174,3.2,200,200,50,0.2,51.10974,0.0089,0.5889,0.08902,46.99221,51.15524,0.13926207,0.08902413,0.05059644,0
174,3.2,200,200,50,0.25,49.57351,0.01082,0.5889,0.12585,43.56562,49.63589,0.13926207,0.12583333,0.06324555,0
174,3.2,200,200,50,0.3,48.55292,0.01277,0.5889,0.20065,40.85906,48.65034,0.13926207,0.20064705,0.07589466,0
174,3.2,200,200,50,0.35,47.99786,0.01483,0.5889,0.23104,38.7397,48.10875,0.13926207,0.23103113,0.08854377,0
174,3.2,200,200,50,0.4,47.75271,0.01706,0.5889,0.32068,37.06191,47.90584,0.13926207,0.3206729,0.10119289,0
174,3.2,200,200,50,0.45,47.82432,0.01955,0.5889,0.27752,35.71254,47.95704,0.13926207,0.27751571,0.113842,0
174,3.2,200,200,50,0.5,48.12151,0.02236,0.5889,0.16267,34.60976,48.19979,0.13926207,0.16267154,0.12649111,0
174,3.2,200,200,50,0.55,48.56374,0.02559,0.5889,0.05102,33.69503,48.58851,0.13926207,0.05100513,0.13914022,0
174,3.8,200,200,50,0.2,56.59552,0.00995,0.5889,0.07244,51.43171,56.63652,0.13926207,0.0724439,0.0551362,0
174,3.8,200,200,50,0.25,54.14354,0.01209,0.5889,0.1542,46.86924,54.22703,0.13926207,0.15420122,0.06892024,0
174,3.8,200,200,50,0.3,52.55691,0.01429,0.5889,0.14889,43.38926,52.63517,0.13926207,0.14890525,0.08270429,0
174,3.8,200,200,50,0.35,51.5367,0.01663,0.5889,0.27445,40.72948,51.67814,0.13926207,0.2744452,0.09648834,0
174,3.8,200,200,50,0.4,51.04774,0.01923,0.5889,0.27226,38.66136,51.18673,0.13926207,0.27227454,0.11027239,0
174,3.8,200,200,50,0.45,50.95867,0.02223,0.5889,0.15111,37.0212,51.03568,0.13926207,0.15112247,0.12405644,0
174,3.8,200,200,50,0.5,51.09297,0.02566,0.5889,0.08503,35.69592,51.13642,0.13926207,0.08504105,0.13784049,0
174,3.8,200,200,50,0.55,51.45242,0.02958,0.5899,0.00115,34.60702,51.45183,0.13926207,0.00114669,0.15162454,0
174,4.4,200,200,50,0.2,61.65821,0.01093,0.5889,0.09544,55.4689,61.71706,0.13926207,0.09544552,0.05932959,0
174,4.4,200,200,50,0.25,58.36659,0.01329,0.5889,0.13696,49.82491,58.44653,0.13926207,0.13696192,0.07416198,0
174,4.4,200,200,50,0.3,56.14579,0.01572,0.5889,0.22681,45.62062,56.27314,0.13926207,0.22682021,0.08899438,0
174,4.4,200,200,50,0.35,54.74826,0.01838,0.5889,0.31386,42.46167,54.9201,0.13926207,0.31387299,0.10382678,0
174,4.4,200,200,50,0.4,54.05277,0.02139,0.5889,0.18875,40.03724,54.15479,0.13926207,0.18874148,0.11865918,0
174,4.4,200,200,50,0.45,53.76499,0.0249,0.5889,0.08768,38.13438,53.81213,0.13926207,0.08767787,0.13349157,0
174,4.4,200,200,50,0.5,53.85946,0.029,0.591,0.04967,36.60996,53.83271,0.13926207,0.0496663,0.14832397,0
174,4.4,200,200,50,0.55,54.09353,0.03385,0.591,0.11081,35.36653,54.03359,0.13926207,0.11080808,0.16315637,0
174,5.0,200,200,50,0.2,66.36081,0.01187,0.5889,0.14427,59.17009,66.45655,0.13926207,0.1442719,0.06324555,0
174,5.0,200,200,50,0.25,62.23865,0.01444,0.5889,0.19028,52.49755,62.35708,0.13926207,0.19028369,0.07905694,0
174,5.0,200,200,50,0.3,59.47497,0.01711,0.5889,0.25505,47.61319,59.62666,0.13926207,0.25504847,0.09486833,0
174,5.0,200,200,50,0.35,57.7437,0.02009,0.5889,0.2635,43.99081,57.89585,0.13926207,0.26349195,0.11067972,0
174,5.0,200,200,50,0.4,56.77088,0.02354,0.5889,0.17462,41.23886,56.87001,0.13926207,0.17461417,0.12649111,0
174,5.0,200,200,50,0.45,56.373,0.02762,0.59,0.00153,39.09669,56.37386,0.13926207,0.00152555,0.14230249,0
174,5.0,200,200,50,0.5,56.30054,0.03257,0.591,0.10169,37.39235,56.24329,0.13926207,0.10168641,0.15811388,0
174,5.0,200,200,50,0.55,56.55809,0.03845,0.5989,0.06709,36.0104,56.59604,0.13926207,0.06709915,0.17392527,0
175,0.2,200,200,50,0.2,9.21668,0.00159,1.01,0.00086,9.21151,9.2166,0.13353139,0.00086799,0.01264911,0
175,0.2,200,200,50,0.25,10.90624,0.00197,0.5889,0.01311,10.88001,10.90767,0.13353139,0.01311176,0.01581139,0
175,0.2,200,200,50,0.3,12.52729,0.00236,0.5889,0.00942,12.43493,12.52847,0.13353139,0.00941944,0.01897367,0
175,0.2,200,200,50,0.35,14.03052,0.00276,0.5889,0.02935,13.82524,14.03464,0.13353139,0.02936456,0.02213594,0
175,0.2,200,200,50,0.4,15.40961,0.00317,0.5889,0.00479,15.03843,15.41034,0.13353139,0.0047373,0.02529822,0
175,0.2,200,200,50,0.45,16.64878,0.00358,0.5889,0.0577,16.08511,16.65838,0.13353139,0.05766188,0.0284605,0
175,0.2,200,200,50,0.5,17.77991,0.004,0.5889,0.05924,16.98517,17.79044,0.13353139,0.05922415,0.03162278,0
175,0.2,200,200,50,0.55,18.81086,0.00442,0.5889,0.05412,17.76018,18.82104,0.13353139,0.05411767,0.03478505,0
175,0.8,200,200,50,0.2,21.84261,0.00365,0.5889,0.01229,21.39614,21.8453,0.13353139,0.01231538,0.02529822,0
175,0.8,200,200,50,0.25,23.68666,0.0045,0.5889,0.09343,22.74154,23.70879,0.13353139,0.09342812,0.03162278,0
175,0.8,200,200,50,0.3,25.20637,0.00536,0.5889,0.06052,23.63856,25.22162,0.13353139,0.06050058,0.03794733,0
175,0.8,200,200,50,0.35,26.46811,0.00623,0.5889,0.07071,24.24043,26.48683,0.13353139,0.07072662,0.04427189,0
175,0.8,200,200,50,0.4,27.55397,0.0071,0.5889,0.10575,24.65185,27.58311,0.13353139,0.10575609,0.05059644,0
175,0.8,200,200,50,0.45,28.53417,0.00799,0.5889,0.10235,24.93882,28.56337,0.13353139,0.10233345,0.056921,0
175,0.8,200,200,50,0.5,29.42466,0.0089,0.5889,0.12816,25.14265,29.46237,0.13353139,0.12815781,0.06324555,0
175,0.8,200,200,50,0.55,30.23894,0.00984,0.5889,0.21212,25.2896,30.30308,0.13353139,0.21211061,0.06957011,0
175,1.4,200,200,50,0.2,30.74472,0.00521,0.589,0.00198,29.43649,30.74411,0.13353139,0.00198408,0.0334664,0
175,1.4,200,200,50,0.25,31.80109,0.00638,0.5889,0.08217,29.55011,31.82722,0.13353139,0.08216699,0.041833,0
175,1.4,200,200,50,0.3,32.6716,0.00755,0.5889,0.07827,29.41701,32.69717,0.13353139,0.07826369,0.0501996,0
175,1.4,200,200,50,0.35,33.42399,0.00874,0.5889,0.12657,29.18926,33.46629,0.13353139,0.12655581,0.0585662,0
175,1.4,200,200,50,0.4,34.1394,0.00996,0.5889,0.15129,28.93484,34.19105,0.13353139,0.15129147,0.0669328,0
175,1.4,200,200,50,0.45,34.83085,0.01122,0.5889,0.19498,28.68292,34.89877,0.13353139,0.19499955,0.0752994,0
175,1.4,200,200,50,0.5,35.50373,0.01254,0.5889,0.2781,28.44533,35.60246,0.13353139,0.27808346,0.083666,0
175,1.4,200,200,50,0.55,36.22687,0.01396,0.5889,0.22433,28.22609,36.30814,0.13353139,0.22433625,0.0920326,0
175,2.0,200,200,50,0.2,38.09621,0.00656,0.5889,0.05241,35.8169,38.11617,0.13353139,0.05239366,0.04,0
175,2.0,200,200,50,0.25,38.25419,0.008,0.5889,0.10958,34.6594,38.29611,0.13353139,0.10958277,0.05,0
175,2.0,200,200,50,0.3,38.43095,0.00943,0.5889,0.19641,33.57578,38.50643,0.13353139,0.1964042,0.06,0
175,2.0,200,200,50,0.35,38.72075,0.0109,0.5889,0.21283,32.6356,38.80316,0.13353139,0.21283162,0.07,0
175,2.0,200,200,50,0.4,39.09925,0.01244,0.5889,0.23533,31.8373,39.19127,0.13353139,0.23534978,0.08,0
175,2.0,200,200,50,0.45,39.55219,0.01409,0.5889,0.27361,31.16126,39.66041,0.13353139,0.27361317,0.09,0
175,2.0,200,200,50,0.5,40.09786,0.01584,0.5889,0.248,30.58617,40.19731,0.13353139,0.24801822,0.1,0
175,2.0,200,200,50,0.55,40.68429,0.01779,0.5889,0.25892,30.09344,40.78963,0.13353139,0.25892058,0.11,0
175,2.6,200,200,50,0.2,44.56156,0.00777,0.5889,0.0749,41.24825,44.59494,0.13353139,0.07490761,0.04560702,0
175,2.6,200,200,50,0.25,43.79575,0.00945,0.5889,0.13921,38.86156,43.85671,0.13353139,0.13919159,0.05700877,0
175,2.6,200,200,50,0.3,43.36648,0.01113,0.5889,0.13731,36.90461,43.42603,0.13353139,0.13731804,0.06841053,0
175,2.6,200,200,50,0.35,43.17725,0.01288,0.5889,0.23028,35.3329,43.27668,0.13353139,0.23028331,0.07981228,0
175,2.6,200,200,50,0.4,43.2225,0.01474,0.5889,0.30121,34.06528,43.35269,0.13353139,0.30120886,0.09121403,0
175,2.6,200,200,50,0.45,43.48546,0.01678,0.5889,0.27055,33.03096,43.60311,0.13353139,0.2705502,0.10261579,0
175,2.6,200,200,50,0.5,43.919,0.01905,0.5889,0.15673,32.17572,43.98784,0.13353139,0.1567431,0.11401754,0
175,2.6,200,200,50,0.55,44.43636,0.02156,0.5889,0.09043,31.45936,44.47655,0.13353139,0.09044395,0.1254193,0
175,3.2,200,200,50,0.2,50.4142,0.0089,0.5889,0.07613,46.03353,50.45258,0.13353139,0.07612934,0.05059644,0
175,3.2,200,200,50,0.25,48.7337,0.01079,0.5889,0.15658,42.4726,48.81001,0.13353139,0.15658569,0.06324555,0
175,3.2,200,200,50,0.3,47.67579,0.01271,0.5889,0.18089,39.70685,47.76203,0.13353139,0.18088846,0.07589466,0
175,3.2,200,200,50,0.35,47.05764,0.01474,0.5889,0.27994,37.56377,47.18937,0.13353139,0.27993329,0.08854377,0
175,3.2,200,200,50,0.4,46.85031,0.01697,0.5889,0.25952,35.87931,46.97189,0.13353139,0.25950735,0.10119289,0
175,3.2,200,200,50,0.45,46.89665,0.01943,0.5889,0.25782,34.53159,47.01756,0.13353139,0.25782225,0.113842,0
175,3.2,200,200,50,0.5,47.23269,0.02226,0.5889,0.05753,33.43449,47.25986,0.13353139,0.05752372,0.12649111,0
175,3.2,200,200,50,0.55,47.65554,0.02542,0.589,0.00453,32.5273,47.65338,0.13353139,0.00453253,0.13914022,0
175,3.8,200,200,50,0.2,55.76015,0.00994,0.5889,0.13117,50.33267,55.83329,0.13353139,0.13116894,0.0551362,0
175,3.8,200,200,50,0.25,53.22518,0.01205,0.5889,0.16133,45.65384,53.31105,0.13353139,0.16133341,0.06892024,0
175,3.8,200,200,50,0.3,51.53504,0.01421,0.5889,0.26231,42.13445,51.67022,0.13353139,0.26230697,0.08270429,0
175,3.8,200,200,50,0.35,50.5636,0.01654,0.5889,0.25882,39.46801,50.69447,0.13353139,0.25882255,0.09648834,0
175,3.8,200,200,50,0.4,50.09983,0.01913,0.5889,0.19792,37.4071,50.19899,0.13353139,0.19792482,0.11027239,0
175,3.8,200,200,50,0.45,49.99441,0.02205,0.5889,0.11345,35.77977,50.05113,0.13353139,0.11345268,0.12405644,0
175,3.8,200,200,50,0.5,50.14132,0.02542,0.5889,0.03466,34.46918,50.15869,0.13353139,0.03464209,0.13784049,0
175,3.8,200,200,50,0.55,50.5664,0.02943,0.591,0.10858,33.39518,50.5115,0.13353139,0.10857012,0.15162454,0
175,4.4,200,200,50,0.2,60.73517,0.01092,0.5889,0.14674,54.24235,60.82429,0.13353139,0.14673541,0.05932959,0
175,4.4,200,200,50,0.25,57.32509,0.01324,0.5889,0.22144,48.50068,57.45203,0.13353139,0.22143882,0.07416198,0
175,4.4,200,200,50,0.3,55.10114,0.01564,0.5889,0.25676,44.27613,55.24262,0.13353139,0.2567642,0.08899438,0
175,4.4,200,200,50,0.35,53.7167,0.01827,0.5889,0.3084,41.12653,53.88237,0.13353139,0.30841433,0.10382678,0
175,4.4,200,200,50,0.4,52.99134,0.02124,0.5889,0.24762,38.72207,53.12256,0.13353139,0.24762537,0.11865918,0
