H,T,S0,K,m,sigma,price_iter,accuracy,best_beta,Average Error,price,price_adj,H_log,error_percent,Product,q
175,4.4,200,200,50,0.45,52.79842,0.02474,0.589,0.0096,36.84214,52.79334,0.13353139,0.0096215,0.13349157,0
175,4.4,200,200,50,0.5,52.86608,0.02873,0.591,0.07644,35.34048,52.82567,0.13353139,0.07643843,0.14832397,0
175,4.4,200,200,50,0.55,53.23599,0.03375,0.5989,0.05467,34.11845,53.2651,0.13353139,0.05468105,0.16315637,0
175,5.0,200,200,50,0.2,65.40934,0.01186,0.5889,0.11342,57.82681,65.48352,0.13353139,0.11340888,0.06324555,0
175,5.0,200,200,50,0.25,61.18695,0.01439,0.5889,0.17395,51.07542,61.29339,0.13353139,0.17395866,0.07905694,0
175,5.0,200,200,50,0.3,58.39017,0.01703,0.5889,0.25537,46.18921,58.53928,0.13353139,0.25536833,0.09486833,0
175,5.0,200,200,50,0.35,56.6671,0.01999,0.5889,0.25562,42.59121,56.81196,0.13353139,0.25563334,0.11067972,0
175,5.0,200,200,50,0.4,55.71789,0.0234,0.5889,0.14805,39.87101,55.80039,0.13353139,0.14806734,0.12649111,0
175,5.0,200,200,50,0.45,55.29212,0.02737,0.5889,0.00326,37.76098,55.29393,0.13353139,0.00327352,0.14230249,0
175,5.0,200,200,50,0.5,55.37061,0.03233,0.5989,0.12162,36.08668,55.43795,0.13353139,0.12161686,0.15811388,0
175,5.0,200,200,50,0.55,55.58981,0.03801,0.599,0.00029,34.73193,55.58965,0.13353139,0.00028782,0.17392527,0
176,0.2,200,200,50,0.2,9.21155,0.00159,0.4889,0.00277,9.20712,9.21181,0.12783337,0.00282254,0.01264911,0
176,0.2,200,200,50,0.25,10.89307,0.00197,0.601,0.00154,10.85559,10.8929,0.12783337,0.00156063,0.01581139,0
176,0.2,200,200,50,0.3,12.48463,0.00236,0.5889,0.00755,12.37057,12.48557,0.12783337,0.00752926,0.01897367,0
176,0.2,200,200,50,0.35,13.95001,0.00276,0.5889,0.01825,13.70702,13.95255,0.12783337,0.01820787,0.02213594,0
176,0.2,200,200,50,0.4,15.2746,0.00317,0.5889,0.0537,14.86017,15.2828,0.12783337,0.05368389,0.02529822,0
176,0.2,200,200,50,0.45,16.48239,0.00358,0.5889,0.00661,15.8462,16.48348,0.12783337,0.00661312,0.0284605,0
176,0.2,200,200,50,0.5,17.56255,0.004,0.5889,0.03696,16.68818,17.56904,0.12783337,0.03695363,0.03162278,0
176,0.2,200,200,50,0.55,18.53383,0.00441,0.5889,0.1169,17.40915,18.55549,0.12783337,0.11686737,0.03478505,0
176,0.8,200,200,50,0.2,21.68693,0.00365,0.5889,0.02423,21.17819,21.69219,0.12783337,0.02425424,0.02529822,0
176,0.8,200,200,50,0.25,23.43622,0.0045,0.5889,0.03524,22.38097,23.44448,0.12783337,0.03524459,0.03162278,0
176,0.8,200,200,50,0.3,24.83959,0.00536,0.5889,0.08223,23.15893,24.86001,0.12783337,0.08220748,0.03794733,0
176,0.8,200,200,50,0.35,26.01138,0.00621,0.5889,0.13191,23.6668,26.04569,0.12783337,0.13190381,0.04427189,0
176,0.8,200,200,50,0.4,27.04005,0.00707,0.5889,0.14069,24.00475,27.0781,0.12783337,0.1407172,0.05059644,0
176,0.8,200,200,50,0.45,27.97344,0.00795,0.5889,0.12011,24.23396,28.00704,0.12783337,0.12011394,0.056921,0
176,0.8,200,200,50,0.5,28.81354,0.00885,0.5889,0.17686,24.39185,28.8645,0.12783337,0.1768613,0.06324555,0
176,0.8,200,200,50,0.55,29.61283,0.00978,0.5889,0.19731,24.50178,29.67126,0.12783337,0.19731312,0.06957011,0
176,1.4,200,200,50,0.2,30.39523,0.00521,0.5889,0.04296,28.97465,30.40829,0.12783337,0.04296727,0.0334664,0
176,1.4,200,200,50,0.25,31.33662,0.00638,0.5889,0.06651,28.92529,31.35746,0.12783337,0.06650366,0.041833,0
176,1.4,200,200,50,0.3,32.10684,0.00753,0.5889,0.07512,28.68073,32.13096,0.12783337,0.07512418,0.0501996,0
176,1.4,200,200,50,0.35,32.77974,0.0087,0.5889,0.1574,28.37671,32.83133,0.12783337,0.1573838,0.0585662,0
176,1.4,200,200,50,0.4,33.4431,0.0099,0.5889,0.18923,28.06899,33.50639,0.12783337,0.18924681,0.0669328,0
176,1.4,200,200,50,0.45,34.1127,0.01115,0.5889,0.18987,27.77894,34.17747,0.12783337,0.18987063,0.0752994,0
176,1.4,200,200,50,0.5,34.75443,0.01246,0.5889,0.28553,27.51341,34.85367,0.12783337,0.28554633,0.083666,0
176,1.4,200,200,50,0.55,35.43303,0.01385,0.5889,0.29726,27.27329,35.53836,0.12783337,0.29726501,0.0920326,0
176,2.0,200,200,50,0.2,37.60775,0.00656,0.5889,0.04316,35.14662,37.62398,0.12783337,0.043156,0.04,0
176,2.0,200,200,50,0.25,37.63107,0.00798,0.5889,0.10284,33.83248,37.66977,0.12783337,0.10284055,0.05,0
176,2.0,200,200,50,0.3,37.74075,0.00939,0.5889,0.1451,32.65639,37.79552,0.12783337,0.14512165,0.06,0
176,2.0,200,200,50,0.35,37.96354,0.01085,0.5889,0.19663,31.66062,38.03819,0.12783337,0.19663604,0.07,0
176,2.0,200,200,50,0.4,38.29226,0.01236,0.5889,0.25761,30.82808,38.39091,0.12783337,0.25762386,0.08,0
176,2.0,200,200,50,0.45,38.7569,0.014,0.5889,0.20512,30.13054,38.8364,0.12783337,0.20512476,0.09,0
176,2.0,200,200,50,0.5,39.23608,0.01573,0.5889,0.30886,29.54179,39.35726,0.12783337,0.30884839,0.1,0
176,2.0,200,200,50,0.55,39.87477,0.01766,0.5889,0.16027,29.04041,39.93867,0.12783337,0.16025171,0.11,0
176,2.6,200,200,50,0.2,43.93962,0.00777,0.5889,0.0665,40.3976,43.96884,0.12783337,0.06650035,0.04560702,0
176,2.6,200,200,50,0.25,43.05673,0.00942,0.5889,0.11022,37.86936,43.10419,0.12783337,0.11022667,0.05700877,0
176,2.6,200,200,50,0.3,42.52805,0.01108,0.5889,0.17665,35.84109,42.60317,0.12783337,0.17663636,0.06841053,0
176,2.6,200,200,50,0.35,42.31853,0.01281,0.5889,0.2262,34.23371,42.41425,0.12783337,0.22618933,0.07981228,0
176,2.6,200,200,50,0.4,42.34594,0.01465,0.5889,0.28794,32.94894,42.46788,0.12783337,0.28796149,0.09121403,0
176,2.6,200,200,50,0.45,42.62334,0.01668,0.5889,0.19363,31.90739,42.70587,0.12783337,0.19362631,0.10261579,0
176,2.6,200,200,50,0.5,43.00961,0.01891,0.5889,0.17335,31.05038,43.08417,0.12783337,0.17335661,0.11401754,0
176,2.6,200,200,50,0.55,43.49615,0.02136,0.5889,0.17025,30.33528,43.5702,0.12783337,0.17024495,0.1254193,0
176,3.2,200,200,50,0.2,49.67263,0.00889,0.5889,0.07556,45.02349,49.71016,0.12783337,0.07555469,0.05059644,0
176,3.2,200,200,50,0.25,47.86284,0.01075,0.5889,0.1861,41.33957,47.95191,0.12783337,0.18609426,0.06324555,0
176,3.2,200,200,50,0.3,46.75004,0.01265,0.5889,0.20983,38.52374,46.84814,0.12783337,0.20983939,0.07589466,0
176,3.2,200,200,50,0.35,46.13065,0.01466,0.5889,0.25769,36.36368,46.24953,0.12783337,0.25770285,0.08854377,0
176,3.2,200,200,50,0.4,45.91477,0.01685,0.5889,0.23218,34.67748,46.02138,0.12783337,0.23219108,0.10119289,0
176,3.2,200,200,50,0.45,45.99889,0.01931,0.5889,0.14257,33.33508,46.06447,0.12783337,0.14256866,0.113842,0
176,3.2,200,200,50,0.5,46.30016,0.02208,0.5889,0.01827,32.24645,46.30862,0.12783337,0.01827208,0.12649111,0
176,3.2,200,200,50,0.55,46.76817,0.02525,0.591,0.03226,31.34893,46.75308,0.12783337,0.03226553,0.13914022,0
176,3.8,200,200,50,0.2,54.92719,0.00993,0.5889,0.11157,49.17954,54.98847,0.12783337,0.11156587,0.0551362,0
176,3.8,200,200,50,0.25,52.2514,0.01201,0.5889,0.21257,44.39769,52.36247,0.12783337,0.21256847,0.06892024,0
176,3.8,200,200,50,0.3,50.54877,0.01413,0.5889,0.25959,40.84893,50.67999,0.12783337,0.25959089,0.08270429,0
176,3.8,200,200,50,0.35,49.58647,0.01644,0.5889,0.21074,38.18298,49.69097,0.12783337,0.21074297,0.09648834,0
176,3.8,200,200,50,0.4,49.10006,0.019,0.5889,0.19421,36.13437,49.19542,0.12783337,0.19421565,0.11027239,0
176,3.8,200,200,50,0.45,49.03564,0.02191,0.5889,0.03693,34.52357,49.05375,0.12783337,0.03693232,0.12405644,0
176,3.8,200,200,50,0.5,49.23139,0.02528,0.591,0.02107,33.23046,49.22102,0.12783337,0.0210638,0.13784049,0
176,3.8,200,200,50,0.55,49.67643,0.02923,0.5989,0.12998,32.17345,49.741,0.12783337,0.12998116,0.15162454,0
176,4.4,200,200,50,0.2,59.81926,0.01091,0.5889,0.11564,52.95932,59.88844,0.12783337,0.11564837,0.05932959,0
176,4.4,200,200,50,0.25,56.3165,0.0132,0.5889,0.19203,47.13508,56.42465,0.12783337,0.19203963,0.07416198,0
176,4.4,200,200,50,0.3,54.05597,0.01557,0.5889,0.2426,42.9011,54.18711,0.12783337,0.2426004,0.08899438,0
176,4.4,200,200,50,0.35,52.73988,0.01817,0.5889,0.16201,39.76832,52.82533,0.12783337,0.1620216,0.10382678,0
176,4.4,200,200,50,0.4,52.03861,0.02113,0.5889,0.07016,37.38904,52.07512,0.12783337,0.07015945,0.11865918,0
176,4.4,200,200,50,0.45,51.75576,0.02453,0.5889,0.00348,35.53578,51.75757,0.12783337,0.0034972,0.13349157,0
176,4.4,200,200,50,0.5,51.88977,0.02861,0.591,0.15621,34.05964,51.80871,0.12783337,0.15621576,0.14832397,0
176,4.4,200,200,50,0.55,52.26294,0.03345,0.5989,0.00772,32.86108,52.26698,0.12783337,0.00773014,0.16315637,0
176,5.0,200,200,50,0.2,64.36943,0.01185,0.5889,0.15027,56.42492,64.46616,0.12783337,0.1502732,0.06324555,0
176,5.0,200,200,50,0.25,60.02755,0.01432,0.5889,0.28164,49.61134,60.19662,0.12783337,0.28165401,0.07905694,0
176,5.0,200,200,50,0.3,57.29867,0.01694,0.5889,0.22428,44.73481,57.42718,0.12783337,0.22428095,0.09486833,0
176,5.0,200,200,50,0.35,55.6244,0.01986,0.5889,0.1525,41.16892,55.70923,0.12783337,0.15250502,0.11067972,0
176,5.0,200,200,50,0.4,54.69587,0.02322,0.5889,0.03696,38.48579,54.71609,0.12783337,0.03696806,0.12649111,0
176,5.0,200,200,50,0.45,54.33765,0.02727,0.591,0.09322,36.41167,54.287,0.12783337,0.09321345,0.14230249,0
176,5.0,200,200,50,0.5,54.36622,0.03202,0.5989,0.06292,34.77014,54.40042,0.12783337,0.06290671,0.15811388,0
176,5.0,200,200,50,0.55,54.68614,0.038,0.601,0.0935,33.44464,54.63501,0.12783337,0.09349718,0.17392527,0
177,0.2,200,200,50,0.2,9.20903,0.00159,0.611,0.00114,9.20058,9.20892,0.12216763,0.00119448,0.01264911,0
177,0.2,200,200,50,0.25,10.87018,0.00197,0.5889,0.01657,10.82376,10.87198,0.12216763,0.01655906,0.01581139,0
177,0.2,200,200,50,0.3,12.42979,0.00236,0.5889,0.02569,12.29263,12.43298,0.12216763,0.02566415,0.01897367,0
177,0.2,200,200,50,0.35,13.85471,0.00276,0.5889,0.01355,13.57021,13.85659,0.12216763,0.01356939,0.02213594,0
177,0.2,200,200,50,0.4,15.13377,0.00317,0.5889,0.03004,14.65999,15.13832,0.12216763,0.03006521,0.02529822,0
177,0.2,200,200,50,0.45,16.28327,0.00358,0.5889,0.03944,15.58351,16.28969,0.12216763,0.03942697,0.0284605,0
177,0.2,200,200,50,0.5,17.31857,0.00399,0.5889,0.05263,16.36661,17.32768,0.12216763,0.0526025,0.03162278,0
177,0.2,200,200,50,0.55,18.26431,0.0044,0.5889,0.02883,17.03348,18.26957,0.12216763,0.02879934,0.03478505,0
177,0.8,200,200,50,0.2,21.51059,0.00366,0.5889,0.03236,20.93162,21.51755,0.12216763,0.03235616,0.02529822,0
177,0.8,200,200,50,0.25,23.14519,0.0045,0.5889,0.04195,21.98843,23.1549,0.12216763,0.04195256,0.03162278,0
177,0.8,200,200,50,0.3,24.45444,0.00535,0.5889,0.07563,22.64816,24.47293,0.12216763,0.07560999,0.03794733,0
177,0.8,200,200,50,0.35,25.5583,0.00619,0.5889,0.08652,23.06441,25.58041,0.12216763,0.0865081,0.04427189,0
177,0.8,200,200,50,0.4,26.51243,0.00704,0.5889,0.14482,23.33167,26.55083,0.12216763,0.14483772,0.05059644,0
177,0.8,200,200,50,0.45,27.40362,0.00791,0.5889,0.09782,23.50581,27.43043,0.12216763,0.09783379,0.056921,0
177,0.8,200,200,50,0.5,28.18014,0.00879,0.5889,0.24162,23.62021,28.24823,0.12216763,0.24162407,0.06324555,0
177,0.8,200,200,50,0.55,28.96964,0.00971,0.5889,0.1833,23.69529,29.02274,0.12216763,0.18329534,0.06957011,0
177,1.4,200,200,50,0.2,30.02847,0.00521,0.5889,0.04394,28.47293,30.04167,0.12216763,0.04395828,0.0334664,0
177,1.4,200,200,50,0.25,30.84229,0.00637,0.5889,0.05017,28.26351,30.85776,0.12216763,0.0501584,0.041833,0
177,1.4,200,200,50,0.3,31.49741,0.0075,0.5889,0.12872,27.91234,31.53796,0.12216763,0.12874074,0.0501996,0
177,1.4,200,200,50,0.35,32.11241,0.00866,0.5889,0.18856,27.53671,32.17296,0.12216763,0.18855639,0.0585662,0
177,1.4,200,200,50,0.4,32.71686,0.00983,0.5889,0.25833,27.17973,32.80138,0.12216763,0.25833775,0.0669328,0
177,1.4,200,200,50,0.45,33.35711,0.01107,0.5889,0.24392,26.85487,33.43847,0.12216763,0.24390602,0.0752994,0
177,1.4,200,200,50,0.5,33.98579,0.01236,0.5889,0.30484,26.56417,34.08939,0.12216763,0.30483328,0.083666,0
177,1.4,200,200,50,0.55,34.64904,0.01375,0.5889,0.30578,26.30545,34.75499,0.12216763,0.30578048,0.0920326,0
177,2.0,200,200,50,0.2,37.06539,0.00656,0.5889,0.08224,34.43044,37.09588,0.12216763,0.08226003,0.04,0
177,2.0,200,200,50,0.25,36.95596,0.00796,0.5889,0.1511,32.96667,37.0118,0.12216763,0.15109877,0.05,0
177,2.0,200,200,50,0.3,36.98363,0.00935,0.5889,0.20089,31.70512,37.05793,0.12216763,0.2008997,0.06,0
177,2.0,200,200,50,0.35,37.17076,0.01078,0.5889,0.21556,30.65954,37.25088,0.12216763,0.21554577,0.07,0
177,2.0,200,200,50,0.4,37.47674,0.01228,0.5889,0.25358,29.7973,37.57177,0.12216763,0.25357061,0.08,0
177,2.0,200,200,50,0.45,37.91539,0.0139,0.5889,0.21385,29.0818,37.99647,0.12216763,0.21384456,0.09,0
177,2.0,200,200,50,0.5,38.3939,0.01562,0.5889,0.28577,28.48221,38.50362,0.12216763,0.28577456,0.1,0
177,2.0,200,200,50,0.55,39.01219,0.01751,0.5889,0.16355,27.97441,39.076,0.12216763,0.16356426,0.11,0
177,2.6,200,200,50,0.2,43.26483,0.00777,0.5889,0.08984,39.49694,43.3037,0.12216763,0.08984203,0.04560702,0
177,2.6,200,200,50,0.25,42.27556,0.0094,0.5889,0.10319,36.83714,42.31919,0.12216763,0.10320384,0.05700877,0
177,2.6,200,200,50,0.3,41.66447,0.01102,0.5889,0.21488,34.74602,41.754,0.12216763,0.21488333,0.06841053,0
177,2.6,200,200,50,0.35,41.43057,0.01273,0.5889,0.24104,33.10943,41.53043,0.12216763,0.24102975,0.07981228,0
177,2.6,200,200,50,0.4,41.46321,0.01456,0.5889,0.24666,31.81234,41.56548,0.12216763,0.24665239,0.09121403,0
177,2.6,200,200,50,0.45,41.67865,0.01655,0.5889,0.2768,30.76722,41.79401,0.12216763,0.2767844,0.10261579,0
177,2.6,200,200,50,0.5,42.08633,0.01876,0.5889,0.19459,29.91125,42.16822,0.12216763,0.19457624,0.11401754,0
177,2.6,200,200,50,0.55,42.67258,0.02126,0.5899,0.00308,29.19963,42.67389,0.12216763,0.00306989,0.1254193,0
177,3.2,200,200,50,0.2,48.89219,0.00888,0.5889,0.07001,43.96021,48.92642,0.12216763,0.07001118,0.05059644,0
177,3.2,200,200,50,0.25,46.98609,0.01072,0.5889,0.1591,40.16568,47.06084,0.12216763,0.15908964,0.06324555,0
177,3.2,200,200,50,0.3,45.78942,0.01258,0.5889,0.25963,37.30938,45.9083,0.12216763,0.25962329,0.07589466,0
177,3.2,200,200,50,0.35,45.16228,0.01455,0.5889,0.28074,35.13929,45.28907,0.12216763,0.28074313,0.08854377,0
177,3.2,200,200,50,0.4,44.99547,0.01674,0.5889,0.13059,33.45639,45.05423,0.12216763,0.13059092,0.10119289,0
177,3.2,200,200,50,0.45,45.04761,0.01916,0.5889,0.11134,32.12302,45.09776,0.12216763,0.11132666,0.113842,0
177,3.2,200,200,50,0.5,45.34967,0.02189,0.589,0.00314,31.04565,45.34825,0.12216763,0.00313122,0.12649111,0
177,3.2,200,200,50,0.55,45.83014,0.02504,0.591,0.07135,30.15999,45.79744,0.12216763,0.07135043,0.13914022,0
177,3.8,200,200,50,0.2,54.02788,0.00992,0.5889,0.13451,47.97046,54.10055,0.12216763,0.13450463,0.0551362,0
177,3.8,200,200,50,0.25,51.26992,0.01196,0.5889,0.21587,43.10001,51.38059,0.12216763,0.21585756,0.06892024,0
177,3.8,200,200,50,0.3,49.53218,0.01405,0.5889,0.2665,39.5324,49.66418,0.12216763,0.26649342,0.08270429,0
177,3.8,200,200,50,0.35,48.56132,0.01633,0.5889,0.21863,36.87426,48.6675,0.12216763,0.21865139,0.09648834,0
177,3.8,200,200,50,0.4,48.09356,0.01886,0.5889,0.17138,34.84314,48.17598,0.12216763,0.1713743,0.11027239,0
177,3.8,200,200,50,0.45,48.05205,0.02177,0.589,0.01307,33.25262,48.04577,0.12216763,0.01306916,0.12405644,0
177,3.8,200,200,50,0.5,48.25259,0.02509,0.591,0.06123,31.97978,48.22304,0.12216763,0.06124024,0.13784049,0
177,3.8,200,200,50,0.55,48.69628,0.029,0.5989,0.12713,30.9419,48.75819,0.12216763,0.12713497,0.15162454,0
177,4.4,200,200,50,0.2,58.82543,0.0109,0.5889,0.14041,51.61799,58.90802,0.12216763,0.14039846,0.05932959,0
177,4.4,200,200,50,0.25,55.24929,0.01314,0.5889,0.20717,45.72735,55.36375,0.12216763,0.20717008,0.07416198,0
177,4.4,200,200,50,0.3,52.93439,0.01546,0.5889,0.32483,41.49523,53.10633,0.12216763,0.32481719,0.08899438,0
177,4.4,200,200,50,0.35,51.66514,0.01805,0.5889,0.16207,38.38691,51.74888,0.12216763,0.16208221,0.10382678,0
177,4.4,200,200,50,0.4,50.96733,0.02098,0.5889,0.08852,36.03812,51.01245,0.12216763,0.0885273,0.11865918,0
177,4.4,200,200,50,0.45,50.79509,0.0244,0.591,0.0609,34.21531,50.76416,0.12216763,0.06089171,0.13349157,0
177,4.4,200,200,50,0.5,50.87857,0.02843,0.591,0.19011,32.76747,50.78184,0.12216763,0.19011934,0.14832397,0
177,4.4,200,200,50,0.55,51.26245,0.03313,0.599,0.0023,31.59445,51.26363,0.12216763,0.00230188,0.16315637,0
177,5.0,200,200,50,0.2,63.29622,0.01183,0.5889,0.16872,54.96264,63.40301,0.12216763,0.16871466,0.06324555,0
177,5.0,200,200,50,0.25,58.93386,0.01427,0.5889,0.22448,48.10462,59.06615,0.12216763,0.22447198,0.07905694,0
177,5.0,200,200,50,0.3,56.13197,0.01684,0.5889,0.28172,43.2497,56.2901,0.12216763,0.28171112,0.09486833,0
177,5.0,200,200,50,0.35,54.50423,0.01974,0.5889,0.15287,39.72385,54.58755,0.12216763,0.15286887,0.11067972,0
177,5.0,200,200,50,0.4,53.58662,0.02308,0.5889,0.05684,37.08318,53.61708,0.12216763,0.05684255,0.12649111,0
177,5.0,200,200,50,0.45,53.30941,0.02707,0.591,0.18055,35.04877,53.21316,0.12216763,0.18054974,0.14230249,0
177,5.0,200,200,50,0.5,53.42041,0.0319,0.601,0.00956,33.44278,53.4153,0.12216763,0.00956563,0.15811388,0
177,5.0,200,200,50,0.55,53.75558,0.03767,0.6089,0.19537,32.14857,53.8606,0.12216763,0.19536576,0.17392527,0
178,0.2,200,200,50,0.2,9.20195,0.00159,0.511,0.00269,9.19099,9.2017,0.11653382,0.00271682,0.01264911,0
178,0.2,200,200,50,0.25,10.84509,0.00197,0.5889,0.00261,10.7827,10.84537,0.11653382,0.00258181,0.01581139,0
178,0.2,200,200,50,0.3,12.36826,0.00236,0.5889,0.00591,12.19895,12.36899,0.11653382,0.0059022,0.01897367,0
178,0.2,200,200,50,0.35,13.73631,0.00276,0.5889,0.06322,13.41271,13.74499,0.11653382,0.06319019,0.02213594,0
178,0.2,200,200,50,0.4,14.96834,0.00316,0.5889,0.04648,14.43608,14.9753,0.11653382,0.04649814,0.02529822,0
178,0.2,200,200,50,0.45,16.06607,0.00357,0.5889,0.05961,15.29556,16.07564,0.11653382,0.05956653,0.0284605,0
178,0.2,200,200,50,0.5,17.06086,0.00398,0.5889,0.02571,16.01931,17.06524,0.11653382,0.0256728,0.03162278,0
178,0.2,200,200,50,0.55,17.96148,0.00439,0.5889,0.00488,16.63227,17.96235,0.11653382,0.0048437,0.03478505,0
178,0.8,200,200,50,0.2,21.3119,0.00366,0.5889,0.03397,20.65372,21.31914,0.11653382,0.03397163,0.02529822,0
178,0.8,200,200,50,0.25,22.82886,0.0045,0.5889,0.04184,21.5621,22.83842,0.11653382,0.04187682,0.03162278,0
178,0.8,200,200,50,0.3,24.03874,0.00533,0.5889,0.0855,22.1051,24.05929,0.11653382,0.08548701,0.03794733,0
178,0.8,200,200,50,0.35,25.06669,0.00617,0.5889,0.09415,22.43257,25.09029,0.11653382,0.09414885,0.04427189,0
178,0.8,200,200,50,0.4,25.97583,0.00701,0.5889,0.09635,22.6322,26.00086,0.11653382,0.09635881,0.05059644,0
178,0.8,200,200,50,0.45,26.79887,0.00786,0.5889,0.12831,22.75414,26.83326,0.11653382,0.12832631,0.056921,0
178,0.8,200,200,50,0.5,27.56687,0.00874,0.5889,0.1687,22.82761,27.61338,0.11653382,0.16871701,0.06324555,0
178,0.8,200,200,50,0.55,28.28516,0.00963,0.5889,0.25556,22.87008,28.35745,0.11653382,0.25557572,0.06957011,0
178,1.4,200,200,50,0.2,29.62955,0.00521,0.5889,0.04214,27.92896,29.64203,0.11653382,0.04212011,0.0334664,0
178,1.4,200,200,50,0.25,30.30796,0.00635,0.5889,0.06261,27.56349,30.32694,0.11653382,0.06262381,0.041833,0
178,1.4,200,200,50,0.3,30.86528,0.00747,0.5889,0.16911,27.11114,30.91748,0.11653382,0.16912207,0.0501996,0
178,1.4,200,200,50,0.35,31.44252,0.00861,0.5889,0.15353,26.66893,31.49079,0.11653382,0.15351823,0.0585662,0
178,1.4,200,200,50,0.4,32.02051,0.00978,0.5889,0.17272,26.26689,32.07582,0.11653382,0.17273304,0.0669328,0
178,1.4,200,200,50,0.45,32.59502,0.01099,0.5889,0.2658,25.91067,32.68166,0.11653382,0.26580748,0.0752994,0
178,1.4,200,200,50,0.5,33.2312,0.01228,0.5889,0.23593,25.5976,33.3096,0.11653382,0.23592287,0.083666,0
178,1.4,200,200,50,0.55,33.85042,0.01363,0.5889,0.31782,25.32259,33.95801,0.11653382,0.31783948,0.0920326,0
178,2.0,200,200,50,0.2,36.49103,0.00655,0.5889,0.10695,33.66624,36.53006,0.11653382,0.10695779,0.04,0
178,2.0,200,200,50,0.25,36.27751,0.00793,0.5889,0.1205,32.06092,36.32123,0.11653382,0.12051544,0.05,0
178,2.0,200,200,50,0.3,36.22688,0.0093,0.5889,0.18297,30.72146,36.29316,0.11653382,0.18295807,0.06,0
178,2.0,200,200,50,0.35,36.35835,0.01072,0.5889,0.22729,29.63211,36.44099,0.11653382,0.22729304,0.07,0
178,2.0,200,200,50,0.4,36.64964,0.0122,0.5889,0.22946,28.74485,36.73374,0.11653382,0.22947019,0.08,0
178,2.0,200,200,50,0.45,37.04888,0.01378,0.5889,0.24756,28.01503,37.14059,0.11653382,0.24753785,0.09,0
178,2.0,200,200,50,0.5,37.52398,0.01549,0.5889,0.29955,27.40744,37.63638,0.11653382,0.29954179,0.1,0
178,2.0,200,200,50,0.55,38.16206,0.01737,0.5889,0.10368,26.89549,38.20163,0.11653382,0.10368937,0.11,0
178,2.6,200,200,50,0.2,42.5611,0.00776,0.5889,0.0863,38.54426,42.59783,0.11653382,0.08629946,0.04560702,0
178,2.6,200,200,50,0.25,41.44215,0.00936,0.5889,0.14173,35.76398,41.50089,0.11653382,0.14173975,0.05700877,0
178,2.6,200,200,50,0.3,40.76797,0.01096,0.5889,0.27015,33.619,40.8781,0.11653382,0.27013854,0.06841053,0
178,2.6,200,200,50,0.35,40.50049,0.01264,0.5889,0.3075,31.95989,40.62503,0.11653382,0.30750245,0.07981228,0
178,2.6,200,200,50,0.4,40.53687,0.01444,0.5889,0.26783,30.65544,40.64544,0.11653382,0.26783025,0.09121403,0
178,2.6,200,200,50,0.45,40.81077,0.01643,0.5889,0.13909,29.61046,40.86753,0.11653382,0.13908093,0.10261579,0
178,2.6,200,200,50,0.5,41.23708,0.01864,0.5889,0.0071,28.75838,41.24001,0.11653382,0.00710526,0.11401754,0
178,2.6,200,200,50,0.55,41.76771,0.02108,0.5909,0.00038,28.05245,41.76787,0.11653382,0.00038307,0.1254193,0
178,3.2,200,200,50,0.2,48.05569,0.00887,0.5889,0.0917,42.84178,48.09976,0.11653382,0.0917061,0.05059644,0
178,3.2,200,200,50,0.25,46.0511,0.01068,0.5889,0.1845,38.95012,46.13607,0.11653382,0.18451242,0.06324555,0
178,3.2,200,200,50,0.3,44.80828,0.0125,0.5889,0.29884,36.06341,44.94218,0.11653382,0.2988287,0.07589466,0
178,3.2,200,200,50,0.35,44.1942,0.01446,0.5889,0.25715,33.89045,44.30784,0.11653382,0.25713781,0.08854377,0
178,3.2,200,200,50,0.4,43.98562,0.0166,0.5889,0.19273,32.21599,44.0704,0.11653382,0.19274481,0.10119289,0
178,3.2,200,200,50,0.45,44.09156,0.01902,0.5889,0.05867,30.89542,44.11743,0.11653382,0.05867336,0.113842,0
178,3.2,200,200,50,0.5,44.4533,0.02175,0.591,0.07817,29.83215,44.41855,0.11653382,0.07817192,0.12649111,0
178,3.2,200,200,50,0.55,44.96606,0.02492,0.5989,0.12399,28.9605,45.02182,0.11653382,0.12400464,0.13914022,0
178,3.8,200,200,50,0.2,53.09338,0.0099,0.5889,0.14052,46.70357,53.16799,0.11653382,0.14052599,0.0551362,0
178,3.8,200,200,50,0.25,50.25008,0.01191,0.5889,0.22819,41.76003,50.36475,0.11653382,0.22819864,0.06892024,0
178,3.8,200,200,50,0.3,48.49143,0.01397,0.5889,0.27024,38.18452,48.62247,0.11653382,0.27023332,0.08270429,0
178,3.8,200,200,50,0.35,47.54034,0.01622,0.5889,0.17583,35.54173,47.62393,0.11653382,0.17582962,0.09648834,0
178,3.8,200,200,50,0.4,47.09729,0.01874,0.5889,0.09202,33.53338,47.14063,0.11653382,0.09202228,0.11027239,0
178,3.8,200,200,50,0.45,47.07764,0.02159,0.591,0.02003,31.96695,47.06822,0.11653382,0.0200095,0.12405644,0
178,3.8,200,200,50,0.5,47.32661,0.02494,0.5989,0.1778,30.71717,47.41075,0.11653382,0.17778582,0.13784049,0
178,3.8,200,200,50,0.55,47.81907,0.0288,0.6009,0.00281,29.70054,47.82042,0.11653382,0.00282314,0.15162454,0
178,4.4,200,200,50,0.2,57.78305,0.01088,0.5889,0.17049,50.21651,57.88156,0.11653382,0.17048252,0.05932959,0
