H,T,S0,K,m,sigma,price_iter,accuracy,price,price_adj,best_beta,H_log,error_percent,Product
1700,1.0,2000,2000,50,0.3,298.10836,0.06188,282.862613,298.149213,0.580889,0.162519,0.013704,0.042426
1700,1.0,2000,2000,50,0.4,325.769239,0.0826,296.260125,326.01388,0.577001,0.162519,0.075096,0.056569
1700,2.0,2000,2000,50,0.3,416.567846,0.09577,377.126685,416.418813,0.585001,0.162519,0.035776,0.06
1700,2.0,2000,2000,50,0.4,428.408692,0.1277,365.63263,428.560672,0.581001,0.162519,0.035475,0.08
1700,3.0,2000,2000,50,0.3,503.489804,0.1243,440.904701,503.601562,0.581001,0.162519,0.022197,0.073485
1700,3.0,2000,2000,50,0.4,501.054505,0.16702,408.953837,501.264715,0.581001,0.162519,0.041953,0.09798
1701,1.0,2000,2000,50,0.3,297.920175,0.06188,282.441874,297.83597,0.586001,0.161931,0.028264,0.042426
1701,1.0,2000,2000,50,0.4,325.473095,0.08262,295.657671,325.547964,0.580901,0.161931,0.023003,0.056569
1701,2.0,2000,2000,50,0.3,415.851091,0.09573,376.371878,415.842526,0.582889,0.161931,0.00206,0.06
1701,2.0,2000,2000,50,0.4,427.789762,0.12765,364.739181,427.858377,0.581889,0.161931,0.016039,0.08
1701,3.0,2000,2000,50,0.3,502.763284,0.12422,439.923371,502.849479,0.581889,0.161931,0.017144,0.073485
1701,3.0,2000,2000,50,0.4,500.215212,0.16691,407.884428,500.423213,0.581001,0.161931,0.041582,0.09798
1702,1.0,2000,2000,50,0.3,297.486267,0.06189,282.018526,297.520632,0.581001,0.161343,0.011552,0.042426
1702,1.0,2000,2000,50,0.4,325.0202,0.08259,295.052911,325.080102,0.581001,0.161343,0.01843,0.056569
1702,2.0,2000,2000,50,0.3,415.077573,0.09567,375.614196,415.263872,0.579001,0.161343,0.044883,0.06
1702,2.0,2000,2000,50,0.4,426.813759,0.12754,363.843639,427.154285,0.579001,0.161343,0.079783,0.08
1702,3.0,2000,2000,50,0.3,502.033262,0.12419,438.939136,502.095005,0.581901,0.161343,0.012299,0.073485
1702,3.0,2000,2000,50,0.4,499.370066,0.16688,406.813092,499.58006,0.581001,0.161343,0.042052,0.09798
1703,1.0,2000,2000,50,0.3,297.198519,0.06188,281.592557,297.20319,0.582001,0.160756,0.001572,0.042426
1703,1.0,2000,2000,50,0.4,324.48362,0.08256,294.445841,324.610289,0.579889,0.160756,0.039037,0.056569
1703,2.0,2000,2000,50,0.3,414.856031,0.09573,374.853634,414.682846,0.585889,0.160756,0.041746,0.06
1703,2.0,2000,2000,50,0.4,426.489607,0.12756,362.946004,426.448392,0.583001,0.160756,0.009664,0.08
1703,3.0,2000,2000,50,0.3,501.384642,0.12421,437.951992,501.338136,0.583001,0.160756,0.009276,0.073485
1703,3.0,2000,2000,50,0.4,498.18217,0.16671,405.739828,498.735253,0.578889,0.160756,0.11102,0.09798
1704,1.0,2000,2000,50,0.3,296.811389,0.06186,281.163959,296.883636,0.579001,0.160169,0.024341,0.042426
1704,1.0,2000,2000,50,0.4,324.124347,0.08256,293.836457,324.138523,0.582001,0.160169,0.004374,0.056569
1704,2.0,2000,2000,50,0.3,413.930842,0.09563,374.090186,414.099444,0.579889,0.160169,0.040732,0.06
1704,2.0,2000,2000,50,0.4,425.526111,0.12743,362.046273,425.740699,0.580001,0.160169,0.050429,0.08
1704,3.0,2000,2000,50,0.3,500.474239,0.12412,436.961934,500.578868,0.581889,0.160169,0.020906,0.073485
1704,3.0,2000,2000,50,0.4,497.721506,0.16666,404.664638,497.888793,0.581001,0.160169,0.033611,0.09798
1705,1.0,2000,2000,50,0.3,296.600677,0.06188,280.73272,296.561959,0.584001,0.159582,0.013054,0.042426
1705,1.0,2000,2000,50,0.4,323.683056,0.08254,293.224755,323.664798,0.582999,0.159582,0.005641,0.056569
1705,2.0,2000,2000,50,0.3,413.487035,0.09564,373.323847,413.513659,0.582001,0.159582,0.006439,0.06
1705,2.0,2000,2000,50,0.4,424.999592,0.12735,361.144446,425.031203,0.582001,0.159582,0.007438,0.08
1705,3.0,2000,2000,50,0.3,499.770767,0.12408,435.968959,499.817197,0.582001,0.159582,0.00929,0.073485
1705,3.0,2000,2000,50,0.4,496.556314,0.16651,403.587518,497.040678,0.579001,0.159582,0.097545,0.09798
1706,1.0,2000,2000,50,0.3,296.180916,0.06185,280.298832,296.238152,0.580001,0.158996,0.019325,0.042426
1706,1.0,2000,2000,50,0.4,323.178361,0.08249,292.610732,323.189111,0.582001,0.158996,0.003326,0.056569
1706,2.0,2000,2000,50,0.3,412.99511,0.09562,372.554611,412.925487,0.583889,0.158996,0.016858,0.06
1706,2.0,2000,2000,50,0.4,424.247515,0.12735,360.24052,424.319903,0.581889,0.158996,0.017063,0.08
1706,3.0,2000,2000,50,0.3,499.111406,0.12405,434.973062,499.05312,0.583001,0.158996,0.011678,0.073485
1706,3.0,2000,2000,50,0.4,495.900038,0.16645,402.50847,496.190908,0.580889,0.158996,0.058655,0.09798
1707,1.0,2000,2000,50,0.3,295.856461,0.06184,279.862284,295.912204,0.580001,0.15841,0.018841,0.042426
1707,1.0,2000,2000,50,0.4,322.682767,0.08246,291.994384,322.711458,0.581989,0.15841,0.008892,0.056569
1707,2.0,2000,2000,50,0.3,412.293166,0.09561,371.782473,412.334922,0.581901,0.15841,0.010128,0.06
1707,2.0,2000,2000,50,0.4,423.433519,0.12726,359.334496,423.606797,0.580889,0.15841,0.040922,0.08
1707,3.0,2000,2000,50,0.3,498.065095,0.124,433.974239,498.286632,0.580001,0.15841,0.04448,0.073485
1707,3.0,2000,2000,50,0.4,495.127626,0.16639,401.427493,495.339482,0.581001,0.15841,0.042788,0.09798
1708,1.0,2000,2000,50,0.3,295.544409,0.06185,279.423067,295.584107,0.580901,0.157824,0.013432,0.042426
1708,1.0,2000,2000,50,0.4,322.168382,0.08244,291.375706,322.231835,0.581001,0.157824,0.019696,0.056569
1708,2.0,2000,2000,50,0.3,411.88091,0.0956,371.007428,411.741958,0.584889,0.157824,0.033736,0.06
1708,2.0,2000,2000,50,0.4,422.693306,0.12721,358.426371,422.891883,0.580889,0.157824,0.046979,0.08
1708,3.0,2000,2000,50,0.3,497.227295,0.12391,432.972487,497.51773,0.579889,0.157824,0.058411,0.073485
1708,3.0,2000,2000,50,0.4,494.405923,0.16635,400.344585,494.486399,0.582001,0.157824,0.016277,0.09798
1709,1.0,2000,2000,50,0.3,295.137444,0.06183,278.98117,295.253852,0.577889,0.157239,0.039442,0.042426
1709,1.0,2000,2000,50,0.4,321.749254,0.08245,290.754697,321.750238,0.582889,0.157239,0.000306,0.056569
1709,2.0,2000,2000,50,0.3,411.111814,0.09555,370.229468,411.146591,0.582001,0.157239,0.008459,0.06
1709,2.0,2000,2000,50,0.4,422.077177,0.12715,357.516145,422.175161,0.581889,0.157239,0.023215,0.08
1709,3.0,2000,2000,50,0.3,496.51446,0.12393,431.967802,496.74641,0.580001,0.157239,0.046716,0.073485
1709,3.0,2000,2000,50,0.4,493.210559,0.16623,399.259747,493.631658,0.579889,0.157239,0.085379,0.09798
1710,1.0,2000,2000,50,0.3,294.942632,0.06184,278.536585,294.921429,0.583001,0.156654,0.007189,0.042426
1710,1.0,2000,2000,50,0.4,321.103513,0.08238,290.131351,321.266663,0.579001,0.156654,0.050809,0.056569
1710,2.0,2000,2000,50,0.3,410.45689,0.09549,369.44859,410.548815,0.581001,0.156654,0.022396,0.06
1710,2.0,2000,2000,50,0.4,421.580692,0.12714,356.603816,421.456629,0.583889,0.156654,0.029428,0.08
