S0,K,r,m,T,H,sigma,trading_days,price_mc,price,price_adj
100,100,0.0,50,1.3,96,0.55,250,5.881,3.861,8.127
100,100,0.0,50,1.3,96,0.6,250,6.405,3.878,8.575
100,100,0.0,50,1.4,96,0.2,250,3.399,3.523,4.826
100,100,0.0,50,1.4,96,0.25,250,3.919,3.632,5.383
100,100,0.0,50,1.4,96,0.3,250,4.545,3.704,5.905
100,100,0.0,50,1.4,96,0.35,250,4.68,3.756,6.407
100,100,0.0,50,1.4,96,0.4,250,4.506,3.795,6.895
100,100,0.0,50,1.4,96,0.45,250,5.003,3.825,7.375
100,100,0.0,50,1.4,96,0.5,250,5.551,3.849,7.847
100,100,0.0,50,1.4,96,0.55,250,6.1,3.869,8.314
100,100,0.0,50,1.4,96,0.6,250,6.638,3.885,8.776
100,100,0.0,50,1.5,96,0.2,250,3.416,3.541,4.907
100,100,0.0,50,1.5,96,0.25,250,4.058,3.646,5.476
100,100,0.0,50,1.5,96,0.3,250,4.515,3.717,6.012
100,100,0.0,50,1.5,96,0.35,250,4.809,3.767,6.528
100,100,0.0,50,1.5,96,0.4,250,4.664,3.804,7.031
100,100,0.0,50,1.5,96,0.45,250,5.178,3.833,7.524
100,100,0.0,50,1.5,96,0.5,250,5.744,3.856,8.011
100,100,0.0,50,1.5,96,0.55,250,6.309,3.875,8.493
100,100,0.0,50,1.5,96,0.6,250,6.318,3.89,8.97
100,100,0.0,50,1.6,96,0.2,250,3.528,3.558,4.984
100,100,0.0,50,1.6,96,0.25,250,4.047,3.66,5.566
100,100,0.0,50,1.6,96,0.3,250,4.363,3.728,6.115
100,100,0.0,50,1.6,96,0.35,250,4.709,3.776,6.644
100,100,0.0,50,1.6,96,0.4,250,4.816,3.813,7.161
100,100,0.0,50,1.6,96,0.45,250,5.34,3.841,7.669
100,100,0.0,50,1.6,96,0.5,250,5.931,3.863,8.17
100,100,0.0,50,1.6,96,0.55,250,6.51,3.881,8.665
100,100,0.0,50,1.6,96,0.6,250,6.513,3.896,9.156
100,100,0.0,50,1.7,96,0.2,250,3.636,3.573,5.058
100,100,0.0,50,1.7,96,0.25,250,4.172,3.672,5.652
100,100,0.0,50,1.7,96,0.3,250,4.452,3.738,6.214
100,100,0.0,50,1.7,96,0.35,250,4.359,3.785,6.757
100,100,0.0,50,1.7,96,0.4,250,4.901,3.82,7.287
100,100,0.0,50,1.7,96,0.45,250,5.505,3.847,7.808
100,100,0.0,50,1.7,96,0.5,250,6.11,3.869,8.323
100,100,0.0,50,1.7,96,0.55,250,6.703,3.886,8.832
100,100,0.0,50,1.7,96,0.6,250,6.701,3.901,9.337
100,100,0.0,50,1.8,96,0.2,250,3.665,3.587,5.13
100,100,0.0,50,1.8,96,0.25,250,4.294,3.683,5.735
100,100,0.0,50,1.8,96,0.3,250,4.581,3.747,6.31
100,100,0.0,50,1.8,96,0.35,250,4.471,3.793,6.865
100,100,0.0,50,1.8,96,0.4,250,5.043,3.827,7.408
100,100,0.0,50,1.8,96,0.45,250,5.664,3.853,7.943
100,100,0.0,50,1.8,96,0.5,250,6.284,3.874,8.471
100,100,0.0,50,1.8,96,0.55,250,6.343,3.891,8.993
100,100,0.0,50,1.8,96,0.6,250,6.517,3.905,9.511
100,100,0.0,50,1.9,96,0.2,250,3.702,3.6,5.198
100,100,0.0,50,1.9,96,0.25,250,4.412,3.693,5.815
100,100,0.0,50,1.9,96,0.3,250,4.673,3.756,6.402
100,100,0.0,50,1.9,96,0.35,250,4.593,3.8,6.97
100,100,0.0,50,1.9,96,0.4,250,5.18,3.833,7.526
100,100,0.0,50,1.9,96,0.45,250,5.818,3.859,8.074
100,100,0.0,50,1.9,96,0.5,250,6.451,3.879,8.614
100,100,0.0,50,1.9,96,0.55,250,6.507,3.896,9.15
100,100,0.0,50,1.9,96,0.6,250,6.688,3.909,9.681
100,100,0.0,50,2.0,96,0.2,250,3.798,3.612,5.264
100,100,0.0,50,2.0,96,0.25,250,4.527,3.703,5.893
100,100,0.0,50,2.0,96,0.3,250,4.759,3.764,6.491
100,100,0.0,50,2.0,96,0.35,250,4.712,3.807,7.072
100,100,0.0,50,2.0,96,0.4,250,5.314,3.839,7.641
100,100,0.0,50,2.0,96,0.45,250,5.967,3.864,8.201
100,100,0.0,50,2.0,96,0.5,250,6.613,3.884,8.754
100,100,0.0,50,2.0,96,0.55,250,6.665,3.9,9.302
100,100,0.0,50,2.0,96,0.6,250,6.803,3.913,9.845
100,100,0.0,50,2.1,96,0.2,250,3.84,3.623,5.328
100,100,0.0,50,2.1,96,0.25,250,4.628,3.712,5.968
100,100,0.0,50,2.1,96,0.3,250,4.623,3.771,6.578
100,100,0.0,50,2.1,96,0.35,250,4.827,3.813,7.171
100,100,0.0,50,2.1,96,0.4,250,5.439,3.845,7.752
100,100,0.0,50,2.1,96,0.45,250,6.112,3.869,8.324
100,100,0.0,50,2.1,96,0.5,250,6.77,3.888,8.89
100,100,0.0,50,2.1,96,0.55,250,6.455,3.904,9.45
100,100,0.0,50,2.1,96,0.6,250,6.965,3.916,10.006
100,100,0.0,50,2.2,96,0.2,250,3.931,3.633,5.39
100,100,0.0,50,2.2,96,0.25,250,4.557,3.72,6.041
100,100,0.0,50,2.2,96,0.3,250,4.734,3.778,6.663
100,100,0.0,50,2.2,96,0.35,250,4.878,3.819,7.267
100,100,0.0,50,2.2,96,0.4,250,5.566,3.85,7.86
100,100,0.0,50,2.2,96,0.45,250,6.253,3.873,8.444
100,100,0.0,50,2.2,96,0.5,250,6.373,3.892,9.022
100,100,0.0,50,2.2,96,0.55,250,6.601,3.907,9.594
100,100,0.0,50,2.2,96,0.6,250,7.122,3.919,10.162
100,100,0.0,50,2.3,96,0.2,250,4.02,3.642,5.451
100,100,0.0,50,2.3,96,0.25,250,4.359,3.728,6.112
100,100,0.0,50,2.3,96,0.3,250,4.346,3.784,6.745
100,100,0.0,50,2.3,96,0.35,250,4.988,3.825,7.361
100,100,0.0,50,2.3,96,0.4,250,5.691,3.854,7.966
100,100,0.0,50,2.3,96,0.45,250,6.39,3.877,8.562
100,100,0.0,50,2.3,96,0.5,250,6.508,3.896,9.151
100,100,0.0,50,2.3,96,0.55,250,6.742,3.91,9.735
100,100,0.0,50,2.3,96,0.6,250,7.274,3.922,10.314
100,100,0.0,50,2.4,96,0.2,250,4.107,3.651,5.509
100,100,0.0,50,2.4,96,0.25,250,4.453,3.735,6.181
100,100,0.0,50,2.4,96,0.3,250,4.425,3.79,6.826
100,100,0.0,50,2.4,96,0.35,250,5.095,3.83,7.453
100,100,0.0,50,2.4,96,0.4,250,5.812,3.859,8.069
100,100,0.0,50,2.4,96,0.45,250,6.523,3.881,8.676
100,100,0.0,50,2.4,96,0.5,250,6.639,3.899,9.277
100,100,0.0,50,2.4,96,0.55,250,6.83,3.913,9.872
100,100,0.0,50,2.4,96,0.6,250,7.421,3.925,10.463
100,100,0.0,50,2.5,96,0.2,250,4.047,3.66,5.566
100,100,0.0,50,2.5,96,0.25,250,4.499,3.742,6.249
100,100,0.0,50,2.5,96,0.3,250,4.516,3.796,6.904
100,100,0.0,50,2.5,96,0.35,250,5.2,3.834,7.542
100,100,0.0,50,2.5,96,0.4,250,5.931,3.863,8.17
100,100,0.0,50,2.5,96,0.45,250,6.652,3.885,8.788
100,100,0.0,50,2.5,96,0.5,250,6.405,3.902,9.4
100,100,0.0,50,2.5,96,0.55,250,6.966,3.916,10.007
100,100,0.0,50,2.5,96,0.6,250,7.564,3.928,10.608
100,100,0.0,50,2.6,96,0.2,250,4.127,3.668,5.622
100,100,0.0,50,2.6,96,0.25,250,4.588,3.748,6.315
100,100,0.0,50,2.6,96,0.3,250,4.605,3.801,6.981
100,100,0.0,50,2.6,96,0.35,250,5.302,3.839,7.63
100,100,0.0,50,2.6,96,0.4,250,6.046,3.867,8.268
100,100,0.0,50,2.6,96,0.45,250,6.779,3.888,8.898
100,100,0.0,50,2.6,96,0.5,250,6.527,3.905,9.521
100,100,0.0,50,2.6,96,0.55,250,7.098,3.919,10.138
100,100,0.0,50,2.6,96,0.6,250,7.702,3.93,10.751
100,100,0.0,50,2.7,96,0.2,250,4.207,3.675,5.676
100,100,0.0,50,2.7,96,0.25,250,4.642,3.754,6.379
100,100,0.0,50,2.7,96,0.3,250,4.693,3.806,7.056
100,100,0.0,50,2.7,96,0.35,250,5.396,3.843,7.716
100,100,0.0,50,2.7,96,0.4,250,6.159,3.87,8.365
100,100,0.0,50,2.7,96,0.45,250,6.355,3.892,9.005
100,100,0.0,50,2.7,96,0.5,250,6.646,3.908,9.639
100,100,0.0,50,2.7,96,0.55,250,7.227,3.922,10.267
100,100,0.0,50,2.7,96,0.6,250,7.541,3.932,10.89
100,100,0.0,50,2.8,96,0.2,250,4.284,3.682,5.729
100,100,0.0,50,2.8,96,0.25,250,4.691,3.76,6.442
100,100,0.0,50,2.8,96,0.3,250,4.778,3.811,7.129
100,100,0.0,50,2.8,96,0.35,250,5.495,3.847,7.8
100,100,0.0,50,2.8,96,0.4,250,6.27,3.874,8.459
100,100,0.0,50,2.8,96,0.45,250,6.465,3.895,9.11
100,100,0.0,50,2.8,96,0.5,250,6.762,3.911,9.755
100,100,0.0,50,2.8,96,0.55,250,7.352,3.924,10.393
100,100,0.0,50,2.8,96,0.6,250,7.305,3.935,11.027
100,100,0.0,50,2.9,96,0.2,250,4.36,3.689,5.78
100,100,0.0,50,2.9,96,0.25,250,4.775,3.765,6.504
100,100,0.0,50,2.9,96,0.3,250,4.8,3.815,7.201
100,100,0.0,50,2.9,96,0.35,250,5.592,3.851,7.882
100,100,0.0,50,2.9,96,0.4,250,6.378,3.877,8.552
100,100,0.0,50,2.9,96,0.45,250,6.573,3.897,9.213
100,100,0.0,50,2.9,96,0.5,250,6.826,3.913,9.868
100,100,0.0,50,2.9,96,0.55,250,7.474,3.926,10.517
100,100,0.0,50,2.9,96,0.6,250,7.429,3.937,11.161
100,100,0.0,50,3.0,96,0.2,250,4.435,3.695,5.831
100,100,0.0,50,3.0,96,0.25,250,4.673,3.77,6.564
100,100,0.0,50,3.0,96,0.3,250,4.883,3.819,7.271
100,100,0.0,50,3.0,96,0.35,250,5.687,3.854,7.962
100,100,0.0,50,3.0,96,0.4,250,6.484,3.88,8.643
100,100,0.0,50,3.0,96,0.45,250,6.678,3.9,9.314
100,100,0.0,50,3.0,96,0.5,250,6.938,3.916,9.979
100,100,0.0,50,3.0,96,0.55,250,7.593,3.928,10.638
100,100,0.0,50,3.0,96,0.6,250,7.551,3.939,11.292
100,100,0.0,50,3.1,96,0.2,250,4.509,3.702,5.881
100,100,0.0,50,3.1,96,0.25,250,4.682,3.775,6.623
100,100,0.0,50,3.1,96,0.3,250,4.963,3.823,7.34
100,100,0.0,50,3.1,96,0.35,250,5.78,3.858,8.042
100,100,0.0,50,3.1,96,0.4,250,6.587,3.883,8.732
100,100,0.0,50,3.1,96,0.45,250,6.418,3.903,9.414
100,100,0.0,50,3.1,96,0.5,250,7.048,3.918,10.089
100,100,0.0,50,3.1,96,0.55,250,7.709,3.93,10.758
100,100,0.0,50,3.1,96,0.6,250,7.67,3.94,11.421
100,100,0.0,50,3.2,96,0.2,250,4.581,3.707,5.929
100,100,0.0,50,3.2,96,0.25,250,4.758,3.779,6.682
100,100,0.0,50,3.2,96,0.3,250,5.043,3.827,7.408
100,100,0.0,50,3.2,96,0.35,250,5.872,3.861,8.119
100,100,0.0,50,3.2,96,0.4,250,6.689,3.886,8.82
100,100,0.0,50,3.2,96,0.45,250,6.517,3.905,9.511
100,100,0.0,50,3.2,96,0.5,250,7.156,3.92,10.196
100,100,0.0,50,3.2,96,0.55,250,7.527,3.932,10.875
100,100,0.0,50,3.2,96,0.6,250,7.786,3.942,11.548
100,100,0.0,50,3.3,96,0.2,250,4.642,3.713,5.977
100,100,0.0,50,3.3,96,0.25,250,4.338,3.784,6.739
100,100,0.0,50,3.3,96,0.3,250,5.121,3.831,7.475
100,100,0.0,50,3.3,96,0.35,250,5.962,3.864,8.196
100,100,0.0,50,3.3,96,0.4,250,6.788,3.889,8.906
100,100,0.0,50,3.3,96,0.45,250,6.614,3.907,9.607
100,100,0.0,50,3.3,96,0.5,250,7.261,3.922,10.302
100,100,0.0,50,3.3,96,0.55,250,7.637,3.934,10.99
100,100,0.0,50,3.3,96,0.6,250,7.899,3.944,11.673
100,100,0.0,50,3.4,96,0.2,250,4.532,3.718,6.024
100,100,0.0,50,3.4,96,0.25,250,4.403,3.788,6.795
100,100,0.0,50,3.4,96,0.3,250,5.197,3.834,7.541
100,100,0.0,50,3.4,96,0.35,250,6.05,3.867,8.271
100,100,0.0,50,3.4,96,0.4,250,6.34,3.891,8.991
100,100,0.0,50,3.4,96,0.45,250,6.709,3.91,9.702
100,100,0.0,50,3.4,96,0.5,250,7.364,3.924,10.406
100,100,0.0,50,3.4,96,0.55,250,7.376,3.936,11.103
100,100,0.0,50,3.4,96,0.6,250,8.01,3.945,11.795
100,100,0.0,50,3.5,96,0.2,250,4.302,3.723,6.07
100,100,0.0,50,3.5,96,0.25,250,4.453,3.792,6.85
100,100,0.0,50,3.5,96,0.3,250,5.273,3.838,7.605
100,100,0.0,50,3.5,96,0.35,250,6.137,3.87,8.345
100,100,0.0,50,3.5,96,0.4,250,6.428,3.893,9.074
100,100,0.0,50,3.5,96,0.45,250,6.802,3.912,9.794
100,100,0.0,50,3.5,96,0.5,250,7.465,3.926,10.508
100,100,0.0,50,3.5,96,0.55,250,7.48,3.937,11.215
100,100,0.0,50,3.5,96,0.6,250,8.118,3.947,11.916
100,100,0.0,50,3.6,96,0.2,250,4.363,3.728,6.115
100,100,0.0,50,3.6,96,0.25,250,4.516,3.796,6.904
100,100,0.0,50,3.6,96,0.3,250,5.34,3.841,7.669
100,100,0.0,50,3.6,96,0.35,250,6.222,3.872,8.418
100,100,0.0,50,3.6,96,0.4,250,6.513,3.896,9.156
100,100,0.0,50,3.6,96,0.45,250,6.844,3.914,9.886
100,100,0.0,50,3.6,96,0.5,250,7.564,3.928,10.608
100,100,0.0,50,3.6,96,0.55,250,7.581,3.939,11.325
100,100,0.0,50,3.6,96,0.6,250,6.843,3.948,12.035
100,100,0.0,50,3.7,96,0.2,250,4.423,3.733,6.159
100,100,0.0,50,3.7,96,0.25,250,4.578,3.799,6.957
100,100,0.0,50,3.7,96,0.3,250,5.414,3.844,7.731
100,100,0.0,50,3.7,96,0.35,250,6.306,3.875,8.49
100,100,0.0,50,3.7,96,0.4,250,6.598,3.898,9.237
100,100,0.0,50,3.7,96,0.45,250,6.935,3.916,9.976
100,100,0.0,50,3.7,96,0.5,250,7.661,3.929,10.708
100,100,0.0,50,3.7,96,0.55,250,7.681,3.941,11.433
100,100,0.0,50,3.7,96,0.6,250,6.925,3.949,12.152
100,100,0.0,50,3.8,96,0.2,250,4.437,3.737,6.203
100,100,0.0,50,3.8,96,0.25,250,4.639,3.803,7.01
100,100,0.0,50,3.8,96,0.3,250,5.487,3.847,7.793
100,100,0.0,50,3.8,96,0.35,250,6.388,3.877,8.56
100,100,0.0,50,3.8,96,0.4,250,6.68,3.9,9.317
100,100,0.0,50,3.8,96,0.45,250,7.024,3.917,10.065
100,100,0.0,50,3.8,96,0.5,250,7.46,3.931,10.805
100,100,0.0,50,3.8,96,0.55,250,7.778,3.942,11.539
100,100,0.0,50,3.8,96,0.6,250,7.006,3.951,12.267
100,100,0.0,50,3.9,96,0.2,250,4.495,3.741,6.246
100,100,0.0,50,3.9,96,0.25,250,4.7,3.806,7.062
100,100,0.0,50,3.9,96,0.3,250,5.559,3.849,7.853
100,100,0.0,50,3.9,96,0.35,250,6.469,3.88,8.63
100,100,0.0,50,3.9,96,0.4,250,6.4,3.902,9.395
100,100,0.0,50,3.9,96,0.45,250,7.112,3.919,10.152
100,100,0.0,50,3.9,96,0.5,250,7.552,3.933,10.902
100,100,0.0,50,3.9,96,0.55,250,7.874,3.943,11.644
100,100,0.0,50,3.9,96,0.6,250,7.085,3.952,12.381
100,100,0.0,50,4.0,96,0.2,250,4.552,3.745,6.289
100,100,0.0,50,4.0,96,0.25,250,4.759,3.81,7.113
100,100,0.0,50,4.0,96,0.3,250,5.629,3.852,7.913
100,100,0.0,50,4.0,96,0.35,250,6.549,3.882,8.699
100,100,0.0,50,4.0,96,0.4,250,6.478,3.904,9.473
100,100,0.0,50,4.0,96,0.45,250,7.198,3.921,10.239
100,100,0.0,50,4.0,96,0.5,250,7.643,3.934,10.997
100,100,0.0,50,4.0,96,0.55,250,7.967,3.945,11.748
100,100,0.0,50,4.0,96,0.6,250,7.163,3.953,12.493
100,100,0.0,50,4.1,96,0.2,250,4.609,3.749,6.33
100,100,0.0,50,4.1,96,0.25,250,4.818,3.813,7.163
100,100,0.0,50,4.1,96,0.3,250,5.699,3.855,7.972
100,100,0.0,50,4.1,96,0.35,250,6.627,3.884,8.766
100,100,0.0,50,4.1,96,0.4,250,6.556,3.906,9.549
100,100,0.0,50,4.1,96,0.45,250,7.283,3.923,10.324
100,100,0.0,50,4.1,96,0.5,250,7.364,3.936,11.09
100,100,0.0,50,4.1,96,0.55,250,8.059,3.946,11.85
100,100,0.0,50,4.1,96,0.6,250,7.238,3.954,12.603
100,100,0.0,50,4.2,96,0.2,250,4.631,3.753,6.371
100,100,0.0,50,4.2,96,0.25,250,4.814,3.816,7.213
100,100,0.0,50,4.2,96,0.3,250,5.767,3.857,8.03
100,100,0.0,50,4.2,96,0.35,250,6.704,3.886,8.833
100,100,0.0,50,4.2,96,0.4,250,6.632,3.908,9.625
100,100,0.0,50,4.2,96,0.45,250,7.366,3.924,10.408
100,100,0.0,50,4.2,96,0.5,250,7.45,3.937,11.183
100,100,0.0,50,4.2,96,0.55,250,8.149,3.947,11.951
100,100,0.0,50,4.2,96,0.6,250,6.966,3.955,12.712
100,100,0.0,50,4.3,96,0.2,250,4.686,3.757,6.412
100,100,0.0,50,4.3,96,0.25,250,4.871,3.819,7.262
100,100,0.0,50,4.3,96,0.3,250,5.835,3.86,8.088
100,100,0.0,50,4.3,96,0.35,250,6.78,3.888,8.899
100,100,0.0,50,4.3,96,0.4,250,6.706,3.91,9.699
100,100,0.0,50,4.3,96,0.45,250,7.448,3.926,10.491
100,100,0.0,50,4.3,96,0.5,250,7.534,3.938,11.274
100,100,0.0,50,4.3,96,0.55,250,6.854,3.948,12.05
100,100,0.0,50,4.3,96,0.6,250,7.04,3.956,12.82
100,100,0.0,50,4.4,96,0.2,250,4.705,3.76,6.452
100,100,0.0,50,4.4,96,0.25,250,4.928,3.822,7.31
100,100,0.0,50,4.4,96,0.3,250,5.901,3.862,8.145
100,100,0.0,50,4.4,96,0.35,250,6.313,3.89,8.964
100,100,0.0,50,4.4,96,0.4,250,6.78,3.911,9.773
100,100,0.0,50,4.4,96,0.45,250,7.529,3.927,10.572
100,100,0.0,50,4.4,96,0.5,250,7.618,3.94,11.364
100,100,0.0,50,4.4,96,0.55,250,6.923,3.949,12.149
100,100,0.0,50,4.4,96,0.6,250,7.112,3.957,12.926
100,100,0.0,50,4.5,96,0.2,250,4.759,3.764,6.491
100,100,0.0,50,4.5,96,0.25,250,4.983,3.824,7.358
100,100,0.0,50,4.5,96,0.3,250,5.967,3.864,8.201
100,100,0.0,50,4.5,96,0.35,250,6.38,3.892,9.029
100,100,0.0,50,4.5,96,0.4,250,6.803,3.913,9.845
100,100,0.0,50,4.5,96,0.45,250,7.608,3.929,10.653
100,100,0.0,50,4.5,96,0.5,250,7.699,3.941,11.453
100,100,0.0,50,4.5,96,0.55,250,6.991,3.951,12.246
100,100,0.0,50,4.5,96,0.6,250,7.183,3.958,13.031
100,100,0.0,50,4.6,96,0.2,250,4.812,3.767,6.53
100,100,0.0,50,4.6,96,0.25,250,5.038,3.827,7.405
100,100,0.0,50,4.6,96,0.3,250,6.032,3.866,8.256
100,100,0.0,50,4.6,96,0.35,250,6.447,3.894,9.092
100,100,0.0,50,4.6,96,0.4,250,6.876,3.914,9.917
100,100,0.0,50,4.6,96,0.45,250,7.685,3.93,10.733
100,100,0.0,50,4.6,96,0.5,250,7.78,3.942,11.541
100,100,0.0,50,4.6,96,0.55,250,7.058,3.952,12.342
100,100,0.0,50,4.6,96,0.6,250,7.046,3.959,13.135
100,100,0.0,50,4.7,96,0.2,250,4.679,3.77,6.569
100,100,0.0,50,4.7,96,0.25,250,5.093,3.829,7.451
100,100,0.0,50,4.7,96,0.3,250,6.096,3.868,8.311
100,100,0.0,50,4.7,96,0.35,250,6.512,3.896,9.155
100,100,0.0,50,4.7,96,0.4,250,6.947,3.916,9.988
100,100,0.0,50,4.7,96,0.45,250,7.467,3.931,10.812
100,100,0.0,50,4.7,96,0.5,250,7.859,3.943,11.628
100,100,0.0,50,4.7,96,0.55,250,7.124,3.953,12.436
100,100,0.0,50,4.7,96,0.6,250,7.117,3.96,13.237
100,100,0.0,50,4.8,96,0.2,250,4.66,3.773,6.607
100,100,0.0,50,4.8,96,0.25,250,5.146,3.832,7.497
100,100,0.0,50,4.8,96,0.3,250,6.159,3.87,8.365
100,100,0.0,50,4.8,96,0.35,250,6.577,3.897,9.217
100,100,0.0,50,4.8,96,0.4,250,7.018,3.917,10.058
100,100,0.0,50,4.8,96,0.45,250,7.541,3.932,10.89
100,100,0.0,50,4.8,96,0.5,250,7.936,3.944,11.714
100,100,0.0,50,4.8,96,0.55,250,7.188,3.954,12.53
100,100,0.0,50,4.8,96,0.6,250,7.187,3.961,13.338
100,100,0.0,50,4.9,96,0.2,250,4.709,3.776,6.644
100,100,0.0,50,4.9,96,0.25,250,5.2,3.834,7.542
100,100,0.0,50,4.9,96,0.3,250,6.222,3.872,8.418
100,100,0.0,50,4.9,96,0.35,250,6.64,3.899,9.278
100,100,0.0,50,4.9,96,0.4,250,7.087,3.919,10.128
100,100,0.0,50,4.9,96,0.45,250,7.615,3.934,10.967
100,100,0.0,50,4.9,96,0.5,250,8.013,3.945,11.799
100,100,0.0,50,4.9,96,0.55,250,6.904,3.955,12.622
100,100,0.0,50,4.9,96,0.6,250,7.182,3.962,13.439
100,100,0.0,50,5.0,96,0.2,250,4.758,3.779,6.682
100,100,0.0,50,5.0,96,0.25,250,5.252,3.837,7.587
100,100,0.0,50,5.0,96,0.3,250,6.284,3.874,8.471
100,100,0.0,50,5.0,96,0.35,250,6.703,3.901,9.339
100,100,0.0,50,5.0,96,0.4,250,7.156,3.92,10.196
100,100,0.0,50,5.0,96,0.45,250,7.32,3.935,11.044
100,100,0.0,50,5.0,96,0.5,250,8.088,3.946,11.883
100,100,0.0,50,5.0,96,0.55,250,6.967,3.955,12.714
100,100,0.0,50,5.0,96,0.6,250,7.053,3.963,13.537
100,100,0.0,50,0.2,97,0.2,250,1.913,2.248,2.577
100,100,0.0,50,0.2,97,0.25,250,2.214,2.399,2.888
100,100,0.0,50,0.2,97,0.3,250,2.451,2.503,3.157
100,100,0.0,50,0.2,97,0.35,250,2.733,2.578,3.399
100,100,0.0,50,0.2,97,0.4,250,2.692,2.635,3.625
100,100,0.0,50,0.2,97,0.45,250,2.806,2.679,3.839
100,100,0.0,50,0.2,97,0.5,250,3.0,2.715,4.045
100,100,0.0,50,0.2,97,0.55,250,3.143,2.745,4.245
100,100,0.0,50,0.2,97,0.6,250,3.429,2.769,4.44
100,100,0.0,50,0.3,97,0.2,250,2.169,2.386,2.859
100,100,0.0,50,0.3,97,0.25,250,2.479,2.513,3.188
100,100,0.0,50,0.3,97,0.3,250,2.598,2.599,3.48
100,100,0.0,50,0.3,97,0.35,250,2.712,2.662,3.749
100,100,0.0,50,0.3,97,0.4,250,2.939,2.709,4.004
100,100,0.0,50,0.3,97,0.45,250,3.15,2.745,4.25
100,100,0.0,50,0.3,97,0.5,250,3.5,2.775,4.488
100,100,0.0,50,0.3,97,0.55,250,3.706,2.799,4.721
100,100,0.0,50,0.3,97,0.6,250,3.719,2.819,4.95
100,100,0.0,50,0.4,97,0.2,250,2.311,2.471,3.068
100,100,0.0,50,0.4,97,0.25,250,2.761,2.582,3.416
100,100,0.0,50,0.4,97,0.3,250,2.684,2.658,3.73
100,100,0.0,50,0.4,97,0.35,250,2.97,2.712,4.025
100,100,0.0,50,0.4,97,0.4,250,3.23,2.753,4.307
100,100,0.0,50,0.4,97,0.45,250,3.499,2.785,4.58
100,100,0.0,50,0.4,97,0.5,250,3.647,2.81,4.847
100,100,0.0,50,0.4,97,0.55,250,3.744,2.831,5.109
100,100,0.0,50,0.4,97,0.6,250,3.607,2.848,5.368
100,100,0.0,50,0.5,97,0.2,250,2.56,2.53,3.238
100,100,0.0,50,0.5,97,0.25,250,2.66,2.63,3.604
100,100,0.0,50,0.5,97,0.3,250,2.896,2.698,3.941
100,100,0.0,50,0.5,97,0.35,250,3.163,2.746,4.258
100,100,0.0,50,0.5,97,0.4,250,3.477,2.783,4.565
100,100,0.0,50,0.5,97,0.45,250,3.67,2.811,4.863
100,100,0.0,50,0.5,97,0.5,250,3.773,2.834,5.156
100,100,0.0,50,0.5,97,0.55,250,3.697,2.853,5.444
100,100,0.0,50,0.5,97,0.6,250,3.978,2.868,5.729
100,100,0.0,50,0.6,97,0.2,250,2.705,2.573,3.383
100,100,0.0,50,0.6,97,0.25,250,2.7,2.665,3.768
100,100,0.0,50,0.6,97,0.3,250,3.118,2.727,4.124
100,100,0.0,50,0.6,97,0.35,250,3.464,2.772,4.464
100,100,0.0,50,0.6,97,0.4,250,3.813,2.805,4.793
100,100,0.0,50,0.6,97,0.45,250,3.752,2.831,5.115
100,100,0.0,50,0.6,97,0.5,250,3.682,2.852,5.431
100,100,0.0,50,0.6,97,0.55,250,3.995,2.869,5.743
100,100,0.0,50,0.6,97,0.6,250,4.364,2.883,6.053
100,100,0.0,50,0.7,97,0.2,250,2.62,2.607,3.51
100,100,0.0,50,0.7,97,0.25,250,2.917,2.693,3.913
100,100,0.0,50,0.7,97,0.3,250,3.205,2.751,4.289
100,100,0.0,50,0.7,97,0.35,250,3.601,2.792,4.65
100,100,0.0,50,0.7,97,0.4,250,3.788,2.823,5.0
100,100,0.0,50,0.7,97,0.45,250,3.578,2.847,5.343
100,100,0.0,50,0.7,97,0.5,250,3.922,2.866,5.682
100,100,0.0,50,0.7,97,0.55,250,4.32,2.882,6.016
100,100,0.0,50,0.7,97,0.6,250,4.717,2.894,6.348
100,100,0.0,50,0.8,97,0.2,250,2.692,2.635,3.625
100,100,0.0,50,0.8,97,0.25,250,3.0,2.715,4.045
100,100,0.0,50,0.8,97,0.3,250,3.429,2.769,4.44
100,100,0.0,50,0.8,97,0.35,250,3.852,2.808,4.82
100,100,0.0,50,0.8,97,0.4,250,3.801,2.837,5.19
100,100,0.0,50,0.8,97,0.45,250,3.77,2.859,5.554
100,100,0.0,50,0.8,97,0.5,250,4.197,2.877,5.913
100,100,0.0,50,0.8,97,0.55,250,4.622,2.892,6.268
100,100,0.0,50,0.8,97,0.6,250,5.043,2.904,6.62
100,100,0.0,50,0.9,97,0.2,250,2.684,2.658,3.73
100,100,0.0,50,0.9,97,0.25,250,3.183,2.734,4.167
100,100,0.0,50,0.9,97,0.3,250,3.499,2.785,4.58
100,100,0.0,50,0.9,97,0.35,250,3.758,2.821,4.978
100,100,0.0,50,0.9,97,0.4,250,3.607,2.848,5.368
100,100,0.0,50,0.9,97,0.45,250,4.003,2.869,5.75
100,100,0.0,50,0.9,97,0.5,250,4.455,2.886,6.129
100,100,0.0,50,0.9,97,0.55,250,4.903,2.9,6.504
100,100,0.0,50,0.9,97,0.6,250,5.34,2.911,6.875
100,100,0.0,50,1.0,97,0.2,250,2.789,2.677,3.828
100,100,0.0,50,1.0,97,0.25,250,3.192,2.749,4.281
100,100,0.0,50,1.0,97,0.3,250,3.69,2.798,4.71
