S0,K,r,m,T,H,sigma,trading_days,price_mc,price,price_adj
100,100,0.05,50,4.7,91,0.2,250,14.221,14.239,17.755
100,100,0.05,50,4.7,91,0.25,250,13.839,13.144,17.585
100,100,0.05,50,4.7,91,0.3,250,12.374,12.386,17.682
100,100,0.05,50,4.7,91,0.35,250,12.582,11.835,17.946
100,100,0.05,50,4.7,91,0.4,250,12.699,11.418,18.318
100,100,0.05,50,4.7,91,0.45,250,12.161,11.094,18.764
100,100,0.05,50,4.7,91,0.5,250,11.333,10.835,19.261
100,100,0.05,50,4.7,91,0.55,250,11.961,10.624,19.794
100,100,0.05,50,4.7,91,0.6,250,12.15,10.449,20.354
100,100,0.05,50,4.8,91,0.2,250,14.41,14.342,17.93
100,100,0.05,50,4.8,91,0.25,250,13.723,13.218,17.739
100,100,0.05,50,4.8,91,0.3,250,12.518,12.441,17.825
100,100,0.05,50,4.8,91,0.35,250,12.723,11.878,18.083
100,100,0.05,50,4.8,91,0.4,250,12.835,11.453,18.453
100,100,0.05,50,4.8,91,0.45,250,12.288,11.122,18.898
100,100,0.05,50,4.8,91,0.5,250,11.441,10.858,19.396
100,100,0.05,50,4.8,91,0.55,250,12.068,10.643,19.931
100,100,0.05,50,4.8,91,0.6,250,12.254,10.465,20.493
100,100,0.05,50,4.9,91,0.2,250,14.597,14.444,18.104
100,100,0.05,50,4.9,91,0.25,250,13.889,13.291,17.892
100,100,0.05,50,4.9,91,0.3,250,12.66,12.496,17.966
100,100,0.05,50,4.9,91,0.35,250,12.459,11.92,18.218
100,100,0.05,50,4.9,91,0.4,250,12.97,11.486,18.586
100,100,0.05,50,4.9,91,0.45,250,12.29,11.149,19.03
100,100,0.05,50,4.9,91,0.5,250,11.547,10.88,19.529
100,100,0.05,50,4.9,91,0.55,250,12.172,10.662,20.066
100,100,0.05,50,4.9,91,0.6,250,12.356,10.48,20.631
100,100,0.05,50,5.0,91,0.2,250,14.782,14.544,18.276
100,100,0.05,50,5.0,91,0.25,250,14.053,13.362,18.043
100,100,0.05,50,5.0,91,0.3,250,12.675,12.549,18.106
100,100,0.05,50,5.0,91,0.35,250,12.593,11.961,18.352
100,100,0.05,50,5.0,91,0.4,250,13.102,11.519,18.717
100,100,0.05,50,5.0,91,0.45,250,10.917,11.176,19.161
100,100,0.05,50,5.0,91,0.5,250,11.573,10.902,19.66
100,100,0.05,50,5.0,91,0.55,250,12.275,10.68,20.199
100,100,0.05,50,5.0,91,0.6,250,12.456,10.496,20.766
100,100,0.05,50,0.2,92,0.2,250,3.078,3.953,3.994
100,100,0.05,50,0.2,92,0.25,250,3.656,4.596,4.71
100,100,0.05,50,0.2,92,0.3,250,4.218,5.107,5.325
100,100,0.05,50,0.2,92,0.35,250,4.575,5.511,5.854
100,100,0.05,50,0.2,92,0.4,250,4.82,5.833,6.314
100,100,0.05,50,0.2,92,0.45,250,4.889,6.093,6.723
100,100,0.05,50,0.2,92,0.5,250,5.279,6.306,7.09
100,100,0.05,50,0.2,92,0.55,250,5.281,6.483,7.425
100,100,0.05,50,0.2,92,0.6,250,5.682,6.632,7.735
100,100,0.05,50,0.3,92,0.2,250,3.826,4.787,4.895
100,100,0.05,50,0.3,92,0.25,250,4.461,5.393,5.633
100,100,0.05,50,0.3,92,0.3,250,4.885,5.844,6.245
100,100,0.05,50,0.3,92,0.35,250,4.965,6.184,6.764
100,100,0.05,50,0.3,92,0.4,250,5.326,6.447,7.216
100,100,0.05,50,0.3,92,0.45,250,5.41,6.654,7.619
100,100,0.05,50,0.3,92,0.5,250,5.893,6.82,7.986
100,100,0.05,50,0.3,92,0.55,250,6.108,6.956,8.324
100,100,0.05,50,0.3,92,0.6,250,6.292,7.069,8.641
100,100,0.05,50,0.4,92,0.2,250,4.483,5.428,5.618
100,100,0.05,50,0.4,92,0.25,250,4.978,5.975,6.347
100,100,0.05,50,0.4,92,0.3,250,5.328,6.364,6.944
100,100,0.05,50,0.4,92,0.35,250,5.546,6.649,7.451
100,100,0.05,50,0.4,92,0.4,250,5.615,6.863,7.896
100,100,0.05,50,0.4,92,0.45,250,6.031,7.03,8.297
100,100,0.05,50,0.4,92,0.5,250,6.214,7.161,8.665
100,100,0.05,50,0.4,92,0.55,250,6.629,7.268,9.01
100,100,0.05,50,0.4,92,0.6,250,7.179,7.355,9.336
100,100,0.05,50,0.5,92,0.2,250,5.006,5.95,6.229
100,100,0.05,50,0.5,92,0.25,250,5.323,6.434,6.939
100,100,0.05,50,0.5,92,0.3,250,5.678,6.766,7.519
100,100,0.05,50,0.5,92,0.35,250,5.889,7.002,8.014
100,100,0.05,50,0.5,92,0.4,250,6.297,7.177,8.454
100,100,0.05,50,0.5,92,0.45,250,6.346,7.31,8.854
100,100,0.05,50,0.5,92,0.5,250,6.821,7.414,9.226
100,100,0.05,50,0.5,92,0.55,250,7.184,7.497,9.577
100,100,0.05,50,0.5,92,0.6,250,7.177,7.565,9.913
100,100,0.05,50,0.6,92,0.2,250,5.436,6.392,6.763
100,100,0.05,50,0.6,92,0.25,250,5.752,6.814,7.45
100,100,0.05,50,0.6,92,0.3,250,6.07,7.094,8.013
100,100,0.05,50,0.6,92,0.35,250,6.212,7.288,8.498
100,100,0.05,50,0.6,92,0.4,250,6.708,7.428,8.933
100,100,0.05,50,0.6,92,0.45,250,6.825,7.534,9.334
100,100,0.05,50,0.6,92,0.5,250,7.245,7.615,9.711
100,100,0.05,50,0.6,92,0.55,250,7.364,7.679,10.07
100,100,0.05,50,0.6,92,0.6,250,7.345,7.73,10.416
100,100,0.05,50,0.7,92,0.2,250,5.695,6.778,7.242
100,100,0.05,50,0.7,92,0.25,250,5.982,7.14,7.904
100,100,0.05,50,0.7,92,0.3,250,6.241,7.371,8.45
100,100,0.05,50,0.7,92,0.35,250,6.675,7.528,8.926
100,100,0.05,50,0.7,92,0.4,250,6.833,7.638,9.358
100,100,0.05,50,0.7,92,0.45,250,7.402,7.719,9.761
100,100,0.05,50,0.7,92,0.5,250,7.593,7.78,10.142
100,100,0.05,50,0.7,92,0.55,250,7.352,7.828,10.509
100,100,0.05,50,0.7,92,0.6,250,7.179,7.865,10.865
100,100,0.05,50,0.8,92,0.2,250,5.921,7.121,7.678
100,100,0.05,50,0.8,92,0.25,250,6.39,7.425,8.315
100,100,0.05,50,0.8,92,0.3,250,6.647,7.612,8.845
100,100,0.05,50,0.8,92,0.35,250,6.983,7.735,9.314
100,100,0.05,50,0.8,92,0.4,250,7.228,7.818,9.743
100,100,0.05,50,0.8,92,0.45,250,7.673,7.878,10.148
100,100,0.05,50,0.8,92,0.5,250,7.374,7.922,10.535
100,100,0.05,50,0.8,92,0.55,250,7.332,7.955,10.909
100,100,0.05,50,0.8,92,0.6,250,7.574,7.98,11.274
100,100,0.05,50,0.9,92,0.2,250,6.293,7.432,8.082
100,100,0.05,50,0.9,92,0.25,250,6.728,7.68,8.693
100,100,0.05,50,0.9,92,0.3,250,6.815,7.826,9.208
100,100,0.05,50,0.9,92,0.35,250,6.985,7.917,9.669
100,100,0.05,50,0.9,92,0.4,250,7.636,7.977,10.097
100,100,0.05,50,0.9,92,0.45,250,7.957,8.017,10.504
100,100,0.05,50,0.9,92,0.5,250,7.375,8.045,10.896
100,100,0.05,50,0.9,92,0.55,250,7.561,8.065,11.278
100,100,0.05,50,0.9,92,0.6,250,8.045,8.079,11.653
100,100,0.05,50,1.0,92,0.2,250,6.657,7.716,8.458
100,100,0.05,50,1.0,92,0.25,250,6.692,7.912,9.045
100,100,0.05,50,1.0,92,0.3,250,7.141,8.019,9.546
100,100,0.05,50,1.0,92,0.35,250,7.287,8.081,10.0
100,100,0.05,50,1.0,92,0.4,250,7.805,8.118,10.427
100,100,0.05,50,1.0,92,0.45,250,7.731,8.14,10.836
100,100,0.05,50,1.0,92,0.5,250,7.573,8.154,11.233
100,100,0.05,50,1.0,92,0.55,250,7.865,8.162,11.622
100,100,0.05,50,1.0,92,0.6,250,8.48,8.167,12.006
100,100,0.05,50,1.1,92,0.2,250,6.945,7.978,8.813
100,100,0.05,50,1.1,92,0.25,250,6.984,8.124,9.375
100,100,0.05,50,1.1,92,0.3,250,7.484,8.195,9.862
100,100,0.05,50,1.1,92,0.35,250,7.676,8.229,10.31
100,100,0.05,50,1.1,92,0.4,250,8.214,8.245,10.735
100,100,0.05,50,1.1,92,0.45,250,8.048,8.251,11.147
100,100,0.05,50,1.1,92,0.5,250,7.808,8.252,11.55
100,100,0.05,50,1.1,92,0.55,250,8.262,8.249,11.946
100,100,0.05,50,1.1,92,0.6,250,8.608,8.245,12.338
100,100,0.05,50,1.2,92,0.2,250,7.297,8.223,9.149
100,100,0.05,50,1.2,92,0.25,250,7.347,8.32,9.686
100,100,0.05,50,1.2,92,0.3,250,7.835,8.356,10.161
100,100,0.05,50,1.2,92,0.35,250,8.05,8.365,10.603
100,100,0.05,50,1.2,92,0.4,250,8.389,8.361,11.027
100,100,0.05,50,1.2,92,0.45,250,7.618,8.352,11.441
100,100,0.05,50,1.2,92,0.5,250,7.958,8.34,11.849
100,100,0.05,50,1.2,92,0.55,250,8.64,8.328,12.252
100,100,0.05,50,1.2,92,0.6,250,8.347,8.315,12.652
100,100,0.05,50,1.3,92,0.2,250,7.359,8.453,9.469
100,100,0.05,50,1.3,92,0.25,250,7.698,8.503,9.983
100,100,0.05,50,1.3,92,0.3,250,7.856,8.506,10.444
100,100,0.05,50,1.3,92,0.35,250,8.223,8.49,10.881
100,100,0.05,50,1.3,92,0.4,250,8.052,8.469,11.305
100,100,0.05,50,1.3,92,0.45,250,7.946,8.445,11.721
100,100,0.05,50,1.3,92,0.5,250,8.298,8.422,12.134
100,100,0.05,50,1.3,92,0.55,250,8.695,8.4,12.544
100,100,0.05,50,1.3,92,0.6,250,8.644,8.379,12.952
100,100,0.05,50,1.4,92,0.2,250,7.622,8.67,9.776
100,100,0.05,50,1.4,92,0.25,250,8.006,8.674,10.266
100,100,0.05,50,1.4,92,0.3,250,8.05,8.646,10.715
100,100,0.05,50,1.4,92,0.35,250,8.389,8.607,11.146
100,100,0.05,50,1.4,92,0.4,250,8.377,8.568,11.569
100,100,0.05,50,1.4,92,0.45,250,8.262,8.531,11.988
100,100,0.05,50,1.4,92,0.5,250,8.626,8.497,12.406
100,100,0.05,50,1.4,92,0.55,250,9.032,8.466,12.822
100,100,0.05,50,1.4,92,0.6,250,8.579,8.438,13.238
100,100,0.05,50,1.5,92,0.2,250,7.886,8.875,10.07
100,100,0.05,50,1.5,92,0.25,250,7.958,8.836,10.538
100,100,0.05,50,1.5,92,0.3,250,8.072,8.777,10.975
100,100,0.05,50,1.5,92,0.35,250,8.713,8.716,11.401
100,100,0.05,50,1.5,92,0.4,250,8.345,8.66,11.823
100,100,0.05,50,1.5,92,0.45,250,8.407,8.61,12.244
100,100,0.05,50,1.5,92,0.5,250,8.941,8.566,12.666
100,100,0.05,50,1.5,92,0.55,250,8.681,8.527,13.089
100,100,0.05,50,1.5,92,0.6,250,8.885,8.492,13.512
100,100,0.05,50,1.6,92,0.2,250,8.147,9.071,10.355
100,100,0.05,50,1.6,92,0.25,250,8.266,8.989,10.8
100,100,0.05,50,1.6,92,0.3,250,8.372,8.901,11.225
100,100,0.05,50,1.6,92,0.35,250,9.027,8.819,11.645
100,100,0.05,50,1.6,92,0.4,250,8.249,8.747,12.067
100,100,0.05,50,1.6,92,0.45,250,8.567,8.685,12.491
100,100,0.05,50,1.6,92,0.5,250,8.941,8.631,12.917
100,100,0.05,50,1.6,92,0.55,250,8.92,8.584,13.345
100,100,0.05,50,1.6,92,0.6,250,9.179,8.543,13.776
100,100,0.05,50,1.7,92,0.2,250,8.218,9.258,10.629
100,100,0.05,50,1.7,92,0.25,250,8.493,9.135,11.052
100,100,0.05,50,1.7,92,0.3,250,8.664,9.018,11.465
100,100,0.05,50,1.7,92,0.35,250,9.333,8.916,11.881
100,100,0.05,50,1.7,92,0.4,250,8.429,8.829,12.302
100,100,0.05,50,1.7,92,0.45,250,8.743,8.755,12.728
100,100,0.05,50,1.7,92,0.5,250,9.227,8.692,13.159
100,100,0.05,50,1.7,92,0.55,250,8.793,8.637,13.593
100,100,0.05,50,1.7,92,0.6,250,9.463,8.59,14.03
100,100,0.05,50,1.8,92,0.2,250,8.334,9.438,10.896
100,100,0.05,50,1.8,92,0.25,250,8.575,9.274,11.296
100,100,0.05,50,1.8,92,0.3,250,8.948,9.129,11.698
100,100,0.05,50,1.8,92,0.35,250,8.715,9.008,12.109
100,100,0.05,50,1.8,92,0.4,250,8.581,8.906,12.529
100,100,0.05,50,1.8,92,0.45,250,9.012,8.821,12.958
100,100,0.05,50,1.8,92,0.5,250,9.49,8.749,13.393
100,100,0.05,50,1.8,92,0.55,250,9.055,8.687,13.832
100,100,0.05,50,1.8,92,0.6,250,9.402,8.634,14.276
100,100,0.05,50,1.9,92,0.2,250,8.545,9.61,11.155
100,100,0.05,50,1.9,92,0.25,250,8.853,9.407,11.534
100,100,0.05,50,1.9,92,0.3,250,8.912,9.235,11.924
100,100,0.05,50,1.9,92,0.35,250,8.976,9.095,12.33
100,100,0.05,50,1.9,92,0.4,250,8.833,8.979,12.75
100,100,0.05,50,1.9,92,0.45,250,9.273,8.883,13.18
100,100,0.05,50,1.9,92,0.5,250,9.758,8.803,13.619
100,100,0.05,50,1.9,92,0.55,250,9.308,8.734,14.064
100,100,0.05,50,1.9,92,0.6,250,8.535,8.675,14.514
100,100,0.05,50,2.0,92,0.2,250,8.823,9.776,11.407
100,100,0.05,50,2.0,92,0.25,250,9.126,9.534,11.764
100,100,0.05,50,2.0,92,0.3,250,9.175,9.337,12.143
100,100,0.05,50,2.0,92,0.35,250,8.872,9.178,12.545
100,100,0.05,50,2.0,92,0.4,250,9.079,9.049,12.963
100,100,0.05,50,2.0,92,0.45,250,9.214,8.943,13.396
100,100,0.05,50,2.0,92,0.5,250,9.296,8.854,13.838
100,100,0.05,50,2.0,92,0.55,250,9.554,8.779,14.289
100,100,0.05,50,2.0,92,0.6,250,8.745,8.714,14.745
100,100,0.05,50,2.1,92,0.2,250,9.097,9.937,11.653
100,100,0.05,50,2.1,92,0.25,250,9.335,9.657,11.988
100,100,0.05,50,2.1,92,0.3,250,9.433,9.434,12.357
100,100,0.05,50,2.1,92,0.35,250,8.79,9.258,12.753
100,100,0.05,50,2.1,92,0.4,250,9.145,9.116,13.171
100,100,0.05,50,2.1,92,0.45,250,9.454,8.999,13.606
100,100,0.05,50,2.1,92,0.5,250,9.531,8.902,14.052
100,100,0.05,50,2.1,92,0.55,250,9.792,8.821,14.507
100,100,0.05,50,2.1,92,0.6,250,8.855,8.751,14.969
100,100,0.05,50,2.2,92,0.2,250,9.329,10.092,11.893
100,100,0.05,50,2.2,92,0.25,250,9.335,9.775,12.207
100,100,0.05,50,2.2,92,0.3,250,9.684,9.528,12.564
100,100,0.05,50,2.2,92,0.35,250,9.016,9.334,12.956
100,100,0.05,50,2.2,92,0.4,250,9.233,9.179,13.374
100,100,0.05,50,2.2,92,0.45,250,9.688,9.053,13.81
100,100,0.05,50,2.2,92,0.5,250,9.381,8.949,14.26
100,100,0.05,50,2.2,92,0.55,250,9.681,8.861,14.72
100,100,0.05,50,2.2,92,0.6,250,9.056,8.786,15.188
100,100,0.05,50,2.3,92,0.2,250,9.543,10.242,12.127
100,100,0.05,50,2.3,92,0.25,250,9.443,9.889,12.42
100,100,0.05,50,2.3,92,0.3,250,9.931,9.618,12.767
100,100,0.05,50,2.3,92,0.35,250,9.062,9.407,13.154
100,100,0.05,50,2.3,92,0.4,250,9.456,9.24,13.571
100,100,0.05,50,2.3,92,0.45,250,9.916,9.104,14.009
100,100,0.05,50,2.3,92,0.5,250,9.49,8.993,14.462
100,100,0.05,50,2.3,92,0.55,250,9.9,8.899,14.927
100,100,0.05,50,2.3,92,0.6,250,9.251,8.82,15.4
100,100,0.05,50,2.4,92,0.2,250,9.801,10.388,12.357
100,100,0.05,50,2.4,92,0.25,250,9.66,9.999,12.629
100,100,0.05,50,2.4,92,0.3,250,10.174,9.705,12.965
100,100,0.05,50,2.4,92,0.35,250,9.274,9.478,13.348
100,100,0.05,50,2.4,92,0.4,250,9.673,9.298,13.764
100,100,0.05,50,2.4,92,0.45,250,10.139,9.154,14.203
100,100,0.05,50,2.4,92,0.5,250,9.701,9.035,14.66
100,100,0.05,50,2.4,92,0.55,250,8.936,8.935,15.129
100,100,0.05,50,2.4,92,0.6,250,9.44,8.851,15.608
100,100,0.05,50,2.5,92,0.2,250,9.967,10.53,12.582
100,100,0.05,50,2.5,92,0.25,250,9.896,10.106,12.833
100,100,0.05,50,2.5,92,0.3,250,9.963,9.788,13.159
100,100,0.05,50,2.5,92,0.35,250,9.483,9.545,13.537
100,100,0.05,50,2.5,92,0.4,250,9.886,9.354,13.952
100,100,0.05,50,2.5,92,0.45,250,10.356,9.201,14.393
100,100,0.05,50,2.5,92,0.5,250,9.906,9.075,14.853
100,100,0.05,50,2.5,92,0.55,250,9.112,8.97,15.327
100,100,0.05,50,2.5,92,0.6,250,9.623,8.882,15.811
100,100,0.05,50,2.6,92,0.2,250,10.215,10.668,12.803
100,100,0.05,50,2.6,92,0.25,250,10.128,10.209,13.034
100,100,0.05,50,2.6,92,0.3,250,10.185,9.87,13.349
100,100,0.05,50,2.6,92,0.35,250,9.687,9.611,13.722
100,100,0.05,50,2.6,92,0.4,250,10.095,9.408,14.136
100,100,0.05,50,2.6,92,0.45,250,10.551,9.246,14.578
100,100,0.05,50,2.6,92,0.5,250,10.106,9.114,15.041
100,100,0.05,50,2.6,92,0.55,250,9.181,9.003,15.52
100,100,0.05,50,2.6,92,0.6,250,9.801,8.91,16.009
100,100,0.05,50,2.7,92,0.2,250,10.148,10.802,13.019
100,100,0.05,50,2.7,92,0.25,250,10.357,10.31,13.23
100,100,0.05,50,2.7,92,0.3,250,10.404,9.948,13.535
100,100,0.05,50,2.7,92,0.35,250,9.888,9.674,13.903
100,100,0.05,50,2.7,92,0.4,250,9.852,9.46,14.316
100,100,0.05,50,2.7,92,0.45,250,10.759,9.29,14.76
100,100,0.05,50,2.7,92,0.5,250,10.302,9.151,15.226
100,100,0.05,50,2.7,92,0.55,250,9.347,9.035,15.708
100,100,0.05,50,2.7,92,0.6,250,9.905,8.938,16.203
100,100,0.05,50,2.8,92,0.2,250,10.383,10.933,13.232
100,100,0.05,50,2.8,92,0.25,250,10.323,10.408,13.423
100,100,0.05,50,2.8,92,0.3,250,9.968,10.024,13.717
100,100,0.05,50,2.8,92,0.35,250,10.085,9.735,14.081
100,100,0.05,50,2.8,92,0.4,250,10.046,9.511,14.493
100,100,0.05,50,2.8,92,0.45,250,9.862,9.332,14.938
100,100,0.05,50,2.8,92,0.5,250,10.136,9.187,15.407
100,100,0.05,50,2.8,92,0.55,250,9.508,9.066,15.893
100,100,0.05,50,2.8,92,0.6,250,10.075,8.965,16.392
100,100,0.05,50,2.9,92,0.2,250,10.615,11.061,13.442
100,100,0.05,50,2.9,92,0.25,250,10.539,10.503,13.612
100,100,0.05,50,2.9,92,0.3,250,10.166,10.098,13.896
100,100,0.05,50,2.9,92,0.35,250,10.278,9.794,14.255
100,100,0.05,50,2.9,92,0.4,250,10.228,9.559,14.666
100,100,0.05,50,2.9,92,0.45,250,10.041,9.373,15.112
100,100,0.05,50,2.9,92,0.5,250,10.319,9.221,15.584
100,100,0.05,50,2.9,92,0.55,250,9.67,9.096,16.074
100,100,0.05,50,2.9,92,0.6,250,10.24,8.99,16.578
100,100,0.05,50,3.0,92,0.2,250,10.709,11.186,13.648
100,100,0.05,50,3.0,92,0.25,250,10.753,10.596,13.798
100,100,0.05,50,3.0,92,0.3,250,10.103,10.17,14.071
100,100,0.05,50,3.0,92,0.35,250,10.468,9.852,14.426
100,100,0.05,50,3.0,92,0.4,250,10.415,9.606,14.836
100,100,0.05,50,3.0,92,0.45,250,10.217,9.412,15.283
100,100,0.05,50,3.0,92,0.5,250,10.497,9.254,15.758
100,100,0.05,50,3.0,92,0.55,250,9.827,9.124,16.252
100,100,0.05,50,3.0,92,0.6,250,10.4,9.015,16.76
100,100,0.05,50,3.1,92,0.2,250,10.933,11.309,13.851
100,100,0.05,50,3.1,92,0.25,250,10.829,10.686,13.981
100,100,0.05,50,3.1,92,0.3,250,10.291,10.24,14.244
100,100,0.05,50,3.1,92,0.35,250,10.654,9.908,14.594
100,100,0.05,50,3.1,92,0.4,250,10.598,9.652,15.003
100,100,0.05,50,3.1,92,0.45,250,10.307,9.45,15.451
100,100,0.05,50,3.1,92,0.5,250,9.322,9.286,15.929
100,100,0.05,50,3.1,92,0.55,250,9.981,9.151,16.426
100,100,0.05,50,3.1,92,0.6,250,10.557,9.038,16.939
100,100,0.05,50,3.2,92,0.2,250,11.154,11.428,14.051
100,100,0.05,50,3.2,92,0.25,250,11.034,10.774,14.161
100,100,0.05,50,3.2,92,0.3,250,10.475,10.308,14.414
100,100,0.05,50,3.2,92,0.35,250,10.838,9.962,14.759
100,100,0.05,50,3.2,92,0.4,250,10.778,9.696,15.167
100,100,0.05,50,3.2,92,0.45,250,10.476,9.487,15.616
100,100,0.05,50,3.2,92,0.5,250,9.466,9.317,16.096
100,100,0.05,50,3.2,92,0.55,250,10.131,9.178,16.597
100,100,0.05,50,3.2,92,0.6,250,10.709,9.061,17.114
100,100,0.05,50,3.3,92,0.2,250,11.373,11.546,14.248
100,100,0.05,50,3.3,92,0.25,250,11.002,10.86,14.338
100,100,0.05,50,3.3,92,0.3,250,10.361,10.374,14.581
100,100,0.05,50,3.3,92,0.35,250,10.739,10.015,14.922
100,100,0.05,50,3.3,92,0.4,250,10.955,9.739,15.328
100,100,0.05,50,3.3,92,0.45,250,10.641,9.522,15.779
100,100,0.05,50,3.3,92,0.5,250,9.608,9.347,16.261
100,100,0.05,50,3.3,92,0.55,250,10.202,9.203,16.765
100,100,0.05,50,3.3,92,0.6,250,10.857,9.083,17.287
100,100,0.05,50,3.4,92,0.2,250,11.589,11.661,14.442
100,100,0.05,50,3.4,92,0.25,250,11.198,10.945,14.513
100,100,0.05,50,3.4,92,0.3,250,10.338,10.439,14.746
100,100,0.05,50,3.4,92,0.35,250,10.776,10.066,15.082
100,100,0.05,50,3.4,92,0.4,250,11.129,9.781,15.487
100,100,0.05,50,3.4,92,0.45,250,10.746,9.557,15.938
100,100,0.05,50,3.4,92,0.5,250,9.747,9.376,16.423
100,100,0.05,50,3.4,92,0.55,250,10.346,9.228,16.931
100,100,0.05,50,3.4,92,0.6,250,11.001,9.104,17.456
100,100,0.05,50,3.5,92,0.2,250,11.803,11.773,14.634
100,100,0.05,50,3.5,92,0.25,250,11.392,11.027,14.685
100,100,0.05,50,3.5,92,0.3,250,10.507,10.502,14.908
100,100,0.05,50,3.5,92,0.35,250,10.947,10.116,15.239
100,100,0.05,50,3.5,92,0.4,250,11.3,9.822,15.643
100,100,0.05,50,3.5,92,0.45,250,10.843,9.59,16.095
100,100,0.05,50,3.5,92,0.5,250,9.875,9.404,16.582
100,100,0.05,50,3.5,92,0.55,250,10.487,9.252,17.093
100,100,0.05,50,3.5,92,0.6,250,11.142,9.124,17.622
100,100,0.05,50,3.6,92,0.2,250,12.014,11.884,14.824
100,100,0.05,50,3.6,92,0.25,250,11.389,11.108,14.855
100,100,0.05,50,3.6,92,0.3,250,10.674,10.564,15.067
100,100,0.05,50,3.6,92,0.35,250,10.908,10.165,15.394
100,100,0.05,50,3.6,92,0.4,250,11.468,9.861,15.796
100,100,0.05,50,3.6,92,0.45,250,11.001,9.623,16.249
100,100,0.05,50,3.6,92,0.5,250,10.01,9.431,16.738
100,100,0.05,50,3.6,92,0.55,250,10.625,9.275,17.253
100,100,0.05,50,3.6,92,0.6,250,11.279,9.144,17.786
100,100,0.05,50,3.7,92,0.2,250,12.223,11.992,15.011
100,100,0.05,50,3.7,92,0.25,250,11.576,11.187,15.022
100,100,0.05,50,3.7,92,0.3,250,10.729,10.624,15.225
100,100,0.05,50,3.7,92,0.35,250,11.071,10.212,15.547
100,100,0.05,50,3.7,92,0.4,250,11.221,9.899,15.948
100,100,0.05,50,3.7,92,0.45,250,11.155,9.655,16.401
100,100,0.05,50,3.7,92,0.5,250,10.141,9.458,16.892
100,100,0.05,50,3.7,92,0.55,250,10.76,9.297,17.41
100,100,0.05,50,3.7,92,0.6,250,11.412,9.163,17.947
100,100,0.05,50,3.8,92,0.2,250,12.43,12.099,15.195
100,100,0.05,50,3.8,92,0.25,250,11.76,11.264,15.187
100,100,0.05,50,3.8,92,0.3,250,10.89,10.683,15.38
100,100,0.05,50,3.8,92,0.35,250,11.232,10.259,15.698
100,100,0.05,50,3.8,92,0.4,250,11.379,9.937,16.097
100,100,0.05,50,3.8,92,0.45,250,10.926,9.685,16.551
100,100,0.05,50,3.8,92,0.5,250,10.271,9.484,17.044
100,100,0.05,50,3.8,92,0.55,250,10.892,9.319,17.565
100,100,0.05,50,3.8,92,0.6,250,11.155,9.181,18.105
100,100,0.05,50,3.9,92,0.2,250,12.635,12.204,15.378
100,100,0.05,50,3.9,92,0.25,250,11.942,11.34,15.351
100,100,0.05,50,3.9,92,0.3,250,11.049,10.74,15.533
100,100,0.05,50,3.9,92,0.35,250,11.027,10.304,15.846
100,100,0.05,50,3.9,92,0.4,250,11.534,9.973,16.244
100,100,0.05,50,3.9,92,0.45,250,10.949,9.715,16.699
100,100,0.05,50,3.9,92,0.5,250,10.397,9.509,17.194
100,100,0.05,50,3.9,92,0.55,250,11.021,9.34,17.717
100,100,0.05,50,3.9,92,0.6,250,11.281,9.199,18.261
100,100,0.05,50,4.0,92,0.2,250,12.723,12.307,15.558
100,100,0.05,50,4.0,92,0.25,250,11.623,11.414,15.512
100,100,0.05,50,4.0,92,0.3,250,11.206,10.797,15.684
100,100,0.05,50,4.0,92,0.35,250,11.179,10.348,15.993
100,100,0.05,50,4.0,92,0.4,250,11.687,10.009,16.389
100,100,0.05,50,4.0,92,0.45,250,11.092,9.744,16.844
100,100,0.05,50,4.0,92,0.5,250,10.517,9.533,17.341
100,100,0.05,50,4.0,92,0.55,250,11.147,9.36,17.868
100,100,0.05,50,4.0,92,0.6,250,11.404,9.217,18.415
100,100,0.05,50,4.1,92,0.2,250,12.922,12.408,15.737
100,100,0.05,50,4.1,92,0.25,250,11.793,11.487,15.671
100,100,0.05,50,4.1,92,0.3,250,11.361,10.852,15.834
100,100,0.05,50,4.1,92,0.35,250,11.329,10.391,16.137
100,100,0.05,50,4.1,92,0.4,250,11.838,10.044,16.532
100,100,0.05,50,4.1,92,0.45,250,11.234,9.773,16.988
100,100,0.05,50,4.1,92,0.5,250,10.554,9.556,17.486
100,100,0.05,50,4.1,92,0.55,250,11.271,9.38,18.016
100,100,0.05,50,4.1,92,0.6,250,11.525,9.233,18.567
100,100,0.05,50,4.2,92,0.2,250,13.119,12.508,15.913
100,100,0.05,50,4.2,92,0.25,250,11.962,11.559,15.828
100,100,0.05,50,4.2,92,0.3,250,11.514,10.906,15.981
100,100,0.05,50,4.2,92,0.35,250,11.477,10.434,16.28
100,100,0.05,50,4.2,92,0.4,250,11.987,10.078,16.673
100,100,0.05,50,4.2,92,0.45,250,10.04,9.801,17.129
100,100,0.05,50,4.2,92,0.5,250,10.675,9.579,17.63
100,100,0.05,50,4.2,92,0.55,250,11.392,9.399,18.162
100,100,0.05,50,4.2,92,0.6,250,11.592,9.25,18.716
100,100,0.05,50,4.3,92,0.2,250,13.133,12.606,16.088
100,100,0.05,50,4.3,92,0.25,250,12.128,11.629,15.984
100,100,0.05,50,4.3,92,0.3,250,11.551,10.959,16.127
100,100,0.05,50,4.3,92,0.35,250,11.622,10.475,16.421
100,100,0.05,50,4.3,92,0.4,250,12.133,10.111,16.812
