S0,K,r,m,T,H,sigma,trading_days,price_iter,price,price_adj,H_percent
110,100,0.1,50,3.8,124,0.5,250,0.04446020743603783,0.0121,0.0523,-12.7273
110,100,0.1,50,3.8,124,0.6,250,0.03056271445980247,0.0068,0.0373,-12.7273
110,100,0.1,50,4.2,124,0.2,250,0.20614160334528092,0.1089,0.2178,-12.7273
110,100,0.1,50,4.2,124,0.3,250,0.10513934039621232,0.0429,0.1153,-12.7273
110,100,0.1,50,4.2,124,0.4,250,0.060751869999857704,0.0195,0.0691,-12.7273
110,100,0.1,50,4.2,124,0.5,250,0.038920778492180126,0.01,0.0461,-12.7273
110,100,0.1,50,4.2,124,0.6,250,0.02666913341042816,0.0056,0.033,-12.7273
110,100,0.1,50,4.6,124,0.2,250,0.17339745806881163,0.089,0.1839,-12.7273
110,100,0.1,50,4.6,124,0.3,250,0.09128855887403925,0.0358,0.1005,-12.7273
110,100,0.1,50,4.6,124,0.4,250,0.05323180909466229,0.0164,0.0611,-12.7273
110,100,0.1,50,4.6,124,0.5,250,0.0342803086736907,0.0084,0.041,-12.7273
110,100,0.1,50,4.6,124,0.6,250,0.023741262265850275,0.0047,0.0295,-12.7273
110,100,0.1,50,5.0,124,0.2,250,0.14708345613716192,0.0735,0.1566,-12.7273
110,100,0.1,50,5.0,124,0.3,250,0.07972556740703887,0.0303,0.0884,-12.7273
110,100,0.1,50,5.0,124,0.4,250,0.047073528168974886,0.0139,0.0545,-12.7273
110,100,0.1,50,5.0,124,0.5,250,0.030531949452330544,0.0071,0.0368,-12.7273
110,100,0.1,50,5.0,124,0.6,250,0.02092562910463741,0.004,0.0266,-12.7273
110,100,0.1,50,0.2,125,0.2,250,7.937426094378641,7.4498,7.965,-13.6364
110,100,0.1,50,0.2,125,0.3,250,4.617047187514163,4.0121,4.6491,-13.6364
110,100,0.1,50,0.2,125,0.4,250,2.7631146361308616,2.2213,2.7959,-13.6364
110,100,0.1,50,0.2,125,0.5,250,1.7599134552370777,1.3094,1.7864,-13.6364
110,100,0.1,50,0.2,125,0.6,250,1.1885077669999242,0.821,1.2106,-13.6364
110,100,0.1,50,0.6,125,0.2,250,3.517436969272491,2.9129,3.5537,-13.6364
110,100,0.1,50,0.6,125,0.3,250,1.5799789249392775,1.1508,1.6075,-13.6364
110,100,0.1,50,0.6,125,0.4,250,0.8412484332132993,0.5427,0.863,-13.6364
110,100,0.1,50,0.6,125,0.5,250,0.5064678190564588,0.2922,0.5256,-13.6364
110,100,0.1,50,0.6,125,0.6,250,0.33476234163024504,0.1731,0.3505,-13.6364
110,100,0.1,50,1.0,125,0.2,250,2.022434845939959,1.54,2.0543,-13.6364
110,100,0.1,50,1.0,125,0.3,250,0.8678539743793476,0.5655,0.8903,-13.6364
110,100,0.1,50,1.0,125,0.4,250,0.45633256919560533,0.2574,0.4744,-13.6364
110,100,0.1,50,1.0,125,0.5,250,0.27541818210569413,0.1357,0.2905,-13.6364
110,100,0.1,50,1.0,125,0.6,250,0.18157145612192407,0.0792,0.1957,-13.6364
110,100,0.1,50,1.4,125,0.2,250,1.3309795369387318,0.949,1.3576,-13.6364
110,100,0.1,50,1.4,125,0.3,250,0.5677612561260922,0.341,0.589,-13.6364
110,100,0.1,50,1.4,125,0.4,250,0.3009545490280768,0.1532,0.3165,-13.6364
110,100,0.1,50,1.4,125,0.5,250,0.18210349720917904,0.08,0.196,-13.6364
110,100,0.1,50,1.4,125,0.6,250,0.12127394452509803,0.0463,0.1334,-13.6364
110,100,0.1,50,1.8,125,0.2,250,0.9452653411353004,0.6389,0.9692,-13.6364
110,100,0.1,50,1.8,125,0.3,250,0.4093298051919267,0.229,0.4275,-13.6364
110,100,0.1,50,1.8,125,0.4,250,0.2187022234587238,0.1025,0.2328,-13.6364
110,100,0.1,50,1.8,125,0.5,250,0.1334182787951834,0.0532,0.1458,-13.6364
110,100,0.1,50,1.8,125,0.6,250,0.08882206777556716,0.0306,0.1002,-13.6364
110,100,0.1,50,2.2,125,0.2,250,0.708027309151849,0.4555,0.7272,-13.6364
110,100,0.1,50,2.2,125,0.3,250,0.3128208726916644,0.1645,0.3284,-13.6364
110,100,0.1,50,2.2,125,0.4,250,0.16774352304925033,0.0735,0.1815,-13.6364
110,100,0.1,50,2.2,125,0.5,250,0.10370203980754028,0.0381,0.1148,-13.6364
110,100,0.1,50,2.2,125,0.6,250,0.06930571789678094,0.0218,0.0796,-13.6364
110,100,0.1,50,2.6,125,0.2,250,0.5462826024092424,0.3381,0.5649,-13.6364
110,100,0.1,50,2.6,125,0.3,250,0.24708271367084333,0.1236,0.2621,-13.6364
110,100,0.1,50,2.6,125,0.4,250,0.13511868380828573,0.0553,0.147,-13.6364
110,100,0.1,50,2.6,125,0.5,250,0.08320611019177847,0.0286,0.094,-13.6364
110,100,0.1,50,2.6,125,0.6,250,0.05625981638797366,0.0163,0.0656,-13.6364
110,100,0.1,50,3.0,125,0.2,250,0.4324056151469097,0.2584,0.4502,-13.6364
110,100,0.1,50,3.0,125,0.3,250,0.20172021008169205,0.096,0.215,-13.6364
110,100,0.1,50,3.0,125,0.4,250,0.11076478393160429,0.0431,0.1224,-13.6364
110,100,0.1,50,3.0,125,0.5,250,0.06919031855363712,0.0222,0.079,-13.6364
110,100,0.1,50,3.0,125,0.6,250,0.046842732080828155,0.0126,0.0554,-13.6364
110,100,0.1,50,3.4,125,0.2,250,0.35003800185333495,0.2021,0.3658,-13.6364
110,100,0.1,50,3.4,125,0.3,250,0.16703301947900917,0.0764,0.18,-13.6364
110,100,0.1,50,3.4,125,0.4,250,0.09392186772414761,0.0344,0.104,-13.6364
110,100,0.1,50,3.4,125,0.5,250,0.058809528447607215,0.0177,0.0677,-13.6364
110,100,0.1,50,3.4,125,0.6,250,0.04003846005845496,0.01,0.0477,-13.6364
110,100,0.1,50,3.8,125,0.2,250,0.28920386014755134,0.1609,0.3019,-13.6364
110,100,0.1,50,3.8,125,0.3,250,0.1410200582932179,0.062,0.1532,-13.6364
110,100,0.1,50,3.8,125,0.4,250,0.07999894623464629,0.028,0.0897,-13.6364
110,100,0.1,50,3.8,125,0.5,250,0.04995871729784522,0.0144,0.0589,-13.6364
110,100,0.1,50,3.8,125,0.6,250,0.03417748371915767,0.0081,0.0417,-13.6364
110,100,0.1,50,4.2,125,0.2,250,0.24003335556932004,0.13,0.2522,-13.6364
110,100,0.1,50,4.2,125,0.3,250,0.1213425344123044,0.0512,0.132,-13.6364
110,100,0.1,50,4.2,125,0.4,250,0.06896330073414467,0.0232,0.0784,-13.6364
110,100,0.1,50,4.2,125,0.5,250,0.043989232426040116,0.0119,0.0518,-13.6364
110,100,0.1,50,4.2,125,0.6,250,0.029897812175145158,0.0067,0.0369,-13.6364
110,100,0.1,50,4.6,125,0.2,250,0.20239746184519275,0.1064,0.2129,-13.6364
110,100,0.1,50,4.6,125,0.3,250,0.10488016027765211,0.0427,0.1149,-13.6364
110,100,0.1,50,4.6,125,0.4,250,0.06069332560374334,0.0195,0.0692,-13.6364
110,100,0.1,50,4.6,125,0.5,250,0.03870367800999171,0.01,0.0461,-13.6364
110,100,0.1,50,4.6,125,0.6,250,0.026405363653693226,0.0056,0.0329,-13.6364
110,100,0.1,50,5.0,125,0.2,250,0.17073687478899288,0.0879,0.1812,-13.6364
110,100,0.1,50,5.0,125,0.3,250,0.09156645821782451,0.0361,0.1009,-13.6364
110,100,0.1,50,5.0,125,0.4,250,0.0538447977534243,0.0166,0.0616,-13.6364
110,100,0.1,50,5.0,125,0.5,250,0.03433866527171628,0.0085,0.0413,-13.6364
110,100,0.1,50,5.0,125,0.6,250,0.023427611624480656,0.0047,0.0296,-13.6364
110,100,0.1,50,0.2,126,0.2,250,8.46026711799695,8.0057,8.4909,-14.5455
110,100,0.1,50,0.2,126,0.3,250,5.082654709966416,4.4695,5.1176,-14.5455
110,100,0.1,50,0.2,126,0.4,250,3.0998155170101183,2.5246,3.1299,-14.5455
110,100,0.1,50,0.2,126,0.5,250,1.9870911110765763,1.5056,2.0178,-14.5455
110,100,0.1,50,0.2,126,0.6,250,1.348526077913512,0.9509,1.3738,-14.5455
110,100,0.1,50,0.6,126,0.2,250,3.941714778040077,3.3065,3.9798,-14.5455
110,100,0.1,50,0.6,126,0.3,250,1.796324276713981,1.33,1.824,-14.5455
110,100,0.1,50,0.6,126,0.4,250,0.9578817973127972,0.6324,0.9832,-14.5455
110,100,0.1,50,0.6,126,0.5,250,0.5771159021098642,0.342,0.599,-14.5455
110,100,0.1,50,0.6,126,0.6,250,0.38110305082354534,0.2031,0.3989,-14.5455
110,100,0.1,50,1.0,126,0.2,250,2.3016933973618254,1.7781,2.3333,-14.5455
110,100,0.1,50,1.0,126,0.3,250,0.9916229876834497,0.6598,1.0161,-14.5455
110,100,0.1,50,1.0,126,0.4,250,0.5212591348461612,0.3017,0.5411,-14.5455
110,100,0.1,50,1.0,126,0.5,250,0.31345270445325596,0.1594,0.3305,-14.5455
110,100,0.1,50,1.0,126,0.6,250,0.20651517862300542,0.0932,0.2219,-14.5455
110,100,0.1,50,1.4,126,0.2,250,1.5206458618370957,1.1049,1.5516,-14.5455
110,100,0.1,50,1.4,126,0.3,250,0.6522383632342221,0.3996,0.6732,-14.5455
110,100,0.1,50,1.4,126,0.4,250,0.34303603069912864,0.1801,0.3607,-14.5455
110,100,0.1,50,1.4,126,0.5,250,0.207341314734523,0.0942,0.2224,-14.5455
110,100,0.1,50,1.4,126,0.6,250,0.13787244520939515,0.0546,0.1508,-14.5455
110,100,0.1,50,1.8,126,0.2,250,1.0825266726282152,0.7475,1.1111,-14.5455
110,100,0.1,50,1.8,126,0.3,250,0.4689109238574553,0.2691,0.4887,-14.5455
110,100,0.1,50,1.8,126,0.4,250,0.24895107752472978,0.1206,0.2649,-14.5455
110,100,0.1,50,1.8,126,0.5,250,0.15187560267712738,0.0627,0.165,-14.5455
110,100,0.1,50,1.8,126,0.6,250,0.10173324925217078,0.0361,0.1129,-14.5455
110,100,0.1,50,2.2,126,0.2,250,0.8121093121001318,0.5347,0.8352,-14.5455
110,100,0.1,50,2.2,126,0.3,250,0.3576822941084491,0.1935,0.3752,-14.5455
110,100,0.1,50,2.2,126,0.4,250,0.1916437096192882,0.0866,0.2061,-14.5455
110,100,0.1,50,2.2,126,0.5,250,0.11783534246731527,0.0449,0.1297,-14.5455
110,100,0.1,50,2.2,126,0.6,250,0.07838719538176901,0.0257,0.0894,-14.5455
110,100,0.1,50,2.6,126,0.2,250,0.6288297033836103,0.3977,0.6494,-14.5455
110,100,0.1,50,2.6,126,0.3,250,0.2827127358940229,0.1456,0.2992,-14.5455
110,100,0.1,50,2.6,126,0.4,250,0.15363900110056483,0.0652,0.1667,-14.5455
110,100,0.1,50,2.6,126,0.5,250,0.09406894853024736,0.0337,0.1059,-14.5455
110,100,0.1,50,2.6,126,0.6,250,0.06397088286850573,0.0192,0.0735,-14.5455
110,100,0.1,50,3.0,126,0.2,250,0.4991536958104381,0.3046,0.5178,-14.5455
110,100,0.1,50,3.0,126,0.3,250,0.231621180254608,0.1131,0.2453,-14.5455
110,100,0.1,50,3.0,126,0.4,250,0.126197141887266,0.0508,0.1386,-14.5455
110,100,0.1,50,3.0,126,0.5,250,0.07855731347078565,0.0262,0.0889,-14.5455
110,100,0.1,50,3.0,126,0.6,250,0.053234961287871134,0.0149,0.062,-14.5455
110,100,0.1,50,3.4,126,0.2,250,0.4038562066187783,0.2385,0.4208,-14.5455
110,100,0.1,50,3.4,126,0.3,250,0.19244523274621597,0.0901,0.2052,-14.5455
110,100,0.1,50,3.4,126,0.4,250,0.10670832480175584,0.0406,0.1176,-14.5455
110,100,0.1,50,3.4,126,0.5,250,0.06606469638324909,0.0209,0.076,-14.5455
110,100,0.1,50,3.4,126,0.6,250,0.04489514396495179,0.0118,0.0533,-14.5455
110,100,0.1,50,3.8,126,0.2,250,0.33263119463625584,0.1901,0.3473,-14.5455
110,100,0.1,50,3.8,126,0.3,250,0.16149748645120637,0.0732,0.1744,-14.5455
110,100,0.1,50,3.8,126,0.4,250,0.09116224407443754,0.0331,0.1013,-14.5455
110,100,0.1,50,3.8,126,0.5,250,0.05718454386837933,0.017,0.066,-14.5455
110,100,0.1,50,3.8,126,0.6,250,0.038572746799418314,0.0096,0.0465,-14.5455
110,100,0.1,50,4.2,126,0.2,250,0.2753507995910673,0.1538,0.2901,-14.5455
110,100,0.1,50,4.2,126,0.3,250,0.1382746763121805,0.0604,0.1501,-14.5455
110,100,0.1,50,4.2,126,0.4,250,0.07871231535861747,0.0274,0.0884,-14.5455
110,100,0.1,50,4.2,126,0.5,250,0.049728242600422974,0.0141,0.058,-14.5455
110,100,0.1,50,4.2,126,0.6,250,0.033652426547407174,0.0079,0.041,-14.5455
110,100,0.1,50,4.6,126,0.2,250,0.2318494823948348,0.1258,0.2448,-14.5455
110,100,0.1,50,4.6,126,0.3,250,0.11981816845659254,0.0505,0.1306,-14.5455
110,100,0.1,50,4.6,126,0.4,250,0.06871018773595672,0.023,0.0779,-14.5455
110,100,0.1,50,4.6,126,0.5,250,0.04334556059982831,0.0118,0.0515,-14.5455
110,100,0.1,50,4.6,126,0.6,250,0.030021281085190876,0.0066,0.0365,-14.5455
110,100,0.1,50,5.0,126,0.2,250,0.1968776138958555,0.1041,0.2084,-14.5455
110,100,0.1,50,5.0,126,0.3,250,0.10489173025636399,0.0427,0.1146,-14.5455
110,100,0.1,50,5.0,126,0.4,250,0.06057853231844242,0.0196,0.0693,-14.5455
110,100,0.1,50,5.0,126,0.5,250,0.03844682809156722,0.01,0.0461,-14.5455
110,100,0.1,50,5.0,126,0.6,250,0.026322423919123976,0.0056,0.0328,-14.5455
110,100,0.1,50,0.2,127,0.2,250,8.945055082365899,8.5251,8.9773,-15.4545
110,100,0.1,50,0.2,127,0.3,250,5.5505032452580165,4.9318,5.586,-15.4545
110,100,0.1,50,0.2,127,0.4,250,3.4445814829291495,2.8425,3.4757,-15.4545
110,100,0.1,50,0.2,127,0.5,250,2.235330441196546,1.7155,2.2617,-15.4545
110,100,0.1,50,0.2,127,0.6,250,1.5188840883148413,1.0914,1.5476,-15.4545
110,100,0.1,50,0.6,127,0.2,250,4.375061474747611,3.7177,4.4197,-15.4545
110,100,0.1,50,0.6,127,0.3,250,2.0259496102621806,1.5231,2.054,-15.4545
110,100,0.1,50,0.6,127,0.4,250,1.0856437013900835,0.7305,1.1123,-15.4545
110,100,0.1,50,0.6,127,0.5,250,0.6551475178712364,0.3968,0.6782,-15.4545
110,100,0.1,50,0.6,127,0.6,250,0.4331624601234813,0.2363,0.4512,-15.4545
110,100,0.1,50,1.0,127,0.2,250,2.5899295588120865,2.0339,2.6292,-15.4545
110,100,0.1,50,1.0,127,0.3,250,1.1249483678907566,0.763,1.1515,-15.4545
110,100,0.1,50,1.0,127,0.4,250,0.5909673023105866,0.3506,0.6132,-15.4545
110,100,0.1,50,1.0,127,0.5,250,0.3555483159000462,0.1858,0.3739,-15.4545
110,100,0.1,50,1.0,127,0.6,250,0.23316537204446522,0.1087,0.2504,-15.4545
110,100,0.1,50,1.4,127,0.2,250,1.726038523792633,1.2747,1.7598,-15.4545
110,100,0.1,50,1.4,127,0.3,250,0.7424236778099321,0.4642,0.7643,-15.4545
110,100,0.1,50,1.4,127,0.4,250,0.39001031284182036,0.2098,0.4086,-15.4545
110,100,0.1,50,1.4,127,0.5,250,0.23402281795513555,0.11,0.2511,-15.4545
110,100,0.1,50,1.4,127,0.6,250,0.15488910883558918,0.0638,0.1696,-15.4545
110,100,0.1,50,1.8,127,0.2,250,1.2357006374397068,0.8668,1.2646,-15.4545
110,100,0.1,50,1.8,127,0.3,250,0.5343933674321839,0.3134,0.555,-15.4545
110,100,0.1,50,1.8,127,0.4,250,0.2831234672412085,0.1407,0.2997,-15.4545
110,100,0.1,50,1.8,127,0.5,250,0.17213365784898246,0.0733,0.1859,-15.4545
110,100,0.1,50,1.8,127,0.6,250,0.1139142267970356,0.0422,0.1266,-15.4545
110,100,0.1,50,2.2,127,0.2,250,0.9284179009307297,0.6221,0.9524,-15.4545
110,100,0.1,50,2.2,127,0.3,250,0.4056431070665919,0.2258,0.4261,-15.4545
110,100,0.1,50,2.2,127,0.4,250,0.21713036085901102,0.1012,0.2329,-15.4545
110,100,0.1,50,2.2,127,0.5,250,0.13281631282500747,0.0525,0.1459,-15.4545
110,100,0.1,50,2.2,127,0.6,250,0.08828255465048694,0.0301,0.1,-15.4545
110,100,0.1,50,2.6,127,0.2,250,0.7193204227947154,0.4638,0.7414,-15.4545
110,100,0.1,50,2.6,127,0.3,250,0.3230051460504483,0.17,0.3396,-15.4545
110,100,0.1,50,2.6,127,0.4,250,0.17402770239535822,0.0762,0.1881,-15.4545
110,100,0.1,50,2.6,127,0.5,250,0.10719041985101639,0.0394,0.1189,-15.4545
110,100,0.1,50,2.6,127,0.6,250,0.07144318590048446,0.0225,0.082,-15.4545
110,100,0.1,50,3.0,127,0.2,250,0.5706643380479824,0.3558,0.5915,-15.4545
110,100,0.1,50,3.0,127,0.3,250,0.2623984300021878,0.1323,0.2782,-15.4545
110,100,0.1,50,3.0,127,0.4,250,0.14270365151037492,0.0594,0.1562,-15.4545
110,100,0.1,50,3.0,127,0.5,250,0.08876245993668173,0.0307,0.0995,-15.4545
110,100,0.1,50,3.0,127,0.6,250,0.05946286991177947,0.0174,0.0691,-15.4545
110,100,0.1,50,3.4,127,0.2,250,0.4631861139472006,0.279,0.4809,-15.4545
110,100,0.1,50,3.4,127,0.3,250,0.21773818994311028,0.1054,0.2325,-15.4545
110,100,0.1,50,3.4,127,0.4,250,0.12041759624085463,0.0475,0.1323,-15.4545
110,100,0.1,50,3.4,127,0.5,250,0.07451536551712368,0.0245,0.085,-15.4545
110,100,0.1,50,3.4,127,0.6,250,0.05046245544070927,0.0138,0.0593,-15.4545
110,100,0.1,50,3.8,127,0.2,250,0.3793190479851515,0.2227,0.3969,-15.4545
110,100,0.1,50,3.8,127,0.3,250,0.1834305738239334,0.0857,0.1975,-15.4545
110,100,0.1,50,3.8,127,0.4,250,0.10267008188127828,0.0387,0.1139,-15.4545
110,100,0.1,50,3.8,127,0.5,250,0.06427937761361209,0.0199,0.0737,-15.4545
110,100,0.1,50,3.8,127,0.6,250,0.04325012407058448,0.0112,0.0516,-15.4545
110,100,0.1,50,4.2,127,0.2,250,0.31584543579403873,0.1802,0.3316,-15.4545
110,100,0.1,50,4.2,127,0.3,250,0.15746884577825077,0.0707,0.1699,-15.4545
110,100,0.1,50,4.2,127,0.4,250,0.08818875583486596,0.0321,0.0993,-15.4545
110,100,0.1,50,4.2,127,0.5,250,0.05555853875462803,0.0165,0.0647,-15.4545
110,100,0.1,50,4.2,127,0.6,250,0.03766104557799614,0.0093,0.0455,-15.4545
110,100,0.1,50,4.6,127,0.2,250,0.26547033398417774,0.1476,0.2798,-15.4545
110,100,0.1,50,4.6,127,0.3,250,0.13613121256523528,0.0591,0.1477,-15.4545
110,100,0.1,50,4.6,127,0.4,250,0.07729080131971763,0.027,0.0874,-15.4545
110,100,0.1,50,4.6,127,0.5,250,0.048910198244860294,0.0139,0.0574,-15.4545
110,100,0.1,50,4.6,127,0.6,250,0.03318684591298991,0.0078,0.0404,-15.4545
110,100,0.1,50,5.0,127,0.2,250,0.22683593931669513,0.1222,0.2381,-15.4545
110,100,0.1,50,5.0,127,0.3,250,0.11867751074624744,0.05,0.1295,-15.4545
110,100,0.1,50,5.0,127,0.4,250,0.06830605865898146,0.0229,0.0776,-15.4545
110,100,0.1,50,5.0,127,0.5,250,0.04305454045126535,0.0118,0.0513,-15.4545
110,100,0.1,50,5.0,127,0.6,250,0.029158757893448416,0.0066,0.0362,-15.4545
110,100,0.1,50,0.2,128,0.2,250,9.39300173045946,9.0053,9.4225,-16.3636
110,100,0.1,50,0.2,128,0.3,250,6.015126217474137,5.3955,6.051,-16.3636
110,100,0.1,50,0.2,128,0.4,250,3.79650671242818,3.1733,3.8312,-16.3636
110,100,0.1,50,0.2,128,0.5,250,2.4870218782912765,1.9385,2.5173,-16.3636
110,100,0.1,50,0.2,128,0.6,250,1.6995082257118375,1.2426,1.7318,-16.3636
110,100,0.1,50,0.6,128,0.2,250,4.824782885371169,4.1439,4.8708,-16.3636
110,100,0.1,50,0.6,128,0.3,250,2.2645387709836444,1.7298,2.2969,-16.3636
110,100,0.1,50,0.6,128,0.4,250,1.222769710856145,0.8371,1.2504,-16.3636
110,100,0.1,50,0.6,128,0.5,250,0.7399512032816336,0.4567,0.7634,-16.3636
110,100,0.1,50,0.6,128,0.6,250,0.4867983577146933,0.2727,0.5076,-16.3636
110,100,0.1,50,1.0,128,0.2,250,2.901521181683867,2.3069,2.9411,-16.3636
110,100,0.1,50,1.0,128,0.3,250,1.269774535028706,0.8753,1.2965,-16.3636
110,100,0.1,50,1.0,128,0.4,250,0.6691378243036276,0.4043,0.691,-16.3636
110,100,0.1,50,1.0,128,0.5,250,0.4011208132852095,0.2147,0.4207,-16.3636
110,100,0.1,50,1.0,128,0.6,250,0.2643467176496899,0.1259,0.281,-16.3636
110,100,0.1,50,1.4,128,0.2,250,1.945505995876733,1.4583,1.9821,-16.3636
110,100,0.1,50,1.4,128,0.3,250,0.8380434542171115,0.5349,0.8625,-16.3636
110,100,0.1,50,1.4,128,0.4,250,0.439443876250181,0.2426,0.4603,-16.3636
110,100,0.1,50,1.4,128,0.5,250,0.26484454190745044,0.1273,0.282,-16.3636
110,100,0.1,50,1.4,128,0.6,250,0.1739803573295669,0.0739,0.1899,-16.3636
110,100,0.1,50,1.8,128,0.2,250,1.3987384591603995,0.9968,1.4297,-16.3636
110,100,0.1,50,1.8,128,0.3,250,0.6041018388059329,0.3621,0.6267,-16.3636
110,100,0.1,50,1.8,128,0.4,250,0.31894460492961735,0.163,0.3373,-16.3636
110,100,0.1,50,1.8,128,0.5,250,0.19235250835903545,0.085,0.2084,-16.3636
110,100,0.1,50,1.8,128,0.6,250,0.12825095500697278,0.049,0.1414,-16.3636
110,100,0.1,50,2.2,128,0.2,250,1.0511712543305278,0.7179,1.0791,-16.3636
110,100,0.1,50,2.2,128,0.3,250,0.46031052947873324,0.2613,0.4811,-16.3636
110,100,0.1,50,2.2,128,0.4,250,0.24405291892212583,0.1173,0.2619,-16.3636
110,100,0.1,50,2.2,128,0.5,250,0.14928531050014412,0.0609,0.1632,-16.3636
110,100,0.1,50,2.2,128,0.6,250,0.09984919467901703,0.0349,0.1114,-16.3636
110,100,0.1,50,2.6,128,0.2,250,0.8158303728539272,0.5366,0.8411,-16.3636
110,100,0.1,50,2.6,128,0.3,250,0.3656357992957375,0.1971,0.3834,-16.3636
110,100,0.1,50,2.6,128,0.4,250,0.19572027064806438,0.0884,0.2112,-16.3636
110,100,0.1,50,2.6,128,0.5,250,0.11986723975565948,0.0458,0.1328,-16.3636
110,100,0.1,50,2.6,128,0.6,250,0.08021184781615234,0.0261,0.0912,-16.3636
110,100,0.1,50,3.0,128,0.2,250,0.6506084299963352,0.4124,0.6716,-16.3636
110,100,0.1,50,3.0,128,0.3,250,0.29664544770248225,0.1534,0.3138,-16.3636
110,100,0.1,50,3.0,128,0.4,250,0.16065184858123258,0.069,0.1751,-16.3636
110,100,0.1,50,3.0,128,0.5,250,0.09914913901244453,0.0356,0.111,-16.3636
110,100,0.1,50,3.0,128,0.6,250,0.06626338528151067,0.0202,0.0766,-16.3636
110,100,0.1,50,3.4,128,0.2,250,0.5268086242280705,0.3239,0.5463,-16.3636
110,100,0.1,50,3.4,128,0.3,250,0.24646250103398984,0.1224,0.2622,-16.3636
110,100,0.1,50,3.4,128,0.4,250,0.135099371440326,0.0552,0.1482,-16.3636
110,100,0.1,50,3.4,128,0.5,250,0.0837309337571563,0.0284,0.0947,-16.3636
110,100,0.1,50,3.4,128,0.6,250,0.05613677953864311,0.0161,0.0656,-16.3636
110,100,0.1,50,3.8,128,0.2,250,0.43311257333787356,0.2587,0.451,-16.3636
110,100,0.1,50,3.8,128,0.3,250,0.2084798873724112,0.0995,0.2225,-16.3636
110,100,0.1,50,3.8,128,0.4,250,0.11498442538389389,0.045,0.1274,-16.3636
110,100,0.1,50,3.8,128,0.5,250,0.07165281729301692,0.0232,0.082,-16.3636
110,100,0.1,50,3.8,128,0.6,250,0.04773741286515824,0.0131,0.0571,-16.3636
110,100,0.1,50,4.2,128,0.2,250,0.3608905085037853,0.2096,0.3768,-16.3636
110,100,0.1,50,4.2,128,0.3,250,0.17826325250475983,0.0822,0.1913,-16.3636
110,100,0.1,50,4.2,128,0.4,250,0.09958631794792201,0.0373,0.1109,-16.3636
110,100,0.1,50,4.2,128,0.5,250,0.06200190729919126,0.0192,0.0719,-16.3636
110,100,0.1,50,4.2,128,0.6,250,0.04191339534605103,0.0108,0.0502,-16.3636
110,100,0.1,50,4.6,128,0.2,250,0.3024444034403266,0.1719,0.318,-16.3636
110,100,0.1,50,4.6,128,0.3,250,0.1544774708365268,0.0688,0.1662,-16.3636
110,100,0.1,50,4.6,128,0.4,250,0.08611309616941878,0.0313,0.0976,-16.3636
110,100,0.1,50,4.6,128,0.5,250,0.053967925265320495,0.0161,0.0636,-16.3636
110,100,0.1,50,4.6,128,0.6,250,0.03691444572216367,0.009,0.0446,-16.3636
110,100,0.1,50,5.0,128,0.2,250,0.2568068013389487,0.1423,0.2706,-16.3636
110,100,0.1,50,5.0,128,0.3,250,0.13364953855959102,0.0581,0.1456,-16.3636
110,100,0.1,50,5.0,128,0.4,250,0.0764265740231738,0.0266,0.0866,-16.3636
110,100,0.1,50,5.0,128,0.5,250,0.04790927062061705,0.0137,0.0568,-16.3636
110,100,0.1,50,5.0,128,0.6,250,0.03235669868530052,0.0076,0.0399,-16.3636
110,100,0.1,50,0.2,129,0.2,250,9.79962443300846,9.4449,9.8263,-17.2727
110,100,0.1,50,0.2,129,0.3,250,6.471035927026164,5.8572,6.5094,-17.2727
110,100,0.1,50,0.2,129,0.4,250,4.162041376168072,3.5153,4.1946,-17.2727
110,100,0.1,50,0.2,129,0.5,250,2.7501712518442085,2.1738,2.7838,-17.2727
110,100,0.1,50,0.2,129,0.6,250,1.8966939327389163,1.4042,1.926,-17.2727
110,100,0.1,50,0.6,129,0.2,250,5.2831586476322565,4.5827,5.3305,-17.2727
110,100,0.1,50,0.6,129,0.3,250,2.5155145776938257,1.9497,2.552,-17.2727
110,100,0.1,50,0.6,129,0.4,250,1.3664916265364988,0.9521,1.3973,-17.2727
110,100,0.1,50,0.6,129,0.5,250,0.8301607189288558,0.522,0.8545,-17.2727
110,100,0.1,50,0.6,129,0.6,250,0.5453319697646951,0.3126,0.5681,-17.2727
110,100,0.1,50,1.0,129,0.2,250,3.227093747993241,2.5964,3.2681,-17.2727
110,100,0.1,50,1.0,129,0.3,250,1.42205392343012,0.9967,1.451,-17.2727
110,100,0.1,50,1.0,129,0.4,250,0.7499722036770129,0.4628,0.7743,-17.2727
110,100,0.1,50,1.0,129,0.5,250,0.450821020962725,0.2465,0.4709,-17.2727
110,100,0.1,50,1.0,129,0.6,250,0.2954370281459192,0.1447,0.3139,-17.2727
110,100,0.1,50,1.4,129,0.2,250,2.1826454736743437,1.6558,2.2182,-17.2727
110,100,0.1,50,1.4,129,0.3,250,0.9392477756572084,0.612,0.9677,-17.2727
110,100,0.1,50,1.4,129,0.4,250,0.493383465632835,0.2786,0.5159,-17.2727
110,100,0.1,50,1.4,129,0.5,250,0.298152904922901,0.1465,0.3153,-17.2727
110,100,0.1,50,1.4,129,0.6,250,0.1945689932295775,0.0851,0.2116,-17.2727
110,100,0.1,50,1.8,129,0.2,250,1.572946510575168,1.1378,1.6063,-17.2727
110,100,0.1,50,1.8,129,0.3,250,0.6806362660109062,0.4154,0.7038,-17.2727
