S0,K,r,m,T,H,sigma,trading_days,price_iter,price,price_adj,H_percent,H_log,best_beta,error_percent,q
300,300,0.1,50,5,294.0,0.5,250,52.7082,46.6375,46.6375,2.0,0.0202,0.6909,11.5176,0
300,300,0.1,50,4,295.0,0.3,250,40.6833,36.9918,36.9918,1.6667,0.0168,0.6889,9.0737,0
300,300,0.1,50,4,295.0,0.4,250,42.6888,38.0777,38.0777,1.6667,0.0168,0.6889,10.8017,0
300,300,0.1,50,4,295.0,0.5,250,45.8854,40.3957,40.3957,1.6667,0.0168,0.691,11.9639,0
300,300,0.1,50,5,295.0,0.3,250,47.033,42.4379,42.4379,1.6667,0.0168,0.6889,9.7699,0
300,300,0.1,50,5,295.0,0.4,250,48.6713,43.1455,43.1455,1.6667,0.0168,0.69,11.3533,0
300,300,0.1,50,5,295.0,0.5,250,52.0212,45.4018,45.4018,1.6667,0.0168,0.6999,12.7244,0
300,300,0.1,50,4,296.0,0.3,250,39.4812,35.3664,35.3664,1.3333,0.0134,0.6889,10.4222,0
300,300,0.1,50,4,296.0,0.4,250,41.6379,36.7128,36.7128,1.3333,0.0134,0.691,11.8284,0
300,300,0.1,50,4,296.0,0.5,250,44.942,39.1777,39.1777,1.3333,0.0134,0.6989,12.8261,0
300,300,0.1,50,5,296.0,0.3,250,45.7749,40.7308,40.7308,1.3333,0.0134,0.6899,11.0194,0
300,300,0.1,50,5,296.0,0.4,250,47.5932,41.7372,41.7372,1.3333,0.0134,0.6989,12.3043,0
300,300,0.1,50,5,296.0,0.5,250,50.9273,44.1602,44.1602,1.3333,0.0134,0.701,13.2878,0
300,300,0.1,50,4,297.0,0.3,250,38.2461,33.7201,33.7201,1.0,0.0101,0.691,11.8339,0
300,300,0.1,50,4,297.0,0.4,250,40.6488,35.3372,35.3372,1.0,0.0101,0.6999,13.0671,0
300,300,0.1,50,4,297.0,0.5,250,44.1305,37.9533,37.9533,1.0,0.0101,0.7089,13.9976,0
300,300,0.1,50,5,297.0,0.3,250,44.5015,39.0037,39.0037,1.0,0.0101,0.6989,12.3542,0
300,300,0.1,50,5,297.0,0.4,250,46.6563,40.3188,40.3188,1.0,0.0101,0.701,13.5834,0
300,300,0.1,50,5,297.0,0.5,250,50.0973,42.9127,42.9127,1.0,0.0101,0.7089,14.3413,0
300,300,0.1,50,4,298.0,0.3,250,37.0933,32.053,32.053,0.6667,0.0067,0.701,13.5882,0
300,300,0.1,50,4,298.0,0.4,250,39.6022,33.9507,33.9507,0.6667,0.0067,0.7089,14.2707,0
300,300,0.1,50,4,298.0,0.5,250,43.116,36.7223,36.7223,0.6667,0.0067,0.7089,14.8291,0
300,300,0.1,50,5,298.0,0.3,250,43.3247,37.2564,37.2564,0.6667,0.0067,0.7089,14.0066,0
300,300,0.1,50,5,298.0,0.4,250,45.5856,38.8904,38.8904,0.6667,0.0067,0.7099,14.6871,0
300,300,0.1,50,5,298.0,0.5,250,49.0772,41.6592,41.6592,0.6667,0.0067,0.711,15.115,0
