S0,K,r,m,T,H,sigma,trading_days,price_iter,price,price_adj,H_percent,best_beta,error_percent,q
110,100,0.1,50,1.0,125,0.4,250,0.4563,0.2574,0.4744,-13.6364,0.541,3.9593,0
110,100,0.1,50,1.0,125,0.5,250,0.2754,0.1357,0.2905,-13.6364,0.5389,5.476,0
110,100,0.1,50,1.0,125,0.6,250,0.1816,0.0792,0.1957,-13.6364,0.5289,7.7813,0
110,100,0.1,50,1.4,125,0.2,250,1.331,0.949,1.3576,-13.6364,0.5489,2.0001,0
110,100,0.1,50,1.4,125,0.3,250,0.5678,0.341,0.589,-13.6364,0.54,3.7408,0
110,100,0.1,50,1.4,125,0.4,250,0.301,0.1532,0.3165,-13.6364,0.5389,5.1654,0
110,100,0.1,50,1.4,125,0.5,250,0.1821,0.08,0.196,-13.6364,0.529,7.6311,0
110,100,0.1,50,1.4,125,0.6,250,0.1213,0.0463,0.1334,-13.6364,0.521,9.9989,0
110,100,0.1,50,1.8,125,0.2,250,0.9453,0.6389,0.9692,-13.6364,0.5489,2.5321,0
110,100,0.1,50,1.8,125,0.3,250,0.4093,0.229,0.4275,-13.6364,0.5389,4.439,0
110,100,0.1,50,1.8,125,0.4,250,0.2187,0.1025,0.2328,-13.6364,0.531,6.4461,0
110,100,0.1,50,1.8,125,0.5,250,0.1334,0.0532,0.1458,-13.6364,0.521,9.2804,0
110,100,0.1,50,1.8,125,0.6,250,0.0888,0.0306,0.1002,-13.6364,0.511,12.8098,0
110,100,0.1,50,2.2,125,0.2,250,0.708,0.4555,0.7272,-13.6364,0.5489,2.7079,0
110,100,0.1,50,2.2,125,0.3,250,0.3128,0.1645,0.3284,-13.6364,0.5389,4.9802,0
110,100,0.1,50,2.2,125,0.4,250,0.1677,0.0735,0.1815,-13.6364,0.5289,8.2009,0
110,100,0.1,50,2.2,125,0.5,250,0.1037,0.0381,0.1148,-13.6364,0.521,10.7018,0
110,100,0.1,50,2.2,125,0.6,250,0.0693,0.0218,0.0796,-13.6364,0.51,14.8534,0
110,100,0.1,50,2.6,125,0.2,250,0.5463,0.3381,0.5649,-13.6364,0.541,3.408,0
110,100,0.1,50,2.6,125,0.3,250,0.2471,0.1236,0.2621,-13.6364,0.531,6.0778,0
110,100,0.1,50,2.6,125,0.4,250,0.1351,0.0553,0.147,-13.6364,0.5289,8.7932,0
110,100,0.1,50,2.6,125,0.5,250,0.0832,0.0286,0.094,-13.6364,0.511,12.9725,0
110,100,0.1,50,2.6,125,0.6,250,0.0563,0.0163,0.0656,-13.6364,0.5089,16.6019,0
110,100,0.1,50,3.0,125,0.2,250,0.4324,0.2584,0.4502,-13.6364,0.5389,4.1152,0
110,100,0.1,50,3.0,125,0.3,250,0.2017,0.096,0.215,-13.6364,0.531,6.5833,0
110,100,0.1,50,3.0,125,0.4,250,0.1108,0.0431,0.1224,-13.6364,0.5199,10.5044,0
110,100,0.1,50,3.0,125,0.5,250,0.0692,0.0222,0.079,-13.6364,0.511,14.1778,0
110,100,0.1,50,3.0,125,0.6,250,0.0468,0.0126,0.0554,-13.6364,0.501,18.2681,0
110,100,0.1,50,3.4,125,0.2,250,0.35,0.2021,0.3658,-13.6364,0.5389,4.5029,0
110,100,0.1,50,3.4,125,0.3,250,0.167,0.0764,0.18,-13.6364,0.5289,7.7631,0
110,100,0.1,50,3.4,125,0.4,250,0.0939,0.0344,0.104,-13.6364,0.521,10.7303,0
110,100,0.1,50,3.4,125,0.5,250,0.0588,0.0177,0.0677,-13.6364,0.511,15.1174,0
110,100,0.1,50,3.4,125,0.6,250,0.04,0.01,0.0477,-13.6364,0.501,19.1355,0
110,100,0.1,50,3.8,125,0.2,250,0.2892,0.1609,0.3019,-13.6364,0.5399,4.39,0
110,100,0.1,50,3.8,125,0.3,250,0.141,0.062,0.1532,-13.6364,0.521,8.637,0
110,100,0.1,50,3.8,125,0.4,250,0.08,0.028,0.0897,-13.6364,0.5189,12.1265,0
110,100,0.1,50,3.8,125,0.5,250,0.05,0.0144,0.0589,-13.6364,0.501,17.8973,0
110,100,0.1,50,3.8,125,0.6,250,0.0342,0.0081,0.0417,-13.6364,0.4989,22.0102,0
110,100,0.1,50,4.2,125,0.2,250,0.24,0.13,0.2522,-13.6364,0.5389,5.0687,0
110,100,0.1,50,4.2,125,0.3,250,0.1213,0.0512,0.132,-13.6364,0.521,8.783,0
110,100,0.1,50,4.2,125,0.4,250,0.069,0.0232,0.0784,-13.6364,0.511,13.6837,0
110,100,0.1,50,4.2,125,0.5,250,0.044,0.0119,0.0518,-13.6364,0.5089,17.7561,0
110,100,0.1,50,4.2,125,0.6,250,0.0299,0.0067,0.0369,-13.6364,0.4989,23.4204,0
110,100,0.1,50,4.6,125,0.2,250,0.2024,0.1064,0.2129,-13.6364,0.5389,5.1891,0
110,100,0.1,50,4.6,125,0.3,250,0.1049,0.0427,0.1149,-13.6364,0.521,9.5536,0
110,100,0.1,50,4.6,125,0.4,250,0.0607,0.0195,0.0692,-13.6364,0.511,14.0158,0
110,100,0.1,50,4.6,125,0.5,250,0.0387,0.01,0.0461,-13.6364,0.501,19.1101,0
110,100,0.1,50,4.6,125,0.6,250,0.0264,0.0056,0.0329,-13.6364,0.491,24.5959,0
110,100,0.1,50,5.0,125,0.2,250,0.1707,0.0879,0.1812,-13.6364,0.53,6.1282,0
110,100,0.1,50,5.0,125,0.3,250,0.0916,0.0361,0.1009,-13.6364,0.52,10.1932,0
110,100,0.1,50,5.0,125,0.4,250,0.0538,0.0166,0.0616,-13.6364,0.511,14.4029,0
110,100,0.1,50,5.0,125,0.5,250,0.0343,0.0085,0.0413,-13.6364,0.501,20.2726,0
110,100,0.1,50,5.0,125,0.6,250,0.0234,0.0047,0.0296,-13.6364,0.491,26.3466,0
110,100,0.1,50,0.2,126,0.2,250,8.4603,8.0057,8.4909,-14.5455,0.541,0.3621,0
110,100,0.1,50,0.2,126,0.3,250,5.0827,4.4695,5.1176,-14.5455,0.551,0.6875,0
110,100,0.1,50,0.2,126,0.4,250,3.0998,2.5246,3.1299,-14.5455,0.551,0.9705,0
110,100,0.1,50,0.2,126,0.5,250,1.9871,1.5056,2.0178,-14.5455,0.55,1.5454,0
110,100,0.1,50,0.2,126,0.6,250,1.3485,0.9509,1.3738,-14.5455,0.551,1.8742,0
110,100,0.1,50,0.6,126,0.2,250,3.9417,3.3065,3.9798,-14.5455,0.5509,0.9662,0
110,100,0.1,50,0.6,126,0.3,250,1.7963,1.33,1.824,-14.5455,0.551,1.5407,0
110,100,0.1,50,0.6,126,0.4,250,0.9579,0.6324,0.9832,-14.5455,0.5489,2.6431,0
110,100,0.1,50,0.6,126,0.5,250,0.5771,0.342,0.599,-14.5455,0.54,3.792,0
110,100,0.1,50,0.6,126,0.6,250,0.3811,0.2031,0.3989,-14.5455,0.539,4.6699,0
110,100,0.1,50,1.0,126,0.2,250,2.3017,1.7781,2.3333,-14.5455,0.551,1.3732,0
110,100,0.1,50,1.0,126,0.3,250,0.9916,0.6598,1.0161,-14.5455,0.5489,2.4684,0
110,100,0.1,50,1.0,126,0.4,250,0.5213,0.3017,0.5411,-14.5455,0.541,3.8063,0
110,100,0.1,50,1.0,126,0.5,250,0.3135,0.1594,0.3305,-14.5455,0.5389,5.4386,0
110,100,0.1,50,1.0,126,0.6,250,0.2065,0.0932,0.2219,-14.5455,0.5289,7.4497,0
110,100,0.1,50,1.4,126,0.2,250,1.5206,1.1049,1.5516,-14.5455,0.5489,2.0356,0
110,100,0.1,50,1.4,126,0.3,250,0.6522,0.3996,0.6732,-14.5455,0.541,3.2138,0
110,100,0.1,50,1.4,126,0.4,250,0.343,0.1801,0.3607,-14.5455,0.5389,5.1493,0
110,100,0.1,50,1.4,126,0.5,250,0.2073,0.0942,0.2224,-14.5455,0.529,7.2628,0
110,100,0.1,50,1.4,126,0.6,250,0.1379,0.0546,0.1508,-14.5455,0.521,9.3765,0
110,100,0.1,50,1.8,126,0.2,250,1.0825,0.7475,1.1111,-14.5455,0.541,2.6395,0
110,100,0.1,50,1.8,126,0.3,250,0.4689,0.2691,0.4887,-14.5455,0.5389,4.2202,0
110,100,0.1,50,1.8,126,0.4,250,0.249,0.1206,0.2649,-14.5455,0.531,6.4064,0
110,100,0.1,50,1.8,126,0.5,250,0.1519,0.0627,0.165,-14.5455,0.5289,8.6415,0
110,100,0.1,50,1.8,126,0.6,250,0.1017,0.0361,0.1129,-14.5455,0.521,10.9765,0
110,100,0.1,50,2.2,126,0.2,250,0.8121,0.5347,0.8352,-14.5455,0.541,2.8433,0
110,100,0.1,50,2.2,126,0.3,250,0.3577,0.1935,0.3752,-14.5455,0.5389,4.8976,0
110,100,0.1,50,2.2,126,0.4,250,0.1916,0.0866,0.2061,-14.5455,0.5289,7.5433,0
110,100,0.1,50,2.2,126,0.5,250,0.1178,0.0449,0.1297,-14.5455,0.521,10.0688,0
110,100,0.1,50,2.2,126,0.6,250,0.0784,0.0257,0.0894,-14.5455,0.511,14.0492,0
110,100,0.1,50,2.6,126,0.2,250,0.6288,0.3977,0.6494,-14.5455,0.541,3.2712,0
110,100,0.1,50,2.6,126,0.3,250,0.2827,0.1456,0.2992,-14.5455,0.531,5.8318,0
110,100,0.1,50,2.6,126,0.4,250,0.1536,0.0652,0.1667,-14.5455,0.5289,8.5011,0
110,100,0.1,50,2.6,126,0.5,250,0.0941,0.0337,0.1059,-14.5455,0.511,12.577,0
110,100,0.1,50,2.6,126,0.6,250,0.064,0.0192,0.0735,-14.5455,0.511,14.896,0
110,100,0.1,50,3.0,126,0.2,250,0.4992,0.3046,0.5178,-14.5455,0.539,3.7356,0
110,100,0.1,50,3.0,126,0.3,250,0.2316,0.1131,0.2453,-14.5455,0.531,5.9057,0
110,100,0.1,50,3.0,126,0.4,250,0.1262,0.0508,0.1386,-14.5455,0.521,9.8282,0
110,100,0.1,50,3.0,126,0.5,250,0.0786,0.0262,0.0889,-14.5455,0.511,13.1658,0
110,100,0.1,50,3.0,126,0.6,250,0.0532,0.0149,0.062,-14.5455,0.509,16.4648,0
110,100,0.1,50,3.4,126,0.2,250,0.4039,0.2385,0.4208,-14.5455,0.5389,4.1955,0
110,100,0.1,50,3.4,126,0.3,250,0.1924,0.0901,0.2052,-14.5455,0.531,6.6277,0
110,100,0.1,50,3.4,126,0.4,250,0.1067,0.0406,0.1176,-14.5455,0.521,10.207,0
110,100,0.1,50,3.4,126,0.5,250,0.0661,0.0209,0.076,-14.5455,0.509,15.0387,0
110,100,0.1,50,3.4,126,0.6,250,0.0449,0.0118,0.0533,-14.5455,0.501,18.7211,0
110,100,0.1,50,3.8,126,0.2,250,0.3326,0.1901,0.3473,-14.5455,0.5389,4.4099,0
110,100,0.1,50,3.8,126,0.3,250,0.1615,0.0732,0.1744,-14.5455,0.5289,7.9893,0
110,100,0.1,50,3.8,126,0.4,250,0.0912,0.0331,0.1013,-14.5455,0.5199,11.1206,0
110,100,0.1,50,3.8,126,0.5,250,0.0572,0.017,0.066,-14.5455,0.51,15.4158,0
110,100,0.1,50,3.8,126,0.6,250,0.0386,0.0096,0.0465,-14.5455,0.5,20.5514,0
110,100,0.1,50,4.2,126,0.2,250,0.2754,0.1538,0.2901,-14.5455,0.5309,5.3565,0
110,100,0.1,50,4.2,126,0.3,250,0.1383,0.0604,0.1501,-14.5455,0.521,8.5521,0
110,100,0.1,50,4.2,126,0.4,250,0.0787,0.0274,0.0884,-14.5455,0.5189,12.3077,0
110,100,0.1,50,4.2,126,0.5,250,0.0497,0.0141,0.058,-14.5455,0.5089,16.6339,0
110,100,0.1,50,4.2,126,0.6,250,0.0337,0.0079,0.041,-14.5455,0.4989,21.8337,0
110,100,0.1,50,4.6,126,0.2,250,0.2318,0.1258,0.2448,-14.5455,0.5309,5.5857,0
110,100,0.1,50,4.6,126,0.3,250,0.1198,0.0505,0.1306,-14.5455,0.521,8.9985,0
110,100,0.1,50,4.6,126,0.4,250,0.0687,0.023,0.0779,-14.5455,0.511,13.3747,0
110,100,0.1,50,4.6,126,0.5,250,0.0433,0.0118,0.0515,-14.5455,0.501,18.8126,0
110,100,0.1,50,4.6,126,0.6,250,0.03,0.0066,0.0365,-14.5455,0.501,21.5804,0
110,100,0.1,50,5.0,126,0.2,250,0.1969,0.1041,0.2084,-14.5455,0.5309,5.8526,0
110,100,0.1,50,5.0,126,0.3,250,0.1049,0.0427,0.1146,-14.5455,0.521,9.2555,0
110,100,0.1,50,5.0,126,0.4,250,0.0606,0.0196,0.0693,-14.5455,0.511,14.397,0
110,100,0.1,50,5.0,126,0.5,250,0.0384,0.01,0.0461,-14.5455,0.5,19.9059,0
110,100,0.1,50,5.0,126,0.6,250,0.0263,0.0056,0.0328,-14.5455,0.491,24.6086,0
110,100,0.1,50,0.2,127,0.2,250,8.9451,8.5251,8.9773,-15.4545,0.5399,0.3605,0
110,100,0.1,50,0.2,127,0.3,250,5.5505,4.9318,5.586,-15.4545,0.551,0.6395,0
110,100,0.1,50,0.2,127,0.4,250,3.4446,2.8425,3.4757,-15.4545,0.551,0.9034,0
110,100,0.1,50,0.2,127,0.5,250,2.2353,1.7155,2.2617,-15.4545,0.5589,1.1797,0
110,100,0.1,50,0.2,127,0.6,250,1.5189,1.0914,1.5476,-15.4545,0.549,1.8906,0
110,100,0.1,50,0.6,127,0.2,250,4.3751,3.7177,4.4197,-15.4545,0.5489,1.0203,0
110,100,0.1,50,0.6,127,0.3,250,2.0259,1.5231,2.054,-15.4545,0.551,1.3846,0
110,100,0.1,50,0.6,127,0.4,250,1.0856,0.7305,1.1123,-15.4545,0.5489,2.4553,0
110,100,0.1,50,0.6,127,0.5,250,0.6551,0.3968,0.6782,-15.4545,0.541,3.5187,0
110,100,0.1,50,0.6,127,0.6,250,0.4332,0.2363,0.4512,-15.4545,0.541,4.1642,0
110,100,0.1,50,1.0,127,0.2,250,2.5899,2.0339,2.6292,-15.4545,0.5489,1.5163,0
110,100,0.1,50,1.0,127,0.3,250,1.1249,0.763,1.1515,-15.4545,0.5489,2.3603,0
110,100,0.1,50,1.0,127,0.4,250,0.591,0.3506,0.6132,-15.4545,0.5409,3.7621,0
110,100,0.1,50,1.0,127,0.5,250,0.3555,0.1858,0.3739,-15.4545,0.5389,5.1615,0
110,100,0.1,50,1.0,127,0.6,250,0.2332,0.1087,0.2504,-15.4545,0.5289,7.3916,0
110,100,0.1,50,1.4,127,0.2,250,1.726,1.2747,1.7598,-15.4545,0.5489,1.956,0
110,100,0.1,50,1.4,127,0.3,250,0.7424,0.4642,0.7643,-15.4545,0.5489,2.9466,0
110,100,0.1,50,1.4,127,0.4,250,0.39,0.2098,0.4086,-15.4545,0.5389,4.7665,0
110,100,0.1,50,1.4,127,0.5,250,0.234,0.11,0.2511,-15.4545,0.5289,7.2972,0
110,100,0.1,50,1.4,127,0.6,250,0.1549,0.0638,0.1696,-15.4545,0.521,9.4977,0
110,100,0.1,50,1.8,127,0.2,250,1.2357,0.8668,1.2646,-15.4545,0.541,2.3387,0
110,100,0.1,50,1.8,127,0.3,250,0.5344,0.3134,0.555,-15.4545,0.5409,3.8561,0
110,100,0.1,50,1.8,127,0.4,250,0.2831,0.1407,0.2997,-15.4545,0.531,5.8549,0
110,100,0.1,50,1.8,127,0.5,250,0.1721,0.0733,0.1859,-15.4545,0.5289,7.9975,0
110,100,0.1,50,1.8,127,0.6,250,0.1139,0.0422,0.1266,-15.4545,0.5189,11.1363,0
110,100,0.1,50,2.2,127,0.2,250,0.9284,0.6221,0.9524,-15.4545,0.5489,2.5831,0
110,100,0.1,50,2.2,127,0.3,250,0.4056,0.2258,0.4261,-15.4545,0.531,5.0431,0
110,100,0.1,50,2.2,127,0.4,250,0.2171,0.1012,0.2329,-15.4545,0.5289,7.2628,0
110,100,0.1,50,2.2,127,0.5,250,0.1328,0.0525,0.1459,-15.4545,0.521,9.851,0
110,100,0.1,50,2.2,127,0.6,250,0.0883,0.0301,0.1,-15.4545,0.511,13.2727,0
110,100,0.1,50,2.6,127,0.2,250,0.7193,0.4638,0.7414,-15.4545,0.541,3.0695,0
110,100,0.1,50,2.6,127,0.3,250,0.323,0.17,0.3396,-15.4545,0.5389,5.1376,0
110,100,0.1,50,2.6,127,0.4,250,0.174,0.0762,0.1881,-15.4545,0.5289,8.0862,0
110,100,0.1,50,2.6,127,0.5,250,0.1072,0.0394,0.1189,-15.4545,0.52,10.9241,0
110,100,0.1,50,2.6,127,0.6,250,0.0714,0.0225,0.082,-15.4545,0.51,14.7765,0
110,100,0.1,50,3.0,127,0.2,250,0.5707,0.3558,0.5915,-15.4545,0.5389,3.6511,0
110,100,0.1,50,3.0,127,0.3,250,0.2624,0.1323,0.2782,-15.4545,0.531,6.022,0
110,100,0.1,50,3.0,127,0.4,250,0.1427,0.0594,0.1562,-15.4545,0.521,9.4576,0
110,100,0.1,50,3.0,127,0.5,250,0.0888,0.0307,0.0995,-15.4545,0.5189,12.0969,0
110,100,0.1,50,3.0,127,0.6,250,0.0595,0.0174,0.0691,-15.4545,0.5089,16.207,0
110,100,0.1,50,3.4,127,0.2,250,0.4632,0.279,0.4809,-15.4545,0.539,3.8244,0
110,100,0.1,50,3.4,127,0.3,250,0.2177,0.1054,0.2325,-15.4545,0.529,6.7796,0
110,100,0.1,50,3.4,127,0.4,250,0.1204,0.0475,0.1323,-15.4545,0.521,9.8677,0
110,100,0.1,50,3.4,127,0.5,250,0.0745,0.0245,0.085,-15.4545,0.511,14.0704,0
110,100,0.1,50,3.4,127,0.6,250,0.0505,0.0138,0.0593,-15.4545,0.5089,17.5131,0
110,100,0.1,50,3.8,127,0.2,250,0.3793,0.2227,0.3969,-15.4545,0.531,4.6349,0
110,100,0.1,50,3.8,127,0.3,250,0.1834,0.0857,0.1975,-15.4545,0.5289,7.6702,0
110,100,0.1,50,3.8,127,0.4,250,0.1027,0.0387,0.1139,-15.4545,0.5189,10.9379,0
110,100,0.1,50,3.8,127,0.5,250,0.0643,0.0199,0.0737,-15.4545,0.511,14.6557,0
110,100,0.1,50,3.8,127,0.6,250,0.0433,0.0112,0.0516,-15.4545,0.501,19.306,0
110,100,0.1,50,4.2,127,0.2,250,0.3158,0.1802,0.3316,-15.4545,0.531,4.9881,0
110,100,0.1,50,4.2,127,0.3,250,0.1575,0.0707,0.1699,-15.4545,0.5289,7.8944,0
110,100,0.1,50,4.2,127,0.4,250,0.0882,0.0321,0.0993,-15.4545,0.511,12.5994,0
110,100,0.1,50,4.2,127,0.5,250,0.0556,0.0165,0.0647,-15.4545,0.5089,16.4537,0
110,100,0.1,50,4.2,127,0.6,250,0.0377,0.0093,0.0455,-15.4545,0.5,20.8145,0
110,100,0.1,50,4.6,127,0.2,250,0.2655,0.1476,0.2798,-15.4545,0.5309,5.3978,0
110,100,0.1,50,4.6,127,0.3,250,0.1361,0.0591,0.1477,-15.4545,0.521,8.4983,0
110,100,0.1,50,4.6,127,0.4,250,0.0773,0.027,0.0874,-15.4545,0.511,13.0794,0
110,100,0.1,50,4.6,127,0.5,250,0.0489,0.0139,0.0574,-15.4545,0.5089,17.3579,0
110,100,0.1,50,4.6,127,0.6,250,0.0332,0.0078,0.0404,-15.4545,0.4989,21.735,0
110,100,0.1,50,5.0,127,0.2,250,0.2268,0.1222,0.2381,-15.4545,0.5389,4.9657,0
110,100,0.1,50,5.0,127,0.3,250,0.1187,0.05,0.1295,-15.4545,0.521,9.1192,0
110,100,0.1,50,5.0,127,0.4,250,0.0683,0.0229,0.0776,-15.4545,0.511,13.6063,0
110,100,0.1,50,5.0,127,0.5,250,0.0431,0.0118,0.0513,-15.4545,0.501,19.1512,0
110,100,0.1,50,5.0,127,0.6,250,0.0292,0.0066,0.0362,-15.4545,0.491,24.1479,0
110,100,0.1,50,0.2,128,0.2,250,9.393,9.0053,9.4225,-16.3636,0.5399,0.314,0
110,100,0.1,50,0.2,128,0.3,250,6.0151,5.3955,6.051,-16.3636,0.5509,0.5964,0
110,100,0.1,50,0.2,128,0.4,250,3.7965,3.1733,3.8312,-16.3636,0.551,0.9138,0
110,100,0.1,50,0.2,128,0.5,250,2.487,1.9385,2.5173,-16.3636,0.551,1.2174,0
110,100,0.1,50,0.2,128,0.6,250,1.6995,1.2426,1.7318,-16.3636,0.5489,1.9001,0
110,100,0.1,50,0.6,128,0.2,250,4.8248,4.1439,4.8708,-16.3636,0.5489,0.9538,0
110,100,0.1,50,0.6,128,0.3,250,2.2645,1.7298,2.2969,-16.3636,0.551,1.429,0
110,100,0.1,50,0.6,128,0.4,250,1.2228,0.8371,1.2504,-16.3636,0.5489,2.2596,0
110,100,0.1,50,0.6,128,0.5,250,0.74,0.4567,0.7634,-16.3636,0.541,3.169,0
110,100,0.1,50,0.6,128,0.6,250,0.4868,0.2727,0.5076,-16.3636,0.5399,4.2732,0
110,100,0.1,50,1.0,128,0.2,250,2.9015,2.3069,2.9411,-16.3636,0.5489,1.3641,0
110,100,0.1,50,1.0,128,0.3,250,1.2698,0.8753,1.2965,-16.3636,0.5499,2.1047,0
110,100,0.1,50,1.0,128,0.4,250,0.6691,0.4043,0.691,-16.3636,0.541,3.2672,0
110,100,0.1,50,1.0,128,0.5,250,0.4011,0.2147,0.4207,-16.3636,0.5389,4.8811,0
110,100,0.1,50,1.0,128,0.6,250,0.2643,0.1259,0.281,-16.3636,0.531,6.2998,0
110,100,0.1,50,1.4,128,0.2,250,1.9455,1.4583,1.9821,-16.3636,0.5489,1.881,0
110,100,0.1,50,1.4,128,0.3,250,0.838,0.5349,0.8625,-16.3636,0.541,2.9183,0
110,100,0.1,50,1.4,128,0.4,250,0.4394,0.2426,0.4603,-16.3636,0.5389,4.746,0
110,100,0.1,50,1.4,128,0.5,250,0.2648,0.1273,0.282,-16.3636,0.531,6.4776,0
110,100,0.1,50,1.4,128,0.6,250,0.174,0.0739,0.1899,-16.3636,0.521,9.1503,0
110,100,0.1,50,1.8,128,0.2,250,1.3987,0.9968,1.4297,-16.3636,0.5489,2.2135,0
110,100,0.1,50,1.8,128,0.3,250,0.6041,0.3621,0.6267,-16.3636,0.54,3.7408,0
110,100,0.1,50,1.8,128,0.4,250,0.3189,0.163,0.3373,-16.3636,0.531,5.755,0
110,100,0.1,50,1.8,128,0.5,250,0.1924,0.085,0.2084,-16.3636,0.521,8.3428,0
110,100,0.1,50,1.8,128,0.6,250,0.1283,0.049,0.1414,-16.3636,0.521,10.2526,0
110,100,0.1,50,2.2,128,0.2,250,1.0512,0.7179,1.0791,-16.3636,0.541,2.6569,0
110,100,0.1,50,2.2,128,0.3,250,0.4603,0.2613,0.4811,-16.3636,0.5389,4.5164,0
110,100,0.1,50,2.2,128,0.4,250,0.2441,0.1173,0.2619,-16.3636,0.5289,7.3128,0
110,100,0.1,50,2.2,128,0.5,250,0.1493,0.0609,0.1632,-16.3636,0.521,9.3209,0
110,100,0.1,50,2.2,128,0.6,250,0.0998,0.0349,0.1114,-16.3636,0.519,11.5683,0
110,100,0.1,50,2.6,128,0.2,250,0.8158,0.5366,0.8411,-16.3636,0.54,3.0974,0
110,100,0.1,50,2.6,128,0.3,250,0.3656,0.1971,0.3834,-16.3636,0.5389,4.8584,0
110,100,0.1,50,2.6,128,0.4,250,0.1957,0.0884,0.2112,-16.3636,0.5289,7.9091,0
110,100,0.1,50,2.6,128,0.5,250,0.1199,0.0458,0.1328,-16.3636,0.5189,10.7892,0
110,100,0.1,50,2.6,128,0.6,250,0.0802,0.0261,0.0912,-16.3636,0.511,13.6989,0
110,100,0.1,50,3.0,128,0.2,250,0.6506,0.4124,0.6716,-16.3636,0.541,3.2265,0
110,100,0.1,50,3.0,128,0.3,250,0.2966,0.1534,0.3138,-16.3636,0.531,5.7828,0
110,100,0.1,50,3.0,128,0.4,250,0.1607,0.069,0.1751,-16.3636,0.521,8.9935,0
110,100,0.1,50,3.0,128,0.5,250,0.0991,0.0356,0.111,-16.3636,0.5189,11.9526,0
110,100,0.1,50,3.0,128,0.6,250,0.0663,0.0202,0.0766,-16.3636,0.5089,15.5993,0
110,100,0.1,50,3.4,128,0.2,250,0.5268,0.3239,0.5463,-16.3636,0.539,3.6999,0
110,100,0.1,50,3.4,128,0.3,250,0.2465,0.1224,0.2622,-16.3636,0.5309,6.3854,0
110,100,0.1,50,3.4,128,0.4,250,0.1351,0.0552,0.1482,-16.3636,0.521,9.697,0
110,100,0.1,50,3.4,128,0.5,250,0.0837,0.0284,0.0947,-16.3636,0.511,13.1004,0
110,100,0.1,50,3.4,128,0.6,250,0.0561,0.0161,0.0656,-16.3636,0.5089,16.8574,0
110,100,0.1,50,3.8,128,0.2,250,0.4331,0.2587,0.451,-16.3636,0.5389,4.13,0
110,100,0.1,50,3.8,128,0.3,250,0.2085,0.0995,0.2225,-16.3636,0.53,6.7249,0
110,100,0.1,50,3.8,128,0.4,250,0.115,0.045,0.1274,-16.3636,0.5189,10.7976,0
110,100,0.1,50,3.8,128,0.5,250,0.0717,0.0232,0.082,-16.3636,0.5109,14.4407,0
110,100,0.1,50,3.8,128,0.6,250,0.0477,0.0131,0.0571,-16.3636,0.499,19.6127,0
110,100,0.1,50,4.2,128,0.2,250,0.3609,0.2096,0.3768,-16.3636,0.5389,4.4084,0
110,100,0.1,50,4.2,128,0.3,250,0.1783,0.0822,0.1913,-16.3636,0.5289,7.3132,0
110,100,0.1,50,4.2,128,0.4,250,0.0996,0.0373,0.1109,-16.3636,0.5189,11.3607,0
110,100,0.1,50,4.2,128,0.5,250,0.062,0.0192,0.0719,-16.3636,0.5089,15.9642,0
110,100,0.1,50,4.2,128,0.6,250,0.0419,0.0108,0.0502,-16.3636,0.501,19.7708,0
110,100,0.1,50,4.6,128,0.2,250,0.3024,0.1719,0.318,-16.3636,0.531,5.1433,0
110,100,0.1,50,4.6,128,0.3,250,0.1545,0.0688,0.1662,-16.3636,0.5289,7.5885,0
110,100,0.1,50,4.6,128,0.4,250,0.0861,0.0313,0.0976,-16.3636,0.509,13.3393,0
110,100,0.1,50,4.6,128,0.5,250,0.054,0.0161,0.0636,-16.3636,0.501,17.8478,0
110,100,0.1,50,4.6,128,0.6,250,0.0369,0.009,0.0446,-16.3636,0.5,20.8199,0
110,100,0.1,50,5.0,128,0.2,250,0.2568,0.1423,0.2706,-16.3636,0.531,5.371,0
110,100,0.1,50,5.0,128,0.3,250,0.1336,0.0581,0.1456,-16.3636,0.521,8.9416,0
110,100,0.1,50,5.0,128,0.4,250,0.0764,0.0266,0.0866,-16.3636,0.511,13.3114,0
110,100,0.1,50,5.0,128,0.5,250,0.0479,0.0137,0.0568,-16.3636,0.501,18.5574,0
110,100,0.1,50,5.0,128,0.6,250,0.0324,0.0076,0.0399,-16.3636,0.491,23.313,0
110,100,0.1,50,0.2,129,0.2,250,9.7996,9.4449,9.8263,-17.2727,0.54,0.2722,0
110,100,0.1,50,0.2,129,0.3,250,6.471,5.8572,6.5094,-17.2727,0.5489,0.5929,0
110,100,0.1,50,0.2,129,0.4,250,4.162,3.5153,4.1946,-17.2727,0.5589,0.7823,0
110,100,0.1,50,0.2,129,0.5,250,2.7502,2.1738,2.7838,-17.2727,0.551,1.2228,0
110,100,0.1,50,0.2,129,0.6,250,1.8967,1.4042,1.926,-17.2727,0.551,1.5451,0
110,100,0.1,50,0.6,129,0.2,250,5.2832,4.5827,5.3305,-17.2727,0.5489,0.8961,0
110,100,0.1,50,0.6,129,0.3,250,2.5155,1.9497,2.552,-17.2727,0.5499,1.4504,0
110,100,0.1,50,0.6,129,0.4,250,1.3665,0.9521,1.3973,-17.2727,0.5489,2.2546,0
110,100,0.1,50,0.6,129,0.5,250,0.8302,0.522,0.8545,-17.2727,0.5489,2.9319,0
110,100,0.1,50,0.6,129,0.6,250,0.5453,0.3126,0.5681,-17.2727,0.539,4.1751,0
